Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,45.0,-73.0,-8.0,10.21,33102,0.89,0.94,0.94
1a,48.0,-58.0,-14.0,9.63,,,,
1b,45.0,-40.0,-17.0,7.61,,,,
1c,42.0,-58.0,13.0,6.75,,,,
2,-45.0,-70.0,-2.0,10.19,29916,0.87,0.94,0.94
2a,-42.0,-46.0,-14.0,8.64,,,,
2b,-45.0,-67.0,-14.0,8.41,,,,
3,-27.0,-46.0,-8.0,9.43,5670,0.77,0.82,0.73
4,27.0,-43.0,-11.0,8.84,16632,0.78,0.90,0.89
4a,18.0,-88.0,-5.0,8.20,,,,
4b,24.0,-97.0,13.0,5.50,,,,
5,-15.0,-91.0,-8.0,8.13,8019,0.68,0.79,0.77
5a,-15.0,-103.0,7.0,5.01,,,,
6,-6.0,-76.0,7.0,7.52,28188,0.81,0.93,0.93
6a,15.0,-73.0,7.0,6.67,,,,
6b,3.0,-73.0,7.0,6.38,,,,
6c,15.0,-70.0,16.0,6.30,,,,
7,21.0,-55.0,16.0,6.63,1647,0.62,0.67,0.28
8,39.0,-79.0,22.0,6.48,2403,0.47,0.54,0.33
9,3.0,41.0,-20.0,6.38,13689,0.70,0.86,0.86
9a,9.0,47.0,-8.0,6.03,,,,
9b,-6.0,38.0,-8.0,5.98,,,,
9c,-21.0,23.0,-17.0,5.50,,,,
10,-15.0,-55.0,16.0,6.08,972,0.56,0.64,0.00
11,-42.0,2.0,28.0,6.01,4806,0.48,0.67,0.63
12,6.0,26.0,43.0,5.86,8748,0.53,0.78,0.78
12a,6.0,8.0,55.0,5.31,,,,
12b,-6.0,17.0,49.0,4.67,,,,
12c,-6.0,23.0,34.0,4.62,,,,
13,-33.0,-88.0,22.0,5.49,2079,0.47,0.61,0.38
14,-42.0,14.0,1.0,5.45,5697,0.57,0.73,0.70
14a,-33.0,17.0,7.0,5.41,,,,
15,45.0,17.0,1.0,5.36,3483,0.29,0.50,0.47
16,33.0,-52.0,46.0,5.35,10206,0.53,0.81,0.81
16a,30.0,-70.0,34.0,4.79,,,,
16b,42.0,-40.0,46.0,4.74,,,,
16c,60.0,-22.0,40.0,4.64,,,,
17,-42.0,-43.0,43.0,5.33,9990,0.57,0.81,0.81
17a,-33.0,-49.0,46.0,5.24,,,,
17b,-45.0,-31.0,37.0,4.57,,,,
17c,-54.0,-28.0,40.0,4.41,,,,
18,15.0,-76.0,-50.0,5.06,1728,0.19,0.33,0.05
18a,0.0,-67.0,-38.0,3.89,,,,
19,45.0,14.0,19.0,5.00,2025,0.07,0.27,0.13
19a,45.0,2.0,43.0,3.92,,,,
20,0.0,-28.0,28.0,4.82,1755,0.18,0.32,0.08
20a,3.0,-16.0,28.0,3.98,,,,
21,45.0,44.0,13.0,4.59,1269,0.02,0.21,0.00
22,48.0,-43.0,13.0,4.54,432,0.00,0.00,0.00
23,12.0,32.0,22.0,4.38,432,0.00,0.00,0.00
24,3.0,-73.0,-14.0,4.03,297,0.00,0.00,0.00
25,39.0,-7.0,-38.0,3.95,81,0.00,0.00,0.00
26,27.0,-43.0,-32.0,3.91,54,0.00,0.00,0.00
27,-33.0,-7.0,-35.0,3.89,27,0.00,0.00,0.00
28,18.0,-10.0,-20.0,3.89,54,0.00,0.00,0.00
29,3.0,14.0,22.0,3.82,81,0.00,0.00,0.00
30,-39.0,38.0,19.0,3.78,54,0.00,0.00,0.00
31,-24.0,-13.0,-20.0,3.75,27,0.00,0.00,0.00
32,33.0,-61.0,-26.0,3.73,54,0.00,0.00,0.00
33,-60.0,-40.0,28.0,3.71,54,0.00,0.00,0.00
34,-27.0,-67.0,-29.0,3.65,135,0.00,0.00,0.00
35,6.0,65.0,-17.0,3.60,27,0.00,0.00,0.00
36,33.0,-49.0,-50.0,3.60,54,0.00,0.00,0.00
37,-45.0,-79.0,34.0,3.60,54,0.00,0.00,0.00
38,-3.0,59.0,-2.0,3.58,27,0.00,0.00,0.00
39,30.0,32.0,-14.0,3.58,27,0.00,0.00,0.00
40,-42.0,38.0,22.0,3.57,27,0.00,0.00,0.00
41,-12.0,50.0,-8.0,3.57,27,0.00,0.00,0.00
42,-42.0,35.0,13.0,3.56,81,0.00,0.00,0.00
43,-3.0,-25.0,10.0,3.54,54,0.00,0.00,0.00
44,0.0,-19.0,10.0,3.54,54,0.00,0.00,0.00
