Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,45.0,-73.0,-8.0,10.21,39474,0.75,0.82,0.84
1a,48.0,-58.0,-14.0,9.63,,,,
1b,45.0,-40.0,-17.0,7.61,,,,
1c,42.0,-58.0,13.0,6.75,,,,
2,-45.0,-70.0,-2.0,10.19,34452,0.76,0.80,0.83
2a,-42.0,-46.0,-14.0,8.64,,,,
2b,-45.0,-67.0,-14.0,8.41,,,,
2c,-48.0,-40.0,7.0,3.46,,,,
3,-27.0,-46.0,-8.0,9.43,16497,0.63,0.70,0.73
3a,-15.0,-91.0,-8.0,8.13,,,,
3b,-15.0,-103.0,7.0,5.01,,,,
4,27.0,-43.0,-11.0,8.84,19737,0.66,0.74,0.76
4a,18.0,-88.0,-5.0,8.20,,,,
4b,24.0,-97.0,13.0,5.50,,,,
4c,18.0,-10.0,-20.0,3.89,,,,
5,-6.0,-76.0,7.0,7.52,37071,0.63,0.78,0.81
5a,15.0,-73.0,7.0,6.67,,,,
5b,3.0,-73.0,7.0,6.38,,,,
5c,15.0,-70.0,16.0,6.30,,,,
6,21.0,-55.0,16.0,6.63,1944,0.53,0.58,0.24
7,39.0,-79.0,22.0,6.48,3078,0.37,0.41,0.26
8,3.0,41.0,-20.0,6.38,18792,0.51,0.63,0.69
8a,9.0,47.0,-8.0,6.03,,,,
8b,-6.0,38.0,-8.0,5.98,,,,
8c,-21.0,23.0,-17.0,5.50,,,,
9,-15.0,-55.0,16.0,6.08,1296,0.42,0.50,0.00
10,-42.0,2.0,28.0,6.01,7452,0.31,0.42,0.41
11,6.0,26.0,43.0,5.86,14472,0.34,0.48,0.55
11a,6.0,8.0,55.0,5.31,,,,
11b,-6.0,17.0,49.0,4.67,,,,
11c,-6.0,23.0,34.0,4.62,,,,
12,-33.0,-88.0,22.0,5.49,3132,0.31,0.41,0.25
12a,-45.0,-79.0,34.0,3.60,,,,
13,-42.0,14.0,1.0,5.45,7938,0.41,0.51,0.51
13a,-33.0,17.0,7.0,5.41,,,,
14,45.0,17.0,1.0,5.36,9936,0.19,0.33,0.40
14a,45.0,14.0,19.0,5.00,,,,
14b,45.0,2.0,43.0,3.92,,,,
14c,33.0,-4.0,46.0,3.34,,,,
15,33.0,-52.0,46.0,5.35,15768,0.34,0.54,0.61
15a,30.0,-70.0,34.0,4.79,,,,
15b,42.0,-40.0,46.0,4.74,,,,
15c,60.0,-22.0,40.0,4.64,,,,
16,-42.0,-43.0,43.0,5.33,14715,0.39,0.54,0.60
16a,-33.0,-49.0,46.0,5.24,,,,
16b,-45.0,-31.0,37.0,4.57,,,,
16c,-54.0,-28.0,40.0,4.41,,,,
17,15.0,-76.0,-50.0,5.06,2970,0.11,0.19,0.04
17a,0.0,-67.0,-38.0,3.89,,,,
18,0.0,-28.0,28.0,4.82,2835,0.11,0.21,0.05
18a,3.0,-16.0,28.0,3.98,,,,
19,45.0,44.0,13.0,4.59,2160,0.01,0.12,0.00
20,39.0,-7.0,-38.0,3.95,378,0.00,0.00,0.00
21,-33.0,-7.0,-35.0,3.89,162,0.00,0.00,0.00
22,3.0,14.0,22.0,3.82,297,0.00,0.00,0.00
23,-39.0,38.0,19.0,3.78,810,0.00,0.00,0.00
24,-24.0,-13.0,-20.0,3.75,81,0.00,0.00,0.00
25,-27.0,-67.0,-29.0,3.65,432,0.00,0.00,0.00
26,33.0,-49.0,-50.0,3.60,378,0.00,0.00,0.00
27,30.0,32.0,-14.0,3.58,243,0.00,0.00,0.00
28,-3.0,-25.0,10.0,3.54,486,0.00,0.00,0.00
29,-21.0,-76.0,-50.0,3.49,243,0.00,0.00,0.00
30,-3.0,-43.0,-38.0,3.45,54,0.00,0.00,0.00
31,-6.0,2.0,-23.0,3.38,108,0.00,0.00,0.00
32,21.0,-1.0,-17.0,3.38,81,0.00,0.00,0.00
33,-9.0,20.0,7.0,3.35,54,0.00,0.00,0.00
34,-12.0,-22.0,13.0,3.35,81,0.00,0.00,0.00
