Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-15.0,-91.0,-2.0,6.96,64341.0,2383.0,1.0,1.0,0.99,1.0
1a,33.0,-79.0,7.0,6.86,,,,,,
1b,33.0,-46.0,-14.0,6.83,,,,,,
1c,36.0,-55.0,-14.0,6.78,,,,,,
2,48.0,14.0,28.0,5.6,513.0,19.0,1.0,1.0,0.0,0.95
3,69.0,-31.0,-14.0,5.51,1107.0,41.0,1.0,1.0,0.34,0.98
3a,57.0,-22.0,-20.0,5.39,,,,,,
3b,69.0,-31.0,-2.0,5.14,,,,,,
4,6.0,-22.0,25.0,5.42,351.0,13.0,1.0,1.0,0.0,0.92
5,33.0,14.0,-35.0,5.39,54.0,2.0,1.0,1.0,0.0,0.5
6,57.0,-34.0,34.0,5.33,243.0,9.0,1.0,1.0,0.0,0.89
7,60.0,-40.0,40.0,5.23,81.0,3.0,1.0,1.0,0.0,0.67
8,-63.0,-34.0,16.0,5.19,135.0,5.0,1.0,1.0,0.0,0.8
9,-6.0,20.0,46.0,5.14,27.0,1.0,1.0,1.0,0.0,0.0
10,54.0,29.0,22.0,5.14,189.0,7.0,1.0,1.0,0.0,0.86
11,-18.0,-34.0,-5.0,5.11,27.0,1.0,1.0,1.0,0.0,0.0
12,-51.0,-43.0,22.0,5.02,27.0,1.0,1.0,1.0,0.0,0.0
13,-36.0,29.0,-14.0,5.0,27.0,1.0,1.0,1.0,0.0,0.0
14,-54.0,26.0,28.0,5.0,27.0,1.0,1.0,1.0,0.0,0.0
