Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-15.0,-91.0,-2.0,6.96,88398.0,3274.0,1.0,1.0,0.99,1.0
1a,33.0,-79.0,7.0,6.86,,,,,,
1b,33.0,-46.0,-14.0,6.83,,,,,,
1c,36.0,-55.0,-14.0,6.78,,,,,,
2,48.0,14.0,28.0,5.6,1701.0,63.0,0.97,0.98,0.57,0.98
3,69.0,-31.0,-14.0,5.51,3078.0,114.0,0.98,0.99,0.76,0.99
3a,57.0,-22.0,-20.0,5.39,,,,,,
3b,69.0,-31.0,-2.0,5.14,,,,,,
4,6.0,-22.0,25.0,5.42,972.0,36.0,0.94,0.97,0.25,0.97
5,33.0,14.0,-35.0,5.39,405.0,15.0,0.93,1.0,0.0,0.93
6,57.0,-34.0,34.0,5.33,1647.0,61.0,0.97,0.98,0.56,0.98
6a,60.0,-40.0,40.0,5.23,,,,,,
7,-63.0,-34.0,16.0,5.19,1323.0,49.0,0.96,0.98,0.45,0.98
7a,-51.0,-43.0,22.0,5.02,,,,,,
8,-6.0,20.0,46.0,5.14,1080.0,40.0,0.95,0.97,0.33,0.97
8a,6.0,11.0,55.0,4.9,,,,,,
9,54.0,29.0,22.0,5.14,1404.0,52.0,0.96,0.98,0.48,0.98
10,-18.0,-34.0,-5.0,5.11,216.0,8.0,0.75,0.88,0.0,0.88
11,-36.0,29.0,-14.0,5.0,567.0,21.0,0.9,0.95,0.0,0.95
11a,-45.0,29.0,-11.0,4.76,,,,,,
12,-54.0,26.0,28.0,5.0,27.0,1.0,1.0,1.0,0.0,0.0
13,69.0,-13.0,10.0,4.9,486.0,18.0,0.89,0.94,0.0,0.94
13a,69.0,-19.0,1.0,4.84,,,,,,
14,21.0,-40.0,61.0,4.87,162.0,6.0,0.67,0.83,0.0,0.83
15,-51.0,-55.0,43.0,4.84,162.0,6.0,0.67,0.83,0.0,0.83
16,57.0,-55.0,40.0,4.77,135.0,5.0,0.6,0.8,0.0,0.8
17,66.0,-22.0,22.0,4.76,513.0,19.0,0.89,0.95,0.0,0.95
18,-57.0,-64.0,28.0,4.7,189.0,7.0,0.86,1.0,0.0,0.86
19,63.0,-40.0,4.0,4.69,27.0,1.0,0.0,1.0,0.0,0.0
20,0.0,14.0,1.0,4.69,27.0,1.0,0.0,1.0,0.0,0.0
21,-21.0,-76.0,28.0,4.67,27.0,1.0,0.0,1.0,0.0,0.0
22,63.0,-46.0,-20.0,4.59,27.0,1.0,0.0,1.0,0.0,0.0
23,-60.0,-19.0,10.0,4.59,27.0,1.0,0.0,1.0,0.0,0.0
24,-66.0,-37.0,-17.0,4.55,54.0,2.0,0.0,0.5,0.0,0.5
25,6.0,8.0,61.0,4.54,54.0,2.0,0.0,0.5,0.0,0.5
26,60.0,-40.0,49.0,4.5,27.0,1.0,0.0,0.0,0.0,0.0
27,18.0,-103.0,7.0,4.5,27.0,1.0,0.0,0.0,0.0,0.0
