Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
25,3.0,-73.0,37.0,4.23,2646.0,98.0,0.0,0.31,0.29,0.37
25a,-6.0,-64.0,31.0,4.03,,,,,,
25b,12.0,-67.0,28.0,3.87,,,,,,
26,0.0,-25.0,10.0,4.2,270.0,10.0,0.0,0.0,0.0,0.0
27,21.0,-52.0,-29.0,4.18,513.0,19.0,0.0,0.0,0.0,0.0
27a,15.0,-52.0,-23.0,4.1,,,,,,
28,39.0,-16.0,-2.0,4.15,1269.0,47.0,0.0,0.0,0.0,0.0
28a,42.0,-1.0,-5.0,4.14,,,,,,
29,45.0,-4.0,10.0,4.1,405.0,15.0,0.0,0.0,0.0,0.0
30,-6.0,32.0,-2.0,4.04,378.0,14.0,0.0,0.0,0.0,0.0
31,-30.0,-10.0,-32.0,3.97,864.0,32.0,0.0,0.0,0.0,0.0
32,21.0,-25.0,22.0,3.97,108.0,4.0,0.0,0.0,0.0,0.0
33,-3.0,62.0,-20.0,3.93,189.0,7.0,0.0,0.0,0.0,0.0
34,3.0,-28.0,16.0,3.9,54.0,2.0,0.0,0.0,0.0,0.0
35,30.0,-55.0,49.0,3.9,378.0,14.0,0.0,0.0,0.0,0.0
36,-54.0,29.0,22.0,3.86,27.0,1.0,0.0,0.0,0.0,0.0
37,15.0,-49.0,31.0,3.85,189.0,7.0,0.0,0.0,0.0,0.0
38,51.0,-70.0,-29.0,3.85,135.0,5.0,0.0,0.0,0.0,0.0
39,-6.0,-13.0,-23.0,3.85,81.0,3.0,0.0,0.0,0.0,0.0
40,12.0,23.0,-17.0,3.84,54.0,2.0,0.0,0.0,0.0,0.0
41,-42.0,8.0,-41.0,3.81,297.0,11.0,0.0,0.0,0.0,0.0
42,-24.0,-16.0,-14.0,3.81,81.0,3.0,0.0,0.0,0.0,0.0
43,6.0,44.0,-2.0,3.81,297.0,11.0,0.0,0.0,0.0,0.0
44,-36.0,2.0,10.0,3.8,81.0,3.0,0.0,0.0,0.0,0.0
45,3.0,-61.0,-11.0,3.79,135.0,5.0,0.0,0.0,0.0,0.0
46,24.0,-28.0,-8.0,3.78,135.0,5.0,0.0,0.0,0.0,0.0
47,18.0,-31.0,-5.0,3.77,54.0,2.0,0.0,0.0,0.0,0.0
48,39.0,11.0,61.0,3.76,27.0,1.0,0.0,0.0,0.0,0.0
49,21.0,47.0,46.0,3.73,54.0,2.0,0.0,0.0,0.0,0.0
50,-45.0,-43.0,55.0,3.7,108.0,4.0,0.0,0.0,0.0,0.0
51,18.0,-28.0,-29.0,3.69,108.0,4.0,0.0,0.0,0.0,0.0
52,12.0,-52.0,-20.0,3.67,27.0,1.0,0.0,0.0,0.0,0.0
53,-54.0,32.0,19.0,3.66,27.0,1.0,0.0,0.0,0.0,0.0
54,-30.0,-37.0,70.0,3.64,27.0,1.0,0.0,0.0,0.0,0.0
55,-12.0,29.0,61.0,3.63,27.0,1.0,0.0,0.0,0.0,0.0
56,-12.0,41.0,49.0,3.62,108.0,4.0,0.0,0.0,0.0,0.0
57,-6.0,-70.0,22.0,3.62,54.0,2.0,0.0,0.0,0.0,0.0
58,9.0,-31.0,-8.0,3.58,54.0,2.0,0.0,0.0,0.0,0.0
59,0.0,-49.0,70.0,3.57,54.0,2.0,0.0,0.0,0.0,0.0
60,-21.0,-61.0,46.0,3.57,27.0,1.0,0.0,0.0,0.0,0.0
61,33.0,-40.0,4.0,3.57,27.0,1.0,0.0,0.0,0.0,0.0
62,57.0,-1.0,19.0,3.57,27.0,1.0,0.0,0.0,0.0,0.0
63,-24.0,50.0,-5.0,3.56,27.0,1.0,0.0,0.0,0.0,0.0
64,-3.0,-31.0,4.0,3.56,27.0,1.0,0.0,0.0,0.0,0.0
65,3.0,62.0,-20.0,3.55,27.0,1.0,0.0,0.0,0.0,0.0
66,6.0,32.0,1.0,3.55,54.0,2.0,0.0,0.0,0.0,0.0
67,-21.0,-64.0,49.0,3.55,27.0,1.0,0.0,0.0,0.0,0.0
68,54.0,-4.0,22.0,3.55,27.0,1.0,0.0,0.0,0.0,0.0
69,-21.0,-31.0,55.0,3.54,27.0,1.0,0.0,0.0,0.0,0.0
70,33.0,5.0,49.0,3.54,81.0,3.0,0.0,0.0,0.0,0.0
71,3.0,59.0,22.0,3.54,27.0,1.0,0.0,0.0,0.0,0.0
72,-6.0,-28.0,-8.0,3.53,54.0,2.0,0.0,0.0,0.0,0.0
73,-60.0,-4.0,1.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
74,36.0,5.0,46.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
75,-42.0,-16.0,22.0,3.51,27.0,1.0,0.0,0.0,0.0,0.0
76,33.0,-10.0,-29.0,3.5,27.0,1.0,0.0,0.0,0.0,0.0
