Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-15.0,-91.0,-2.0,6.96,130788.0,4844.0,0.96,0.98,0.98,0.99
1a,33.0,-79.0,7.0,6.86,,,,,,
1b,33.0,-46.0,-14.0,6.83,,,,,,
1c,36.0,-55.0,-14.0,6.78,,,,,,
2,48.0,14.0,28.0,5.6,12528.0,464.0,0.66,0.84,0.84,0.86
2a,54.0,29.0,22.0,5.14,,,,,,
2b,33.0,35.0,-20.0,4.36,,,,,,
2c,39.0,26.0,-17.0,4.29,,,,,,
3,69.0,-31.0,-14.0,5.51,29754.0,1102.0,0.84,0.93,0.93,0.94
3a,57.0,-22.0,-20.0,5.39,,,,,,
3b,57.0,-34.0,34.0,5.33,,,,,,
3c,60.0,-40.0,40.0,5.23,,,,,,
4,6.0,-22.0,25.0,5.42,4131.0,153.0,0.37,0.55,0.54,0.59
5,33.0,14.0,-35.0,5.39,3861.0,143.0,0.32,0.53,0.5,0.57
5a,48.0,17.0,-35.0,4.31,,,,,,
5b,36.0,17.0,-44.0,4.29,,,,,,
6,-63.0,-34.0,16.0,5.19,12150.0,450.0,0.61,0.83,0.84,0.85
6a,-51.0,-43.0,22.0,5.02,,,,,,
6b,-51.0,-55.0,43.0,4.84,,,,,,
6c,-57.0,-64.0,28.0,4.7,,,,,,
7,-6.0,20.0,46.0,5.14,4806.0,178.0,0.44,0.63,0.62,0.66
7a,6.0,11.0,55.0,4.9,,,,,,
8,-36.0,29.0,-14.0,5.0,5805.0,215.0,0.29,0.64,0.66,0.68
8a,-45.0,29.0,-11.0,4.76,,,,,,
8b,-33.0,38.0,-20.0,4.15,,,,,,
8c,-33.0,26.0,-2.0,4.1,,,,,,
9,-54.0,26.0,28.0,5.0,297.0,11.0,0.09,0.09,0.0,0.0
10,21.0,-40.0,61.0,4.87,729.0,27.0,0.15,0.22,0.0,0.19
11,0.0,14.0,1.0,4.69,324.0,12.0,0.0,0.08,0.0,0.0
12,-66.0,-37.0,-17.0,4.55,1701.0,63.0,0.03,0.22,0.03,0.3
12a,-57.0,-28.0,-17.0,4.11,,,,,,
13,18.0,-37.0,13.0,4.48,135.0,5.0,0.0,0.0,0.0,0.0
14,6.0,-88.0,-29.0,4.48,567.0,21.0,0.0,0.05,0.0,0.0
15,45.0,8.0,55.0,4.38,783.0,29.0,0.0,0.0,0.0,0.0
16,21.0,-4.0,-20.0,4.38,1485.0,55.0,0.0,0.07,0.0,0.13
16a,30.0,-1.0,-23.0,4.21,,,,,,
17,-18.0,-22.0,28.0,4.36,378.0,14.0,0.0,0.0,0.0,0.0
18,-21.0,-43.0,61.0,4.34,1566.0,58.0,0.0,0.19,0.0,0.24
19,-12.0,59.0,34.0,4.3,945.0,35.0,0.0,0.06,0.0,0.09
19a,-9.0,62.0,22.0,4.05,,,,,,
20,45.0,-13.0,22.0,4.3,297.0,11.0,0.0,0.0,0.0,0.0
21,0.0,-16.0,-29.0,4.29,270.0,10.0,0.0,0.0,0.0,0.0
22,-45.0,-19.0,-2.0,4.27,1485.0,55.0,0.0,0.0,0.0,0.02
23,30.0,-7.0,-47.0,4.25,1404.0,52.0,0.0,0.0,0.0,0.04
23a,36.0,-13.0,-32.0,3.88,,,,,,
24,-3.0,2.0,-20.0,4.25,351.0,13.0,0.0,0.0,0.0,0.0
