Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-39.0,-22.0,52.0,10.66,15633,0.96,0.98,0.94
2,-3.0,-22.0,70.0,10.42,25812,0.97,0.99,0.97
2a,-3.0,-34.0,70.0,10.25,,,,
2b,-9.0,-40.0,70.0,10.08,,,,
2c,18.0,-46.0,70.0,6.75,,,,
3,21.0,-31.0,-26.0,9.38,4347,0.92,0.95,0.81
4,21.0,-52.0,-20.0,9.38,4968,0.85,0.93,0.83
4a,6.0,-61.0,-20.0,4.83,,,,
4b,6.0,-67.0,-11.0,4.42,,,,
5,12.0,-64.0,-47.0,5.79,1080,0.62,0.72,0.20
5a,21.0,-58.0,-50.0,5.74,,,,
6,-33.0,-4.0,7.0,5.65,162,0.50,0.67,0.00
7,-33.0,-25.0,16.0,5.50,162,0.33,0.33,0.00
8,48.0,-28.0,25.0,5.01,729,0.37,0.59,0.00
9,-24.0,-34.0,-29.0,4.79,459,0.24,0.41,0.00
9a,-18.0,-34.0,-23.0,4.78,,,,
10,-9.0,-4.0,40.0,4.78,243,0.11,0.22,0.00
11,3.0,-46.0,-8.0,4.53,54,0.00,0.00,0.00
12,3.0,-40.0,-11.0,4.41,27,0.00,0.00,0.00
13,-48.0,-31.0,19.0,4.37,108,0.00,0.00,0.00
14,66.0,-1.0,7.0,4.37,216,0.00,0.00,0.00
15,6.0,-67.0,-35.0,4.27,54,0.00,0.00,0.00
16,63.0,11.0,25.0,4.25,297,0.00,0.00,0.00
16a,63.0,-1.0,31.0,4.17,,,,
17,6.0,-4.0,43.0,4.11,81,0.00,0.00,0.00
18,69.0,-19.0,28.0,4.04,27,0.00,0.00,0.00
