Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,39.0,-82.0,19.0,9.73,127494,0.99,1.00,0.99
1a,-45.0,-67.0,-2.0,9.67,,,,
1b,-39.0,-85.0,10.0,8.93,,,,
1c,-9.0,-73.0,16.0,8.48,,,,
2,-15.0,-94.0,-8.0,6.45,1377,0.76,0.82,0.43
3,21.0,-91.0,-8.0,6.15,1026,0.55,0.71,0.18
4,-3.0,41.0,-17.0,5.32,2376,0.73,0.85,0.66
4a,-3.0,44.0,-26.0,4.78,,,,
4b,-6.0,53.0,-11.0,4.62,,,,
5,33.0,29.0,-17.0,4.85,432,0.19,0.31,0.00
6,-27.0,26.0,55.0,4.69,270,0.00,0.10,0.00
7,15.0,-46.0,-50.0,4.62,108,0.00,0.00,0.00
8,12.0,-7.0,25.0,4.32,81,0.00,0.00,0.00
9,0.0,5.0,-11.0,4.25,81,0.00,0.00,0.00
10,-24.0,5.0,-47.0,4.15,27,0.00,0.00,0.00
11,21.0,32.0,-14.0,4.13,27,0.00,0.00,0.00
12,-51.0,-67.0,37.0,4.12,54,0.00,0.00,0.00
13,18.0,-7.0,-17.0,4.09,54,0.00,0.00,0.00
14,-33.0,11.0,-29.0,4.01,54,0.00,0.00,0.00
