Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,9.0,-67.0,31.0,4.82,8856.0,328.0,0.09,0.25,0.34,0.28
1a,6.0,-64.0,22.0,4.48,,,,,,
1b,6.0,-55.0,22.0,4.29,,,,,,
1c,-6.0,-55.0,22.0,4.2,,,,,,
2,-45.0,14.0,25.0,4.48,3807.0,141.0,0.0,0.02,0.0,0.04
2a,-54.0,17.0,34.0,3.28,,,,,,
3,-6.0,62.0,7.0,4.42,7722.0,286.0,0.0,0.0,0.11,0.0
3a,-9.0,53.0,7.0,4.18,,,,,,
3b,3.0,59.0,7.0,3.99,,,,,,
3c,-3.0,53.0,37.0,3.77,,,,,,
4,57.0,2.0,-32.0,4.38,1350.0,50.0,0.0,0.0,0.0,0.0
4a,45.0,2.0,-26.0,3.83,,,,,,
4b,57.0,-7.0,-32.0,3.79,,,,,,
5,33.0,-85.0,-32.0,4.15,945.0,35.0,0.0,0.0,0.0,0.0
6,-48.0,44.0,4.0,4.08,999.0,37.0,0.0,0.0,0.0,0.0
7,-42.0,-13.0,1.0,4.05,756.0,28.0,0.0,0.0,0.0,0.0
7a,-45.0,-7.0,7.0,3.95,,,,,,
8,21.0,2.0,-20.0,3.97,594.0,22.0,0.0,0.0,0.0,0.0
9,21.0,56.0,34.0,3.82,756.0,28.0,0.0,0.0,0.0,0.0
10,-30.0,-88.0,-38.0,3.74,567.0,21.0,0.0,0.0,0.0,0.0
11,-18.0,35.0,34.0,3.72,432.0,16.0,0.0,0.0,0.0,0.0
11a,-21.0,44.0,37.0,3.44,,,,,,
12,42.0,-70.0,49.0,3.67,135.0,5.0,0.0,0.0,0.0,0.0
13,-15.0,-40.0,4.0,3.61,216.0,8.0,0.0,0.0,0.0,0.0
14,-57.0,-49.0,-17.0,3.6,243.0,9.0,0.0,0.0,0.0,0.0
15,-39.0,38.0,-11.0,3.51,108.0,4.0,0.0,0.0,0.0,0.0
16,0.0,-19.0,40.0,3.48,783.0,29.0,0.0,0.0,0.0,0.0
16a,0.0,-22.0,31.0,3.41,,,,,,
17,48.0,-10.0,-20.0,3.45,54.0,2.0,0.0,0.0,0.0,0.0
18,33.0,-73.0,52.0,3.42,27.0,1.0,0.0,0.0,0.0,0.0
19,24.0,-13.0,52.0,3.42,27.0,1.0,0.0,0.0,0.0,0.0
20,48.0,-19.0,-14.0,3.41,27.0,1.0,0.0,0.0,0.0,0.0
21,60.0,-40.0,13.0,3.35,324.0,12.0,0.0,0.0,0.0,0.0
22,36.0,5.0,1.0,3.32,216.0,8.0,0.0,0.0,0.0,0.0
22a,33.0,5.0,10.0,3.19,,,,,,
23,12.0,-85.0,28.0,3.32,54.0,2.0,0.0,0.0,0.0,0.0
24,-36.0,-67.0,1.0,3.3,216.0,8.0,0.0,0.0,0.0,0.0
25,-33.0,-40.0,-5.0,3.29,135.0,5.0,0.0,0.0,0.0,0.0
26,-18.0,20.0,4.0,3.28,54.0,2.0,0.0,0.0,0.0,0.0
27,-18.0,-91.0,-41.0,3.26,54.0,2.0,0.0,0.0,0.0,0.0
28,-33.0,-19.0,13.0,3.23,135.0,5.0,0.0,0.0,0.0,0.0
29,18.0,-61.0,67.0,3.21,27.0,1.0,0.0,0.0,0.0,0.0
30,-48.0,-70.0,-35.0,3.21,54.0,2.0,0.0,0.0,0.0,0.0
31,-42.0,8.0,-35.0,3.19,27.0,1.0,0.0,0.0,0.0,0.0
32,48.0,-16.0,-17.0,3.18,27.0,1.0,0.0,0.0,0.0,0.0
33,24.0,-19.0,-14.0,3.16,54.0,2.0,0.0,0.0,0.0,0.0
34,63.0,-4.0,-20.0,3.16,54.0,2.0,0.0,0.0,0.0,0.0
35,21.0,-10.0,-11.0,3.16,27.0,1.0,0.0,0.0,0.0,0.0
36,12.0,2.0,-35.0,3.13,27.0,1.0,0.0,0.0,0.0,0.0
37,36.0,-73.0,49.0,3.13,27.0,1.0,0.0,0.0,0.0,0.0
38,-45.0,8.0,52.0,3.13,54.0,2.0,0.0,0.0,0.0,0.0
39,51.0,-13.0,-20.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
40,0.0,-46.0,52.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
41,3.0,53.0,-11.0,3.1,27.0,1.0,0.0,0.0,0.0,0.0
42,60.0,2.0,4.0,3.1,81.0,3.0,0.0,0.0,0.0,0.0
43,-21.0,-37.0,-8.0,3.1,81.0,3.0,0.0,0.0,0.0,0.0
44,-3.0,-25.0,34.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
45,3.0,-97.0,22.0,3.06,27.0,1.0,0.0,0.0,0.0,0.0
46,-18.0,14.0,13.0,3.06,27.0,1.0,0.0,0.0,0.0,0.0
47,6.0,50.0,-11.0,3.05,27.0,1.0,0.0,0.0,0.0,0.0
48,15.0,65.0,25.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
49,-51.0,-76.0,10.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
50,9.0,-19.0,76.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
51,-42.0,-73.0,-38.0,3.02,54.0,2.0,0.0,0.0,0.0,0.0
52,51.0,-19.0,-17.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
53,36.0,2.0,13.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0
