Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-33.0,-94.0,-17.0,5.63,3213,0.38,0.55,0.48
1a,-45.0,-79.0,-26.0,4.56,,,,
2,66.0,2.0,16.0,5.47,7425,0.38,0.77,0.77
2a,69.0,-22.0,10.0,4.67,,,,
2b,69.0,-10.0,13.0,4.59,,,,
2c,69.0,-28.0,13.0,4.43,,,,
3,-12.0,-82.0,-8.0,5.40,8397,0.46,0.79,0.80
3a,30.0,-73.0,-8.0,4.96,,,,
3b,-24.0,-61.0,-11.0,4.91,,,,
3c,30.0,-46.0,-11.0,4.64,,,,
4,-6.0,11.0,52.0,5.30,3321,0.23,0.50,0.49
4a,6.0,8.0,55.0,4.19,,,,
5,45.0,14.0,25.0,5.27,2835,0.38,0.52,0.46
6,12.0,-43.0,-26.0,5.08,1107,0.15,0.20,0.00
7,39.0,-73.0,4.0,5.00,2862,0.08,0.43,0.42
7a,39.0,-64.0,16.0,4.44,,,,
7b,30.0,-82.0,10.0,4.42,,,,
8,-63.0,-34.0,16.0,4.95,9585,0.46,0.82,0.82
8a,-63.0,-10.0,13.0,4.90,,,,
8b,-57.0,-19.0,7.0,4.68,,,,
8c,-60.0,-49.0,25.0,4.59,,,,
9,-27.0,-19.0,4.0,4.85,837,0.06,0.06,0.00
10,36.0,-94.0,-8.0,4.75,2160,0.25,0.42,0.30
11,12.0,-46.0,1.0,4.54,783,0.00,0.00,0.00
12,15.0,56.0,19.0,4.52,297,0.00,0.00,0.00
13,3.0,-25.0,52.0,4.51,324,0.00,0.00,0.00
14,0.0,-64.0,-14.0,4.43,1755,0.00,0.25,0.14
14a,3.0,-55.0,-11.0,4.26,,,,
14b,0.0,-67.0,-26.0,4.02,,,,
15,54.0,-22.0,58.0,4.40,648,0.00,0.00,0.00
16,-45.0,-67.0,34.0,4.32,1890,0.00,0.21,0.13
17,30.0,-1.0,-5.0,4.26,351,0.00,0.00,0.00
17a,30.0,-10.0,-5.0,3.84,,,,
18,3.0,-16.0,-32.0,4.23,1404,0.00,0.00,0.00
18a,3.0,-28.0,-47.0,4.11,,,,
18b,-15.0,-28.0,-38.0,4.10,,,,
18c,-3.0,-25.0,-38.0,4.01,,,,
19,-51.0,-37.0,55.0,4.21,459,0.00,0.00,0.00
20,-51.0,-16.0,31.0,4.20,1404,0.00,0.00,0.00
20a,-60.0,-13.0,40.0,4.01,,,,
21,-39.0,26.0,19.0,4.18,459,0.00,0.00,0.00
22,-48.0,-61.0,-26.0,4.13,783,0.00,0.00,0.00
22a,-51.0,-64.0,-35.0,4.08,,,,
23,15.0,-61.0,-23.0,4.10,405,0.00,0.00,0.00
24,9.0,-37.0,-38.0,4.09,189,0.00,0.00,0.00
25,-21.0,62.0,16.0,4.06,594,0.00,0.00,0.00
26,42.0,-13.0,22.0,4.03,378,0.00,0.00,0.00
27,48.0,-70.0,-32.0,3.96,513,0.00,0.00,0.00
27a,45.0,-70.0,-23.0,3.92,,,,
28,-36.0,2.0,13.0,3.94,108,0.00,0.00,0.00
29,12.0,56.0,4.0,3.92,270,0.00,0.00,0.00
30,-27.0,-55.0,46.0,3.85,270,0.00,0.00,0.00
31,15.0,-31.0,-35.0,3.77,54,0.00,0.00,0.00
32,-33.0,20.0,4.0,3.77,81,0.00,0.00,0.00
33,33.0,-82.0,-29.0,3.77,81,0.00,0.00,0.00
34,12.0,41.0,-8.0,3.76,27,0.00,0.00,0.00
35,27.0,32.0,49.0,3.75,27,0.00,0.00,0.00
36,27.0,-55.0,46.0,3.75,162,0.00,0.00,0.00
37,24.0,-43.0,67.0,3.75,27,0.00,0.00,0.00
38,3.0,47.0,16.0,3.72,108,0.00,0.00,0.00
39,-3.0,-58.0,28.0,3.70,54,0.00,0.00,0.00
40,-30.0,-4.0,52.0,3.69,108,0.00,0.00,0.00
41,42.0,5.0,46.0,3.68,81,0.00,0.00,0.00
42,57.0,-55.0,31.0,3.67,270,0.00,0.00,0.00
43,12.0,44.0,-5.0,3.66,27,0.00,0.00,0.00
44,-24.0,-76.0,31.0,3.66,81,0.00,0.00,0.00
45,48.0,20.0,-32.0,3.66,54,0.00,0.00,0.00
46,-3.0,-46.0,28.0,3.65,54,0.00,0.00,0.00
47,-6.0,-31.0,-47.0,3.64,81,0.00,0.00,0.00
48,57.0,-7.0,28.0,3.64,54,0.00,0.00,0.00
49,9.0,-28.0,-29.0,3.63,81,0.00,0.00,0.00
50,27.0,-67.0,34.0,3.63,54,0.00,0.00,0.00
51,18.0,20.0,-8.0,3.60,27,0.00,0.00,0.00
52,-45.0,-13.0,13.0,3.59,27,0.00,0.00,0.00
53,-18.0,-40.0,-29.0,3.57,27,0.00,0.00,0.00
54,-33.0,-43.0,64.0,3.57,54,0.00,0.00,0.00
55,-33.0,-13.0,13.0,3.55,27,0.00,0.00,0.00
56,-27.0,-7.0,52.0,3.55,27,0.00,0.00,0.00
57,-36.0,23.0,-5.0,3.52,54,0.00,0.00,0.00
58,21.0,-46.0,4.0,3.51,27,0.00,0.00,0.00
