Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,21.0,-94.0,4.0,6.7,8748.0,324.0,0.99,1.0,0.92,1.0
1a,27.0,-88.0,-5.0,6.54,,,,,,
2,-51.0,-37.0,4.0,6.67,1215.0,45.0,0.96,0.98,0.4,0.98
3,-24.0,-88.0,-11.0,6.48,10368.0,384.0,0.99,1.0,0.93,1.0
3a,-21.0,-91.0,4.0,6.34,,,,,,
3b,-12.0,-88.0,-8.0,6.25,,,,,,
4,-60.0,-31.0,25.0,6.13,4401.0,163.0,0.99,0.99,0.83,0.99
4a,-57.0,-37.0,34.0,5.85,,,,,,
4b,-60.0,-52.0,37.0,4.67,,,,,,
4c,-54.0,-25.0,37.0,4.67,,,,,,
5,3.0,-67.0,61.0,5.85,3969.0,147.0,0.99,0.99,0.82,0.99
5a,-3.0,-55.0,67.0,5.52,,,,,,
5b,0.0,-76.0,46.0,5.18,,,,,,
6,63.0,-34.0,28.0,5.53,2943.0,109.0,0.98,0.99,0.75,0.99
6a,60.0,-22.0,19.0,5.28,,,,,,
6b,60.0,-22.0,37.0,4.75,,,,,,
6c,51.0,-22.0,40.0,4.65,,,,,,
7,-54.0,-4.0,49.0,5.48,594.0,22.0,0.91,1.0,0.0,0.95
8,51.0,-64.0,40.0,5.46,6075.0,225.0,0.99,1.0,0.88,1.0
8a,51.0,-55.0,46.0,5.3,,,,,,
8b,39.0,-67.0,49.0,5.25,,,,,,
8c,51.0,-40.0,58.0,4.8,,,,,,
9,54.0,11.0,7.0,5.44,567.0,21.0,0.9,0.95,0.0,0.95
10,-33.0,-58.0,40.0,5.38,3456.0,128.0,0.98,0.99,0.79,0.99
10a,-48.0,-61.0,37.0,4.79,,,,,,
11,6.0,-91.0,37.0,5.32,783.0,29.0,0.93,0.97,0.07,0.97
11a,3.0,-94.0,19.0,5.27,,,,,,
11b,3.0,-94.0,28.0,5.21,,,,,,
12,51.0,-28.0,4.0,5.25,297.0,11.0,0.82,1.0,0.0,0.91
13,-18.0,-49.0,64.0,5.23,1161.0,43.0,0.95,1.0,0.37,0.98
13a,-33.0,-43.0,61.0,4.75,,,,,,
14,54.0,-7.0,-11.0,5.1,540.0,20.0,0.9,1.0,0.0,0.95
15,-54.0,-70.0,1.0,5.08,243.0,9.0,0.78,1.0,0.0,0.89
16,-54.0,-52.0,-20.0,5.04,459.0,17.0,0.88,0.94,0.0,0.94
17,-3.0,-31.0,28.0,5.01,351.0,13.0,0.85,0.92,0.0,0.92
18,0.0,-46.0,73.0,4.8,162.0,6.0,0.67,1.0,0.0,0.83
19,-60.0,-40.0,-14.0,4.77,162.0,6.0,0.67,0.83,0.0,0.83
20,66.0,-37.0,-14.0,4.7,135.0,5.0,0.6,1.0,0.0,0.8
21,-15.0,-22.0,28.0,4.69,27.0,1.0,0.0,1.0,0.0,0.0
22,-9.0,-67.0,37.0,4.65,81.0,3.0,0.33,0.67,0.0,0.67
23,-54.0,-10.0,52.0,4.65,27.0,1.0,0.0,1.0,0.0,0.0
24,-54.0,-31.0,55.0,4.64,54.0,2.0,0.0,1.0,0.0,0.5
25,-18.0,-31.0,-2.0,4.62,27.0,1.0,0.0,1.0,0.0,0.0
26,63.0,-28.0,43.0,4.6,27.0,1.0,0.0,1.0,0.0,0.0
27,21.0,-28.0,25.0,4.59,27.0,1.0,0.0,1.0,0.0,0.0
28,-45.0,50.0,1.0,4.5,27.0,1.0,0.0,0.0,0.0,0.0
