Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
54,6.0,-49.0,-47.0,3.42,108.0,4.0,0.0,0.0,0.0,0.0
55,51.0,-46.0,-44.0,3.41,54.0,2.0,0.0,0.0,0.0,0.0
56,48.0,-7.0,34.0,3.38,81.0,3.0,0.0,0.0,0.0,0.0
57,48.0,-52.0,-50.0,3.35,81.0,3.0,0.0,0.0,0.0,0.0
58,-51.0,-61.0,-44.0,3.33,54.0,2.0,0.0,0.0,0.0,0.0
59,27.0,-31.0,-8.0,3.32,54.0,2.0,0.0,0.0,0.0,0.0
60,6.0,-31.0,-5.0,3.32,108.0,4.0,0.0,0.0,0.0,0.0
61,39.0,-10.0,-26.0,3.3,27.0,1.0,0.0,0.0,0.0,0.0
62,9.0,-49.0,-35.0,3.29,108.0,4.0,0.0,0.0,0.0,0.0
63,-12.0,-52.0,10.0,3.28,81.0,3.0,0.0,0.0,0.0,0.0
64,54.0,8.0,31.0,3.28,81.0,3.0,0.0,0.0,0.0,0.0
65,-33.0,-34.0,-32.0,3.26,27.0,1.0,0.0,0.0,0.0,0.0
66,-48.0,17.0,40.0,3.26,108.0,4.0,0.0,0.0,0.0,0.0
67,51.0,-64.0,-32.0,3.26,162.0,6.0,0.0,0.0,0.0,0.0
68,6.0,32.0,4.0,3.24,54.0,2.0,0.0,0.0,0.0,0.0
69,3.0,-103.0,4.0,3.22,27.0,1.0,0.0,0.0,0.0,0.0
70,15.0,-52.0,7.0,3.19,81.0,3.0,0.0,0.0,0.0,0.0
71,33.0,29.0,-23.0,3.19,81.0,3.0,0.0,0.0,0.0,0.0
72,-12.0,-49.0,4.0,3.17,81.0,3.0,0.0,0.0,0.0,0.0
73,6.0,35.0,28.0,3.14,27.0,1.0,0.0,0.0,0.0,0.0
74,-3.0,-88.0,40.0,3.14,27.0,1.0,0.0,0.0,0.0,0.0
75,36.0,29.0,-20.0,3.14,27.0,1.0,0.0,0.0,0.0,0.0
76,-45.0,-22.0,-35.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
77,-54.0,32.0,10.0,3.11,81.0,3.0,0.0,0.0,0.0,0.0
78,-9.0,-82.0,-29.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
79,30.0,20.0,-8.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
80,-27.0,50.0,-14.0,3.1,81.0,3.0,0.0,0.0,0.0,0.0
81,-21.0,-70.0,10.0,3.1,27.0,1.0,0.0,0.0,0.0,0.0
82,-63.0,-7.0,22.0,3.09,27.0,1.0,0.0,0.0,0.0,0.0
83,33.0,23.0,-8.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
84,30.0,20.0,-20.0,3.06,27.0,1.0,0.0,0.0,0.0,0.0
85,-18.0,23.0,-20.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
86,-15.0,20.0,-26.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
87,54.0,-25.0,-32.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
88,-6.0,32.0,28.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
89,-51.0,-25.0,-29.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
90,-36.0,53.0,-17.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
91,-48.0,-58.0,-50.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
92,21.0,-31.0,-8.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
