Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-33.0,-88.0,19.0,5.96,9855,0.53,0.68,0.85
1a,-15.0,-100.0,1.0,4.66,,,,
1b,-27.0,-94.0,4.0,4.20,,,,
1c,-24.0,-88.0,-2.0,4.05,,,,
2,42.0,-73.0,-14.0,5.96,26028,0.77,0.86,0.95
2a,42.0,-82.0,10.0,5.55,,,,
2b,39.0,-85.0,-8.0,5.01,,,,
2c,36.0,-49.0,-23.0,4.77,,,,
3,-54.0,-34.0,1.0,4.96,837,0.13,0.16,0.00
4,-27.0,-49.0,-8.0,4.58,4833,0.12,0.30,0.71
4a,-27.0,-67.0,-8.0,4.27,,,,
4b,-33.0,-70.0,-17.0,4.17,,,,
5,21.0,-73.0,46.0,4.07,837,0.00,0.00,0.00
6,-51.0,11.0,22.0,3.81,189,0.00,0.00,0.00
7,0.0,-88.0,13.0,3.73,135,0.00,0.00,0.00
8,36.0,-37.0,52.0,3.67,54,0.00,0.00,0.00
9,36.0,-34.0,40.0,3.67,81,0.00,0.00,0.00
10,-30.0,-82.0,-17.0,3.62,54,0.00,0.00,0.00
11,-15.0,-58.0,10.0,3.58,27,0.00,0.00,0.00
12,-18.0,-58.0,13.0,3.54,27,0.00,0.00,0.00
13,27.0,-61.0,49.0,3.51,27,0.00,0.00,0.00
