Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-39.0,-24.0,57.0,7.68,7938,1.00,1.00,0.91
2,39.0,-21.0,54.0,7.30,12042,1.00,1.00,0.94
2a,51.0,-15.0,54.0,6.70,,,,
3,-18.0,-51.0,-24.0,6.42,1674,1.00,1.00,0.56
4,21.0,-48.0,-24.0,6.16,621,1.00,1.00,0.00
5,45.0,-18.0,18.0,5.02,27,1.00,1.00,0.00
