Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,36.0,-82.0,19.0,9.51,10881.0,403.0,1.0,1.0,0.93,1.0
1a,30.0,-67.0,31.0,6.4,,,,,,
2,-33.0,-88.0,10.0,9.45,34776.0,1288.0,1.0,1.0,0.98,1.0
2a,0.0,-82.0,13.0,8.4,,,,,,
2b,15.0,-70.0,13.0,7.33,,,,,,
2c,-9.0,-91.0,25.0,6.97,,,,,,
3,27.0,-61.0,-11.0,9.29,4266.0,158.0,1.0,1.0,0.83,0.99
4,-30.0,-58.0,-8.0,8.23,5103.0,189.0,1.0,1.0,0.86,0.99
4a,-24.0,-49.0,-14.0,8.03,,,,,,
5,-42.0,-64.0,-2.0,8.07,2457.0,91.0,1.0,1.0,0.7,0.99
6,42.0,-46.0,-20.0,6.6,405.0,15.0,1.0,1.0,0.0,0.93
7,-9.0,47.0,-26.0,6.11,135.0,5.0,1.0,1.0,0.0,0.8
8,15.0,-76.0,28.0,5.75,162.0,6.0,1.0,1.0,0.0,0.83
9,-30.0,-76.0,-8.0,5.57,27.0,1.0,1.0,1.0,0.0,0.0
