Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-27.0,-94.0,16.0,7.00,14526,1.00,1.00,0.95
1a,-18.0,-94.0,4.0,7.00,,,,
1b,-42.0,-91.0,-2.0,6.69,,,,
1c,-33.0,-64.0,-14.0,6.36,,,,
2,39.0,-76.0,-11.0,6.92,22734,1.00,1.00,0.97
2a,30.0,-85.0,4.0,6.83,,,,
2b,36.0,-46.0,-17.0,6.82,,,,
2c,30.0,-91.0,10.0,6.81,,,,
3,57.0,-22.0,19.0,6.66,675,1.00,1.00,0.00
4,54.0,2.0,4.0,6.39,351,1.00,1.00,0.00
5,-42.0,-10.0,10.0,6.17,162,1.00,1.00,0.00
6,57.0,-31.0,28.0,6.08,216,1.00,1.00,0.00
7,-63.0,-34.0,16.0,5.98,567,1.00,1.00,0.00
8,3.0,-28.0,7.0,5.98,405,1.00,1.00,0.00
9,51.0,-10.0,13.0,5.95,162,1.00,1.00,0.00
10,-18.0,-25.0,28.0,5.91,108,1.00,1.00,0.00
11,0.0,-25.0,25.0,5.91,459,1.00,1.00,0.00
12,60.0,-22.0,-14.0,5.86,675,1.00,1.00,0.00
12a,60.0,-34.0,-20.0,5.77,,,,
12b,69.0,-31.0,-17.0,5.60,,,,
13,48.0,-55.0,43.0,5.75,54,1.00,1.00,0.00
14,6.0,-19.0,28.0,5.58,27,1.00,1.00,0.00
15,45.0,-10.0,-5.0,5.58,27,1.00,1.00,0.00
