Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,18.0,-49.0,4.0,5.20,513,0.16,0.16,0.00
2,30.0,-97.0,-11.0,5.19,7074,0.35,0.67,0.73
2a,30.0,-82.0,-38.0,4.57,,,,
2b,42.0,-67.0,-41.0,4.50,,,,
2c,36.0,-79.0,-41.0,4.46,,,,
3,-24.0,-97.0,-17.0,5.14,3915,0.28,0.54,0.53
3a,-33.0,-91.0,-17.0,4.85,,,,
3b,-27.0,-91.0,-32.0,4.53,,,,
3c,-21.0,-91.0,-38.0,4.31,,,,
4,48.0,-40.0,58.0,5.05,5319,0.29,0.59,0.63
4a,54.0,-52.0,40.0,4.97,,,,
4b,63.0,-40.0,37.0,4.01,,,,
5,-39.0,-70.0,-35.0,4.98,5805,0.31,0.61,0.67
5a,-48.0,-70.0,-44.0,4.30,,,,
5b,-42.0,-70.0,-20.0,4.13,,,,
6,15.0,-61.0,-23.0,4.97,2673,0.09,0.30,0.28
6a,9.0,-46.0,-23.0,4.39,,,,
6b,18.0,-46.0,-29.0,4.31,,,,
7,-57.0,-4.0,-5.0,4.82,12177,0.53,0.81,0.84
7a,-63.0,-25.0,13.0,4.45,,,,
7b,-60.0,-13.0,1.0,4.41,,,,
7c,-57.0,-37.0,10.0,4.39,,,,
8,-12.0,-7.0,16.0,4.80,648,0.12,0.17,0.00
9,-15.0,-43.0,-26.0,4.62,729,0.04,0.19,0.00
10,-54.0,-10.0,43.0,4.62,1269,0.00,0.09,0.00
10a,-45.0,-22.0,37.0,3.98,,,,
11,27.0,-40.0,61.0,4.61,756,0.00,0.04,0.00
12,42.0,2.0,-8.0,4.59,999,0.08,0.16,0.00
12a,36.0,11.0,1.0,3.76,,,,
13,36.0,-10.0,4.0,4.59,1134,0.00,0.05,0.00
13a,39.0,-13.0,-11.0,4.45,,,,
14,15.0,38.0,49.0,4.58,648,0.00,0.04,0.00
15,30.0,35.0,46.0,4.55,3645,0.20,0.40,0.46
15a,39.0,32.0,43.0,4.51,,,,
15b,30.0,17.0,55.0,4.48,,,,
15c,27.0,26.0,52.0,4.25,,,,
16,3.0,35.0,34.0,4.50,1431,0.00,0.02,0.00
16a,3.0,26.0,22.0,3.79,,,,
17,0.0,-67.0,-23.0,4.48,2511,0.05,0.22,0.22
17a,0.0,-58.0,-11.0,4.41,,,,
17b,-15.0,-58.0,-23.0,3.96,,,,
18,57.0,-4.0,25.0,4.47,513,0.00,0.00,0.00
19,60.0,5.0,4.0,4.46,2214,0.00,0.09,0.12
19a,57.0,17.0,-5.0,4.22,,,,
19b,57.0,-7.0,10.0,3.86,,,,
19c,48.0,-13.0,13.0,3.77,,,,
20,9.0,-49.0,73.0,4.41,945,0.00,0.00,0.00
20a,9.0,-49.0,64.0,4.12,,,,
20b,12.0,-40.0,64.0,3.95,,,,
21,36.0,44.0,7.0,4.40,324,0.00,0.00,0.00
22,-9.0,50.0,19.0,4.37,1080,0.00,0.00,0.00
23,-33.0,-13.0,13.0,4.33,351,0.00,0.00,0.00
24,6.0,-34.0,64.0,4.27,270,0.00,0.00,0.00
25,-12.0,11.0,-17.0,4.20,243,0.00,0.00,0.00
26,39.0,-31.0,16.0,4.19,189,0.00,0.00,0.00
27,6.0,-19.0,40.0,4.18,864,0.00,0.00,0.00
28,-21.0,-34.0,58.0,4.17,243,0.00,0.00,0.00
29,30.0,-43.0,-11.0,4.16,567,0.00,0.00,0.00
30,-33.0,2.0,10.0,4.16,243,0.00,0.00,0.00
31,12.0,20.0,-20.0,4.15,594,0.00,0.00,0.00
32,-6.0,59.0,1.0,4.13,1323,0.00,0.00,0.00
32a,9.0,53.0,-5.0,4.01,,,,
32b,-3.0,62.0,7.0,3.92,,,,
33,21.0,59.0,19.0,4.13,324,0.00,0.00,0.00
