Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,18.0,-49.0,4.0,5.20,243,0.33,0.33,0.00
2,30.0,-97.0,-11.0,5.19,1269,0.51,0.74,0.32
3,-24.0,-97.0,-17.0,5.14,1350,0.52,0.74,0.36
3a,-33.0,-91.0,-17.0,4.85,,,,
4,48.0,-40.0,58.0,5.05,1323,0.57,0.73,0.35
5,-39.0,-70.0,-35.0,4.98,1917,0.62,0.82,0.55
5a,-42.0,-70.0,-20.0,4.13,,,,
6,54.0,-52.0,40.0,4.97,756,0.21,0.50,0.00
7,15.0,-61.0,-23.0,4.97,783,0.17,0.52,0.00
7a,18.0,-46.0,-29.0,4.31,,,,
8,-57.0,-4.0,-5.0,4.82,270,0.20,0.30,0.00
9,-12.0,-7.0,16.0,4.80,297,0.27,0.27,0.00
10,-15.0,-43.0,-26.0,4.62,324,0.08,0.25,0.00
11,-54.0,-10.0,43.0,4.62,378,0.00,0.29,0.00
12,27.0,-40.0,61.0,4.61,189,0.00,0.14,0.00
13,42.0,2.0,-8.0,4.59,297,0.27,0.36,0.00
14,36.0,-10.0,4.0,4.59,189,0.00,0.00,0.00
15,15.0,38.0,49.0,4.58,216,0.00,0.12,0.00
16,30.0,-82.0,-38.0,4.57,864,0.25,0.62,0.00
16a,42.0,-76.0,-44.0,4.26,,,,
17,30.0,35.0,46.0,4.55,864,0.22,0.59,0.00
17a,39.0,32.0,43.0,4.51,,,,
18,-27.0,-91.0,-32.0,4.53,405,0.00,0.13,0.00
18a,-21.0,-91.0,-38.0,4.31,,,,
19,42.0,-67.0,-41.0,4.50,135,0.00,0.00,0.00
20,3.0,35.0,34.0,4.50,351,0.00,0.23,0.00
21,30.0,17.0,55.0,4.48,621,0.00,0.39,0.00
21a,27.0,26.0,52.0,4.25,,,,
22,0.0,-67.0,-23.0,4.48,783,0.17,0.55,0.00
22a,0.0,-58.0,-11.0,4.41,,,,
23,57.0,-4.0,25.0,4.47,216,0.00,0.00,0.00
24,60.0,5.0,4.0,4.46,270,0.00,0.10,0.00
25,39.0,-13.0,-11.0,4.45,216,0.00,0.00,0.00
26,-63.0,-25.0,13.0,4.45,378,0.00,0.14,0.00
27,-60.0,-13.0,1.0,4.41,405,0.00,0.27,0.00
28,9.0,-49.0,73.0,4.41,243,0.00,0.00,0.00
29,36.0,44.0,7.0,4.40,108,0.00,0.00,0.00
30,-57.0,-37.0,10.0,4.39,486,0.00,0.22,0.00
30a,-57.0,-40.0,19.0,4.25,,,,
31,9.0,-46.0,-23.0,4.39,108,0.00,0.00,0.00
32,-9.0,50.0,19.0,4.37,378,0.00,0.07,0.00
33,-33.0,-13.0,13.0,4.33,81,0.00,0.00,0.00
34,-57.0,-13.0,16.0,4.32,189,0.00,0.00,0.00
35,-48.0,-70.0,-44.0,4.30,108,0.00,0.00,0.00
36,-48.0,-58.0,34.0,4.30,270,0.00,0.00,0.00
37,6.0,-34.0,64.0,4.27,54,0.00,0.00,0.00
38,-48.0,-49.0,19.0,4.26,135,0.00,0.00,0.00
39,27.0,-82.0,-29.0,4.25,108,0.00,0.00,0.00
40,57.0,17.0,-5.0,4.22,27,0.00,0.00,0.00
41,-12.0,11.0,-17.0,4.20,27,0.00,0.00,0.00
42,39.0,-31.0,16.0,4.19,81,0.00,0.00,0.00
43,6.0,-19.0,40.0,4.18,108,0.00,0.00,0.00
44,-21.0,-34.0,58.0,4.17,27,0.00,0.00,0.00
45,30.0,-43.0,-11.0,4.16,108,0.00,0.00,0.00
46,-33.0,2.0,10.0,4.16,81,0.00,0.00,0.00
47,12.0,20.0,-20.0,4.15,108,0.00,0.00,0.00
48,-6.0,59.0,1.0,4.13,54,0.00,0.00,0.00
49,21.0,59.0,19.0,4.13,54,0.00,0.00,0.00
50,-48.0,-58.0,28.0,4.12,54,0.00,0.00,0.00
51,9.0,-49.0,64.0,4.12,27,0.00,0.00,0.00
52,-63.0,-28.0,-11.0,4.11,162,0.00,0.00,0.00
53,36.0,-76.0,7.0,4.07,54,0.00,0.00,0.00
54,18.0,41.0,-23.0,4.07,54,0.00,0.00,0.00
55,-51.0,-49.0,22.0,4.05,27,0.00,0.00,0.00
56,-45.0,-64.0,-26.0,4.04,27,0.00,0.00,0.00
57,-27.0,-19.0,4.0,4.03,27,0.00,0.00,0.00
58,9.0,-22.0,46.0,4.03,27,0.00,0.00,0.00
59,39.0,11.0,28.0,4.02,27,0.00,0.00,0.00
60,9.0,53.0,-5.0,4.01,27,0.00,0.00,0.00
61,63.0,-40.0,37.0,4.01,27,0.00,0.00,0.00
