Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-42.0,17.0,-23.0,5.62,4698,0.37,0.66,0.59
1a,-51.0,-7.0,-17.0,5.20,,,,
2,6.0,-67.0,49.0,5.50,8613,0.44,0.76,0.77
2a,-6.0,-73.0,43.0,4.63,,,,
2b,-12.0,-70.0,31.0,4.44,,,,
3,-30.0,38.0,40.0,5.00,3159,0.17,0.56,0.42
3a,-45.0,26.0,40.0,4.38,,,,
3b,-24.0,35.0,34.0,4.34,,,,
4,-18.0,-13.0,-17.0,4.84,1242,0.02,0.20,0.00
5,-51.0,32.0,4.0,4.83,4671,0.35,0.61,0.58
5a,-36.0,29.0,-14.0,4.72,,,,
5b,-54.0,32.0,-2.0,4.70,,,,
6,3.0,-19.0,31.0,4.71,2025,0.15,0.47,0.23
6a,0.0,-37.0,25.0,4.42,,,,
7,21.0,59.0,-2.0,4.57,2349,0.00,0.33,0.20
7a,27.0,59.0,10.0,4.33,,,,
8,33.0,32.0,49.0,4.47,1377,0.00,0.08,0.00
8a,30.0,14.0,61.0,3.89,,,,
9,3.0,38.0,25.0,4.40,891,0.00,0.00,0.00
9a,6.0,29.0,34.0,3.91,,,,
10,0.0,-31.0,46.0,4.30,324,0.00,0.00,0.00
11,36.0,44.0,28.0,4.12,783,0.00,0.00,0.00
11a,30.0,50.0,31.0,4.03,,,,
12,-54.0,-55.0,-35.0,4.11,135,0.00,0.00,0.00
13,54.0,-52.0,40.0,4.09,324,0.00,0.00,0.00
14,45.0,20.0,-29.0,4.08,351,0.00,0.00,0.00
15,-42.0,23.0,22.0,4.08,297,0.00,0.00,0.00
16,48.0,-64.0,13.0,4.08,378,0.00,0.00,0.00
17,-18.0,5.0,1.0,4.05,54,0.00,0.00,0.00
18,-21.0,-1.0,7.0,4.02,135,0.00,0.00,0.00
19,6.0,47.0,1.0,4.01,702,0.00,0.00,0.00
20,-45.0,-64.0,-41.0,3.99,405,0.00,0.00,0.00
21,54.0,35.0,-11.0,3.97,675,0.00,0.00,0.00
21a,57.0,35.0,1.0,3.96,,,,
22,-33.0,-73.0,16.0,3.92,27,0.00,0.00,0.00
23,18.0,-7.0,-20.0,3.89,189,0.00,0.00,0.00
24,-54.0,26.0,16.0,3.89,216,0.00,0.00,0.00
25,-54.0,-7.0,43.0,3.81,108,0.00,0.00,0.00
26,-18.0,62.0,-2.0,3.79,108,0.00,0.00,0.00
27,33.0,44.0,7.0,3.74,54,0.00,0.00,0.00
28,-24.0,-88.0,-17.0,3.74,54,0.00,0.00,0.00
29,-21.0,-34.0,-17.0,3.67,108,0.00,0.00,0.00
30,57.0,-37.0,19.0,3.64,27,0.00,0.00,0.00
31,54.0,-7.0,-17.0,3.64,81,0.00,0.00,0.00
32,-27.0,59.0,-5.0,3.61,108,0.00,0.00,0.00
33,-60.0,-19.0,-26.0,3.56,27,0.00,0.00,0.00
34,-3.0,17.0,58.0,3.56,81,0.00,0.00,0.00
35,42.0,35.0,-14.0,3.56,27,0.00,0.00,0.00
36,30.0,50.0,7.0,3.55,27,0.00,0.00,0.00
37,51.0,-43.0,52.0,3.55,27,0.00,0.00,0.00
38,-24.0,-4.0,4.0,3.52,27,0.00,0.00,0.00
39,45.0,38.0,-14.0,3.51,27,0.00,0.00,0.00
40,-6.0,44.0,-17.0,3.51,27,0.00,0.00,0.00
