Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-42.0,17.0,-23.0,5.62,756,0.93,0.93,0.04
2,6.0,-67.0,49.0,5.50,918,0.91,0.94,0.21
3,-51.0,-7.0,-17.0,5.20,459,0.82,0.88,0.00
4,-30.0,38.0,40.0,5.00,135,0.60,0.60,0.00
5,-18.0,-13.0,-17.0,4.84,81,0.33,0.33,0.00
6,-51.0,32.0,4.0,4.83,378,0.79,0.86,0.00
7,-36.0,29.0,-14.0,4.72,135,0.60,0.60,0.00
8,3.0,-19.0,31.0,4.71,108,0.50,0.50,0.00
9,-33.0,32.0,43.0,4.69,27,0.00,0.00,0.00
10,-6.0,-73.0,43.0,4.63,81,0.00,0.00,0.00
11,21.0,59.0,-2.0,4.57,27,0.00,0.00,0.00
12,-30.0,32.0,46.0,4.56,27,0.00,0.00,0.00
