Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,39.0,-22.0,61.0,12.37,18063,1.00,1.00,0.96
1a,39.0,-19.0,49.0,12.08,,,,
2,-6.0,-22.0,73.0,11.24,22275,1.00,1.00,0.97
2a,-6.0,-34.0,73.0,11.08,,,,
3,-18.0,-52.0,-23.0,10.44,5481,1.00,1.00,0.87
3a,-3.0,-64.0,-20.0,6.05,,,,
4,21.0,-34.0,-26.0,9.10,5481,1.00,1.00,0.87
4a,3.0,-46.0,-8.0,5.88,,,,
5,-33.0,-25.0,16.0,8.64,4050,1.00,1.00,0.82
5a,-51.0,-31.0,19.0,6.87,,,,
6,-18.0,-61.0,-50.0,7.83,1080,1.00,1.00,0.33
7,-33.0,-10.0,7.0,7.29,1026,1.00,1.00,0.29
8,-9.0,-1.0,43.0,6.75,1350,1.00,1.00,0.46
9,45.0,-16.0,19.0,6.19,351,1.00,1.00,0.00
10,-54.0,2.0,7.0,5.92,837,1.00,1.00,0.13
11,-6.0,-67.0,-35.0,5.84,81,1.00,1.00,0.00
12,30.0,-1.0,-5.0,5.79,81,1.00,1.00,0.00
13,3.0,-67.0,-44.0,5.62,108,1.00,1.00,0.00
14,12.0,-43.0,70.0,5.62,513,1.00,1.00,0.00
