Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,54.0,-46.0,28.0,6.03,10152,0.92,0.93,0.91
1a,54.0,-49.0,16.0,5.92,,,,
1b,63.0,-49.0,37.0,5.36,,,,
2,3.0,-58.0,37.0,5.58,11205,0.93,0.94,0.92
2a,3.0,-64.0,46.0,5.11,,,,
2b,0.0,-49.0,55.0,4.64,,,,
2c,-12.0,-52.0,31.0,4.25,,,,
3,63.0,-31.0,1.0,5.21,621,0.35,0.39,0.00
4,-60.0,-55.0,37.0,5.07,297,0.27,0.27,0.00
5,-51.0,35.0,13.0,4.99,567,0.24,0.24,0.00
6,3.0,62.0,16.0,4.88,1890,0.60,0.64,0.54
7,63.0,-22.0,-14.0,4.64,405,0.07,0.13,0.00
8,54.0,2.0,-29.0,4.62,729,0.33,0.33,0.00
8a,54.0,14.0,-29.0,4.42,,,,
9,9.0,26.0,64.0,4.45,108,0.00,0.00,0.00
10,-27.0,-76.0,-32.0,4.39,324,0.00,0.00,0.00
11,-42.0,8.0,19.0,4.33,81,0.00,0.00,0.00
12,24.0,-7.0,-14.0,4.30,27,0.00,0.00,0.00
13,-42.0,5.0,28.0,4.24,54,0.00,0.00,0.00
14,27.0,17.0,-14.0,4.23,27,0.00,0.00,0.00
15,15.0,59.0,31.0,4.16,189,0.00,0.00,0.00
16,45.0,20.0,-29.0,4.09,54,0.00,0.00,0.00
17,66.0,-10.0,-20.0,4.03,27,0.00,0.00,0.00
18,51.0,14.0,-38.0,4.02,27,0.00,0.00,0.00
19,27.0,-4.0,-17.0,4.02,27,0.00,0.00,0.00
