Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,27.0,-55.0,-11.0,8.88,4536.0,168.0,0.99,1.0,0.84,0.99
2,36.0,-79.0,13.0,7.54,4671.0,173.0,0.99,0.99,0.84,0.99
2a,30.0,-73.0,28.0,5.29,,,,,,
2b,27.0,-67.0,34.0,4.99,,,,,,
3,60.0,-64.0,16.0,7.5,12069.0,447.0,1.0,1.0,0.94,1.0
3a,63.0,-46.0,16.0,6.82,,,,,,
3b,69.0,-49.0,1.0,4.79,,,,,,
4,21.0,-7.0,-17.0,7.08,4671.0,173.0,0.99,0.99,0.84,0.99
4a,30.0,2.0,-29.0,5.45,,,,,,
4b,33.0,-7.0,-11.0,5.17,,,,,,
5,-27.0,-58.0,-11.0,6.94,2538.0,94.0,0.98,0.99,0.71,0.98
6,-21.0,-10.0,-20.0,6.91,6939.0,257.0,0.99,1.0,0.89,0.99
6a,-30.0,-4.0,-23.0,6.56,,,,,,
6b,-30.0,-10.0,-5.0,5.62,,,,,,
7,42.0,-55.0,-23.0,6.81,4266.0,158.0,0.99,0.99,0.83,0.99
7a,42.0,-37.0,-20.0,6.5,,,,,,
7b,39.0,-22.0,-29.0,4.79,,,,,,
8,-33.0,-85.0,16.0,6.59,7101.0,263.0,0.99,1.0,0.9,0.99
8a,-24.0,-61.0,52.0,5.74,,,,,,
8b,-24.0,-67.0,37.0,5.52,,,,,,
9,-60.0,-49.0,16.0,6.51,10449.0,387.0,0.99,1.0,0.93,0.99
9a,-48.0,-64.0,16.0,6.02,,,,,,
9b,-60.0,-64.0,19.0,5.74,,,,,,
9c,-66.0,-43.0,4.0,5.3,,,,,,
10,-42.0,-22.0,-26.0,6.15,3780.0,140.0,0.99,0.99,0.81,0.99
10a,-42.0,-37.0,-23.0,5.85,,,,,,
10b,-39.0,-55.0,-23.0,4.82,,,,,,
11,0.0,-58.0,28.0,6.06,4644.0,172.0,0.99,0.99,0.84,0.99
11a,-3.0,-52.0,40.0,5.92,,,,,,
12,48.0,-19.0,13.0,5.81,2187.0,81.0,0.98,0.99,0.67,0.98
12a,42.0,-25.0,13.0,5.73,,,,,,
12b,48.0,-31.0,13.0,5.22,,,,,,
13,-51.0,-25.0,-14.0,5.49,1080.0,40.0,0.95,0.97,0.33,0.95
13a,-51.0,-10.0,-17.0,4.84,,,,,,
14,36.0,-37.0,70.0,5.43,756.0,28.0,0.93,0.96,0.04,0.93
14a,27.0,-40.0,73.0,5.27,,,,,,
15,24.0,-58.0,52.0,5.31,594.0,22.0,0.91,0.95,0.0,0.91
16,36.0,-16.0,4.0,5.16,270.0,10.0,0.8,0.9,0.0,0.9
17,-42.0,-37.0,10.0,5.0,54.0,2.0,1.0,1.0,0.0,0.5
18,-3.0,65.0,-11.0,4.95,432.0,16.0,0.88,0.94,0.0,0.88
19,60.0,-16.0,-14.0,4.87,297.0,11.0,0.82,0.91,0.0,0.82
20,51.0,-1.0,-23.0,4.81,297.0,11.0,0.82,0.91,0.0,0.82
21,39.0,-10.0,-38.0,4.76,135.0,5.0,0.6,0.8,0.0,0.6
22,63.0,-4.0,-26.0,4.66,27.0,1.0,0.0,1.0,0.0,0.0
23,-9.0,47.0,40.0,4.66,27.0,1.0,0.0,1.0,0.0,0.0
24,15.0,-28.0,1.0,4.64,54.0,2.0,0.0,0.5,0.0,0.0
25,42.0,8.0,-26.0,4.62,27.0,1.0,0.0,0.0,0.0,0.0
26,-45.0,-70.0,43.0,4.61,27.0,1.0,0.0,0.0,0.0,0.0
27,-48.0,-70.0,40.0,4.59,27.0,1.0,0.0,0.0,0.0,0.0
28,-48.0,-7.0,-20.0,4.58,27.0,1.0,0.0,0.0,0.0,0.0
29,36.0,-4.0,-14.0,4.57,54.0,2.0,0.0,0.5,0.0,0.0
30,-66.0,-31.0,-11.0,4.56,27.0,1.0,0.0,0.0,0.0,0.0
31,-45.0,-4.0,-23.0,4.52,54.0,2.0,0.0,0.5,0.0,0.0
32,-54.0,-67.0,34.0,4.5,27.0,1.0,0.0,0.0,0.0,0.0
