Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-15.0,-91.0,-2.0,6.96,130788,0.96,0.98,0.98
1a,33.0,-79.0,7.0,6.86,,,,
1b,33.0,-46.0,-14.0,6.83,,,,
1c,36.0,-55.0,-14.0,6.78,,,,
2,48.0,14.0,28.0,5.60,12528,0.66,0.84,0.84
2a,54.0,29.0,22.0,5.14,,,,
2b,33.0,35.0,-20.0,4.36,,,,
2c,39.0,26.0,-17.0,4.29,,,,
3,69.0,-31.0,-14.0,5.51,29754,0.84,0.93,0.93
3a,57.0,-22.0,-20.0,5.39,,,,
3b,57.0,-34.0,34.0,5.33,,,,
3c,60.0,-40.0,40.0,5.23,,,,
4,6.0,-22.0,25.0,5.42,4131,0.37,0.55,0.52
5,33.0,14.0,-35.0,5.39,3861,0.32,0.53,0.48
5a,48.0,17.0,-35.0,4.31,,,,
5b,36.0,17.0,-44.0,4.29,,,,
6,-63.0,-34.0,16.0,5.19,12150,0.61,0.84,0.83
6a,-51.0,-43.0,22.0,5.02,,,,
6b,-51.0,-55.0,43.0,4.84,,,,
6c,-57.0,-64.0,28.0,4.70,,,,
7,-6.0,20.0,46.0,5.14,4806,0.44,0.62,0.61
7a,6.0,11.0,55.0,4.90,,,,
8,-36.0,29.0,-14.0,5.00,5805,0.29,0.64,0.65
8a,-45.0,29.0,-11.0,4.76,,,,
8b,-33.0,38.0,-20.0,4.15,,,,
8c,-33.0,26.0,-2.0,4.10,,,,
9,-54.0,26.0,28.0,5.00,297,0.09,0.09,0.00
10,21.0,-40.0,61.0,4.87,729,0.15,0.22,0.00
11,0.0,14.0,1.0,4.69,324,0.00,0.08,0.00
12,-66.0,-37.0,-17.0,4.55,1701,0.03,0.24,0.00
12a,-57.0,-28.0,-17.0,4.11,,,,
13,18.0,-37.0,13.0,4.48,135,0.00,0.00,0.00
14,6.0,-88.0,-29.0,4.48,567,0.00,0.00,0.00
15,45.0,8.0,55.0,4.38,783,0.00,0.00,0.00
16,21.0,-4.0,-20.0,4.38,1485,0.00,0.07,0.00
16a,30.0,-1.0,-23.0,4.21,,,,
17,-18.0,-22.0,28.0,4.36,378,0.00,0.00,0.00
18,-21.0,-43.0,61.0,4.34,1566,0.00,0.19,0.00
19,-12.0,59.0,34.0,4.30,945,0.00,0.00,0.00
19a,-9.0,62.0,22.0,4.05,,,,
20,45.0,-13.0,22.0,4.30,297,0.00,0.00,0.00
21,0.0,-16.0,-29.0,4.29,270,0.00,0.00,0.00
22,-45.0,-19.0,-2.0,4.27,1485,0.00,0.00,0.00
23,30.0,-7.0,-47.0,4.25,1404,0.00,0.00,0.00
23a,36.0,-13.0,-32.0,3.88,,,,
24,-3.0,2.0,-20.0,4.25,351,0.00,0.00,0.00
25,3.0,-73.0,37.0,4.23,2646,0.00,0.29,0.26
25a,-6.0,-64.0,31.0,4.03,,,,
25b,12.0,-67.0,28.0,3.87,,,,
26,0.0,-25.0,10.0,4.20,270,0.00,0.00,0.00
27,21.0,-52.0,-29.0,4.18,513,0.00,0.00,0.00
27a,15.0,-52.0,-23.0,4.10,,,,
28,39.0,-16.0,-2.0,4.15,1269,0.00,0.00,0.00
28a,42.0,-1.0,-5.0,4.14,,,,
29,45.0,-4.0,10.0,4.10,405,0.00,0.00,0.00
30,-6.0,32.0,-2.0,4.04,378,0.00,0.00,0.00
31,-30.0,-10.0,-32.0,3.97,864,0.00,0.00,0.00
32,21.0,-25.0,22.0,3.97,108,0.00,0.00,0.00
33,-3.0,62.0,-20.0,3.93,189,0.00,0.00,0.00
34,3.0,-28.0,16.0,3.90,54,0.00,0.00,0.00
35,30.0,-55.0,49.0,3.90,378,0.00,0.00,0.00
36,-54.0,29.0,22.0,3.86,27,0.00,0.00,0.00
37,15.0,-49.0,31.0,3.85,189,0.00,0.00,0.00
38,51.0,-70.0,-29.0,3.85,135,0.00,0.00,0.00
39,-6.0,-13.0,-23.0,3.85,81,0.00,0.00,0.00
40,12.0,23.0,-17.0,3.84,54,0.00,0.00,0.00
41,-42.0,8.0,-41.0,3.81,297,0.00,0.00,0.00
42,-24.0,-16.0,-14.0,3.81,81,0.00,0.00,0.00
43,6.0,44.0,-2.0,3.81,297,0.00,0.00,0.00
44,-36.0,2.0,10.0,3.80,81,0.00,0.00,0.00
45,3.0,-61.0,-11.0,3.79,135,0.00,0.00,0.00
46,24.0,-28.0,-8.0,3.78,135,0.00,0.00,0.00
47,18.0,-31.0,-5.0,3.77,54,0.00,0.00,0.00
48,39.0,11.0,61.0,3.76,27,0.00,0.00,0.00
49,21.0,47.0,46.0,3.73,54,0.00,0.00,0.00
50,-45.0,-43.0,55.0,3.70,108,0.00,0.00,0.00
51,18.0,-28.0,-29.0,3.69,108,0.00,0.00,0.00
52,12.0,-52.0,-20.0,3.67,27,0.00,0.00,0.00
53,-54.0,32.0,19.0,3.66,27,0.00,0.00,0.00
54,-30.0,-37.0,70.0,3.64,27,0.00,0.00,0.00
55,-12.0,29.0,61.0,3.63,27,0.00,0.00,0.00
56,-12.0,41.0,49.0,3.62,108,0.00,0.00,0.00
57,-6.0,-70.0,22.0,3.62,54,0.00,0.00,0.00
58,9.0,-31.0,-8.0,3.58,54,0.00,0.00,0.00
59,0.0,-49.0,70.0,3.57,54,0.00,0.00,0.00
60,-21.0,-61.0,46.0,3.57,27,0.00,0.00,0.00
61,33.0,-40.0,4.0,3.57,27,0.00,0.00,0.00
62,57.0,-1.0,19.0,3.57,27,0.00,0.00,0.00
63,-24.0,50.0,-5.0,3.56,27,0.00,0.00,0.00
64,-3.0,-31.0,4.0,3.56,27,0.00,0.00,0.00
65,3.0,62.0,-20.0,3.55,27,0.00,0.00,0.00
66,6.0,32.0,1.0,3.55,54,0.00,0.00,0.00
67,-21.0,-64.0,49.0,3.55,27,0.00,0.00,0.00
68,54.0,-4.0,22.0,3.55,27,0.00,0.00,0.00
69,-21.0,-31.0,55.0,3.54,27,0.00,0.00,0.00
70,33.0,5.0,49.0,3.54,81,0.00,0.00,0.00
71,3.0,59.0,22.0,3.54,27,0.00,0.00,0.00
72,-6.0,-28.0,-8.0,3.53,54,0.00,0.00,0.00
73,-60.0,-4.0,1.0,3.52,27,0.00,0.00,0.00
74,36.0,5.0,46.0,3.52,27,0.00,0.00,0.00
75,-42.0,-16.0,22.0,3.51,27,0.00,0.00,0.00
76,33.0,-10.0,-29.0,3.50,27,0.00,0.00,0.00
