Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,6.0,-28.0,73.0,9.72,10341,0.81,0.82,0.84
2,-6.0,-34.0,73.0,8.74,9180,0.76,0.79,0.83
3,-12.0,-37.0,-23.0,8.56,5184,0.62,0.67,0.69
3a,-30.0,-46.0,-26.0,4.22,,,,
4,15.0,-37.0,-23.0,7.22,4536,0.65,0.71,0.67
4a,24.0,-31.0,-29.0,6.47,,,,
5,33.0,-22.0,16.0,7.00,2673,0.31,0.37,0.39
5a,36.0,-13.0,7.0,4.54,,,,
5b,45.0,-28.0,19.0,4.51,,,,
6,-36.0,-28.0,61.0,5.37,3483,0.39,0.43,0.52
6a,-45.0,-25.0,64.0,4.91,,,,
7,-33.0,-22.0,16.0,4.83,432,0.06,0.06,0.00
8,6.0,-1.0,49.0,3.89,108,0.00,0.00,0.00
9,-21.0,-40.0,-50.0,3.86,162,0.00,0.00,0.00
10,-6.0,-64.0,-44.0,3.81,54,0.00,0.00,0.00
11,-33.0,-13.0,7.0,3.77,81,0.00,0.00,0.00
12,36.0,-40.0,58.0,3.64,27,0.00,0.00,0.00
13,-24.0,-49.0,-50.0,3.58,27,0.00,0.00,0.00
14,39.0,-43.0,58.0,3.53,27,0.00,0.00,0.00
