Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,6.0,-28.0,73.0,9.72,12933,0.65,0.67,0.68
1a,36.0,-40.0,58.0,3.64,,,,
2,-6.0,-34.0,73.0,8.74,15795,0.57,0.66,0.71
2a,-36.0,-28.0,61.0,5.37,,,,
2b,-45.0,-25.0,64.0,4.91,,,,
3,-12.0,-37.0,-23.0,8.56,6399,0.51,0.57,0.57
3a,-30.0,-46.0,-26.0,4.22,,,,
4,15.0,-37.0,-23.0,7.22,5589,0.53,0.59,0.55
4a,24.0,-31.0,-29.0,6.47,,,,
5,33.0,-22.0,16.0,7.00,4482,0.19,0.23,0.25
5a,36.0,-13.0,7.0,4.54,,,,
5b,45.0,-28.0,19.0,4.51,,,,
5c,48.0,-13.0,19.0,3.43,,,,
6,-33.0,-22.0,16.0,4.83,783,0.03,0.03,0.00
7,6.0,-1.0,49.0,3.89,432,0.00,0.00,0.00
8,-21.0,-40.0,-50.0,3.86,621,0.00,0.00,0.00
8a,-24.0,-49.0,-50.0,3.58,,,,
9,-6.0,-64.0,-44.0,3.81,108,0.00,0.00,0.00
10,-33.0,-13.0,7.0,3.77,162,0.00,0.00,0.00
11,33.0,-13.0,55.0,3.36,162,0.00,0.00,0.00
12,9.0,-19.0,7.0,3.34,189,0.00,0.00,0.00
13,30.0,-19.0,73.0,3.11,27,0.00,0.00,0.00
14,27.0,-10.0,67.0,3.05,54,0.00,0.00,0.00
15,6.0,-67.0,-44.0,3.03,54,0.00,0.00,0.00
16,39.0,2.0,13.0,3.01,27,0.00,0.00,0.00
