Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,27.0,-55.0,-11.0,8.88,3726.0,138.0,1.0,1.0,0.8,0.99
2,36.0,-79.0,13.0,7.54,2943.0,109.0,1.0,1.0,0.75,0.99
2a,30.0,-73.0,28.0,5.29,,,,,,
3,60.0,-64.0,16.0,7.5,8262.0,306.0,1.0,1.0,0.91,1.0
3a,63.0,-46.0,16.0,6.82,,,,,,
4,21.0,-7.0,-17.0,7.08,2754.0,102.0,1.0,1.0,0.74,0.99
4a,30.0,2.0,-29.0,5.45,,,,,,
4b,33.0,-7.0,-11.0,5.17,,,,,,
5,-27.0,-58.0,-11.0,6.94,2052.0,76.0,1.0,1.0,0.64,0.99
6,-21.0,-10.0,-20.0,6.91,4563.0,169.0,1.0,1.0,0.84,0.99
6a,-30.0,-4.0,-23.0,6.56,,,,,,
6b,-30.0,-10.0,-5.0,5.62,,,,,,
7,42.0,-55.0,-23.0,6.81,2835.0,105.0,1.0,1.0,0.74,0.99
7a,42.0,-37.0,-20.0,6.5,,,,,,
8,-33.0,-85.0,16.0,6.59,3834.0,142.0,1.0,1.0,0.81,0.99
8a,-24.0,-67.0,37.0,5.52,,,,,,
9,-60.0,-49.0,16.0,6.51,5184.0,192.0,1.0,1.0,0.86,0.99
9a,-48.0,-64.0,16.0,6.02,,,,,,
9b,-60.0,-64.0,19.0,5.74,,,,,,
10,-42.0,-22.0,-26.0,6.15,1593.0,59.0,1.0,1.0,0.54,0.98
10a,-42.0,-37.0,-23.0,5.85,,,,,,
11,0.0,-58.0,28.0,6.06,2160.0,80.0,1.0,1.0,0.66,0.99
11a,-3.0,-52.0,40.0,5.92,,,,,,
12,48.0,-19.0,13.0,5.81,918.0,34.0,1.0,1.0,0.21,0.97
12a,42.0,-25.0,13.0,5.73,,,,,,
12b,48.0,-31.0,13.0,5.22,,,,,,
13,-24.0,-61.0,52.0,5.74,405.0,15.0,1.0,1.0,0.0,0.93
14,-51.0,-25.0,-14.0,5.49,189.0,7.0,1.0,1.0,0.0,0.86
15,36.0,-37.0,70.0,5.43,81.0,3.0,1.0,1.0,0.0,0.67
16,24.0,-58.0,52.0,5.31,162.0,6.0,1.0,1.0,0.0,0.83
17,-66.0,-43.0,4.0,5.3,324.0,12.0,1.0,1.0,0.0,0.92
18,27.0,-40.0,73.0,5.27,81.0,3.0,1.0,1.0,0.0,0.67
19,36.0,-16.0,4.0,5.16,81.0,3.0,1.0,1.0,0.0,0.67
20,54.0,-73.0,-2.0,5.12,27.0,1.0,1.0,1.0,0.0,0.0
21,51.0,-76.0,-5.0,5.07,27.0,1.0,1.0,1.0,0.0,0.0
22,-42.0,-37.0,10.0,5.0,27.0,1.0,1.0,1.0,0.0,0.0
