Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,42.0,-58.0,-20.0,10.29,55593,1.00,1.00,0.99
1a,18.0,-100.0,10.0,8.41,,,,
1b,48.0,-67.0,16.0,7.28,,,,
1c,51.0,-43.0,16.0,5.46,,,,
2,-12.0,-103.0,7.0,8.91,31131,1.00,1.00,0.98
2a,-48.0,-67.0,19.0,7.23,,,,
2b,-51.0,-79.0,10.0,7.18,,,,
2c,-36.0,-61.0,-20.0,7.10,,,,
3,21.0,-7.0,-17.0,8.31,5211,0.99,0.99,0.86
3a,33.0,-7.0,-11.0,6.49,,,,
4,-18.0,-7.0,-17.0,7.13,3429,0.98,0.99,0.79
5,15.0,-31.0,-2.0,6.57,1431,0.96,0.98,0.49
6,9.0,-88.0,-8.0,5.63,621,0.91,0.96,0.00
7,27.0,-1.0,70.0,5.57,1890,0.97,0.99,0.61
8,48.0,23.0,28.0,5.36,1053,0.95,0.97,0.31
8a,51.0,32.0,28.0,5.23,,,,
9,36.0,-40.0,67.0,5.35,2241,0.98,0.99,0.67
9a,36.0,-37.0,55.0,5.32,,,,
10,-9.0,-52.0,43.0,5.22,1296,0.96,0.98,0.44
10a,6.0,-49.0,43.0,4.72,,,,
11,48.0,-22.0,13.0,5.09,216,0.75,0.88,0.00
12,36.0,-7.0,-38.0,5.04,135,0.60,0.80,0.00
13,-15.0,-34.0,-5.0,5.04,297,0.82,0.91,0.00
14,-30.0,-31.0,-29.0,4.96,351,0.85,0.92,0.00
15,39.0,-4.0,13.0,4.95,108,0.50,0.75,0.00
16,0.0,-58.0,25.0,4.89,432,0.88,0.94,0.00
17,27.0,2.0,-32.0,4.87,108,0.75,0.75,0.00
18,-63.0,-31.0,1.0,4.79,108,0.75,0.75,0.00
19,-3.0,65.0,-14.0,4.79,27,1.00,1.00,0.00
20,-18.0,-67.0,22.0,4.77,54,0.50,0.50,0.00
21,-6.0,2.0,-14.0,4.75,27,1.00,0.00,0.00
22,-30.0,-4.0,67.0,4.71,189,0.86,0.86,0.00
23,-33.0,-10.0,-8.0,4.69,81,0.33,0.67,0.00
24,-27.0,14.0,-38.0,4.67,108,0.50,0.75,0.00
25,-3.0,68.0,-11.0,4.65,27,0.00,0.00,0.00
26,21.0,-61.0,67.0,4.62,27,0.00,0.00,0.00
27,21.0,-55.0,61.0,4.61,162,0.67,0.83,0.00
28,-42.0,-1.0,31.0,4.61,27,0.00,0.00,0.00
29,15.0,-61.0,61.0,4.60,54,0.50,0.50,0.00
30,-27.0,-25.0,-23.0,4.58,27,0.00,0.00,0.00
31,-48.0,8.0,22.0,4.58,54,0.00,0.50,0.00
32,0.0,62.0,-17.0,4.51,54,0.00,0.50,0.00
33,18.0,-61.0,64.0,4.50,27,0.00,0.00,0.00
34,15.0,-25.0,13.0,4.50,27,0.00,0.00,0.00
