Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-39.0,-22.0,52.0,10.66,14553.0,539.0,0.99,1.0,0.95,1.0
2,-3.0,-22.0,70.0,10.42,22140.0,820.0,1.0,1.0,0.97,1.0
2a,-3.0,-34.0,70.0,10.25,,,,,,
2b,-9.0,-40.0,70.0,10.08,,,,,,
2c,18.0,-46.0,70.0,6.75,,,,,,
3,21.0,-31.0,-26.0,9.38,3996.0,148.0,0.99,0.99,0.82,0.99
4,21.0,-52.0,-20.0,9.38,3726.0,138.0,0.98,0.99,0.8,0.99
5,12.0,-64.0,-47.0,5.79,702.0,26.0,0.92,0.92,0.0,0.92
5a,21.0,-58.0,-50.0,5.74,,,,,,
6,-33.0,-4.0,7.0,5.65,135.0,5.0,0.6,0.8,0.0,0.8
7,-33.0,-25.0,16.0,5.5,54.0,2.0,1.0,1.0,0.0,0.5
8,48.0,-28.0,25.0,5.01,324.0,12.0,0.83,0.83,0.0,0.83
9,6.0,-61.0,-20.0,4.83,108.0,4.0,0.75,1.0,0.0,0.75
10,-24.0,-34.0,-29.0,4.79,162.0,6.0,0.67,0.67,0.0,0.67
10a,-18.0,-34.0,-23.0,4.78,,,,,,
11,-9.0,-4.0,40.0,4.78,27.0,1.0,1.0,1.0,0.0,0.0
12,3.0,-46.0,-8.0,4.53,27.0,1.0,0.0,0.0,0.0,0.0
