Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-39.0,-22.0,52.0,10.66,12420.0,460.0,1.0,1.0,0.94,1.0
2,-3.0,-22.0,70.0,10.42,14391.0,533.0,1.0,1.0,0.95,1.0
2a,-3.0,-34.0,70.0,10.25,,,,,,
2b,-9.0,-40.0,70.0,10.08,,,,,,
3,21.0,-31.0,-26.0,9.38,3024.0,112.0,1.0,1.0,0.76,0.99
4,21.0,-52.0,-20.0,9.38,2808.0,104.0,1.0,1.0,0.74,0.99
5,18.0,-46.0,70.0,6.75,1269.0,47.0,1.0,1.0,0.43,0.98
6,12.0,-64.0,-47.0,5.79,54.0,2.0,1.0,1.0,0.0,0.5
7,21.0,-58.0,-50.0,5.74,108.0,4.0,1.0,1.0,0.0,0.75
8,-33.0,-4.0,7.0,5.65,27.0,1.0,1.0,1.0,0.0,0.0
9,-33.0,-25.0,16.0,5.5,27.0,1.0,1.0,1.0,0.0,0.0
