Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,33.0,-85.0,7.0,6.90,27945,0.81,0.95,0.94
1a,39.0,-79.0,19.0,6.63,,,,
1b,30.0,-61.0,-14.0,6.55,,,,
1c,45.0,-79.0,1.0,5.98,,,,
2,-27.0,-67.0,-8.0,6.70,28971,0.79,0.95,0.95
2a,-27.0,-88.0,19.0,6.18,,,,
2b,-42.0,-85.0,10.0,5.95,,,,
2c,-21.0,-82.0,-14.0,5.95,,,,
3,30.0,-31.0,-20.0,4.46,648,0.00,0.00,0.00
4,24.0,-82.0,43.0,4.36,324,0.00,0.00,0.00
5,-12.0,-82.0,49.0,4.31,135,0.00,0.00,0.00
6,-3.0,-91.0,-11.0,4.20,108,0.00,0.00,0.00
7,30.0,-43.0,55.0,4.03,81,0.00,0.00,0.00
8,12.0,-55.0,-41.0,3.99,54,0.00,0.00,0.00
9,24.0,-100.0,-14.0,3.98,135,0.00,0.00,0.00
10,-24.0,-97.0,-14.0,3.89,108,0.00,0.00,0.00
11,9.0,-82.0,46.0,3.82,27,0.00,0.00,0.00
12,57.0,-43.0,52.0,3.80,108,0.00,0.00,0.00
13,-36.0,-22.0,-26.0,3.78,81,0.00,0.00,0.00
14,-6.0,-88.0,-14.0,3.77,27,0.00,0.00,0.00
15,-9.0,8.0,64.0,3.77,54,0.00,0.00,0.00
16,-18.0,-100.0,-11.0,3.75,54,0.00,0.00,0.00
17,-27.0,5.0,-23.0,3.70,27,0.00,0.00,0.00
18,39.0,-19.0,-23.0,3.68,54,0.00,0.00,0.00
19,-51.0,-43.0,49.0,3.67,27,0.00,0.00,0.00
20,-42.0,17.0,-29.0,3.66,27,0.00,0.00,0.00
21,-39.0,-22.0,-20.0,3.61,27,0.00,0.00,0.00
22,12.0,-85.0,-11.0,3.59,27,0.00,0.00,0.00
23,60.0,-43.0,49.0,3.59,27,0.00,0.00,0.00
24,63.0,-43.0,46.0,3.56,27,0.00,0.00,0.00
25,39.0,-37.0,-32.0,3.54,27,0.00,0.00,0.00
26,-39.0,-64.0,25.0,3.53,27,0.00,0.00,0.00
27,-42.0,-64.0,28.0,3.52,27,0.00,0.00,0.00
28,57.0,-55.0,1.0,3.50,27,0.00,0.00,0.00
