Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-27.0,-94.0,16.0,7.00,58725,1.00,1.00,0.99
1a,-18.0,-94.0,4.0,7.00,,,,
1b,39.0,-76.0,-11.0,6.92,,,,
1c,-21.0,-91.0,-2.0,6.90,,,,
2,57.0,-22.0,19.0,6.66,3834,1.00,1.00,0.81
2a,54.0,2.0,4.0,6.39,,,,
2b,57.0,-31.0,28.0,6.08,,,,
2c,51.0,-10.0,13.0,5.95,,,,
3,-42.0,-10.0,10.0,6.17,675,1.00,1.00,0.00
4,-63.0,-34.0,16.0,5.98,1458,1.00,1.00,0.50
5,3.0,-28.0,7.0,5.98,999,1.00,1.00,0.27
6,-18.0,-25.0,28.0,5.91,324,1.00,1.00,0.00
7,0.0,-25.0,25.0,5.91,1404,1.00,1.00,0.48
8,60.0,-22.0,-14.0,5.86,2754,1.00,1.00,0.74
8a,60.0,-34.0,-20.0,5.77,,,,
8b,69.0,-31.0,-17.0,5.60,,,,
8c,63.0,-43.0,-20.0,5.39,,,,
9,48.0,-55.0,43.0,5.75,837,1.00,1.00,0.13
9a,57.0,-37.0,40.0,5.29,,,,
9b,48.0,-46.0,40.0,5.23,,,,
10,45.0,-10.0,-5.0,5.58,540,1.00,1.00,0.00
11,9.0,26.0,-14.0,5.40,108,1.00,1.00,0.00
12,12.0,-25.0,40.0,5.36,351,1.00,1.00,0.00
13,-3.0,26.0,-8.0,5.35,54,1.00,1.00,0.00
14,3.0,-34.0,4.0,5.32,54,1.00,1.00,0.00
15,15.0,-61.0,34.0,5.24,54,1.00,1.00,0.00
16,-18.0,-34.0,61.0,5.20,270,1.00,1.00,0.00
17,-45.0,-19.0,1.0,5.19,27,1.00,1.00,0.00
18,-3.0,20.0,49.0,5.19,270,1.00,1.00,0.00
19,-39.0,-22.0,4.0,5.16,162,1.00,1.00,0.00
20,0.0,-22.0,16.0,5.15,27,1.00,1.00,0.00
21,-42.0,23.0,1.0,5.14,135,1.00,1.00,0.00
22,21.0,-40.0,64.0,5.12,81,1.00,1.00,0.00
23,57.0,35.0,10.0,5.10,54,1.00,1.00,0.00
24,-42.0,-25.0,7.0,5.10,54,1.00,1.00,0.00
25,15.0,-58.0,31.0,5.08,27,1.00,1.00,0.00
26,-3.0,-31.0,7.0,5.08,54,1.00,1.00,0.00
27,21.0,-28.0,64.0,5.06,27,1.00,1.00,0.00
28,6.0,-73.0,37.0,5.04,81,1.00,1.00,0.00
29,0.0,14.0,1.0,5.03,27,1.00,1.00,0.00
30,18.0,-34.0,10.0,5.03,27,1.00,1.00,0.00
31,60.0,-31.0,34.0,5.03,27,1.00,1.00,0.00
32,-48.0,-16.0,-2.0,5.02,27,1.00,1.00,0.00
33,-48.0,-34.0,22.0,5.02,27,1.00,1.00,0.00
34,-48.0,-16.0,7.0,5.02,27,1.00,1.00,0.00
