Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,39.0,-22.0,61.0,12.37,18063.0,669.0,1.0,1.0,0.96,1.0
1a,39.0,-19.0,49.0,12.08,,,,,,
2,-6.0,-22.0,73.0,11.24,22275.0,825.0,1.0,1.0,0.97,1.0
2a,-6.0,-34.0,73.0,11.08,,,,,,
3,-18.0,-52.0,-23.0,10.44,5481.0,203.0,1.0,1.0,0.87,1.0
3a,-3.0,-64.0,-20.0,6.05,,,,,,
4,21.0,-34.0,-26.0,9.1,5481.0,203.0,1.0,1.0,0.87,1.0
4a,3.0,-46.0,-8.0,5.88,,,,,,
5,-33.0,-25.0,16.0,8.64,4050.0,150.0,1.0,1.0,0.82,0.99
5a,-51.0,-31.0,19.0,6.87,,,,,,
6,-18.0,-61.0,-50.0,7.83,1080.0,40.0,1.0,1.0,0.33,0.97
7,-33.0,-10.0,7.0,7.29,1026.0,38.0,1.0,1.0,0.29,0.97
8,-9.0,-1.0,43.0,6.75,1350.0,50.0,1.0,1.0,0.46,0.98
9,45.0,-16.0,19.0,6.19,351.0,13.0,1.0,1.0,0.0,0.92
10,-54.0,2.0,7.0,5.92,837.0,31.0,1.0,1.0,0.13,0.97
11,-6.0,-67.0,-35.0,5.84,81.0,3.0,1.0,1.0,0.0,0.67
12,30.0,-1.0,-5.0,5.79,81.0,3.0,1.0,1.0,0.0,0.67
13,3.0,-67.0,-44.0,5.62,108.0,4.0,1.0,1.0,0.0,0.75
14,12.0,-43.0,70.0,5.62,513.0,19.0,1.0,1.0,0.0,0.95
