Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-39.0,-70.0,-11.0,8.54,150174.0,5562.0,0.84,0.93,0.96,0.93
1a,-39.0,-88.0,-8.0,8.15,,,,,,
1b,-30.0,-91.0,-11.0,8.13,,,,,,
1c,27.0,-88.0,-5.0,7.67,,,,,,
2,63.0,-10.0,4.0,8.46,38286.0,1418.0,0.72,0.81,0.85,0.8
2a,54.0,-22.0,7.0,7.59,,,,,,
2b,63.0,-22.0,10.0,7.49,,,,,,
2c,66.0,-22.0,1.0,7.03,,,,,,
3,-51.0,-22.0,10.0,8.1,42363.0,1569.0,0.68,0.79,0.85,0.79
3a,-60.0,-4.0,-5.0,7.88,,,,,,
3b,-63.0,-10.0,1.0,7.87,,,,,,
3c,-54.0,-7.0,-17.0,6.39,,,,,,
4,-48.0,5.0,34.0,6.56,13716.0,508.0,0.48,0.63,0.67,0.64
4a,-36.0,5.0,28.0,6.05,,,,,,
4b,-51.0,-1.0,49.0,5.51,,,,,,
4c,-27.0,2.0,67.0,4.8,,,,,,
5,-12.0,56.0,31.0,5.97,7884.0,292.0,0.18,0.35,0.38,0.36
5a,-6.0,44.0,49.0,4.94,,,,,,
5b,-15.0,44.0,43.0,4.31,,,,,,
5c,12.0,53.0,37.0,4.17,,,,,,
6,30.0,5.0,64.0,5.69,11394.0,422.0,0.36,0.5,0.57,0.5
6a,45.0,2.0,58.0,5.61,,,,,,
6b,51.0,8.0,37.0,5.51,,,,,,
6c,51.0,5.0,28.0,5.41,,,,,,
7,-3.0,56.0,-14.0,5.51,2592.0,96.0,0.22,0.3,0.1,0.31
7a,6.0,65.0,-14.0,5.03,,,,,,
8,24.0,-82.0,-32.0,4.8,1296.0,48.0,0.06,0.1,0.0,0.12
9,0.0,11.0,52.0,4.73,7155.0,265.0,0.2,0.35,0.37,0.36
9a,6.0,8.0,58.0,4.67,,,,,,
9b,-3.0,-1.0,64.0,4.6,,,,,,
9c,9.0,14.0,40.0,3.74,,,,,,
10,39.0,32.0,-17.0,4.66,3807.0,141.0,0.02,0.13,0.12,0.14
10a,51.0,26.0,-2.0,4.62,,,,,,
10b,45.0,32.0,1.0,4.51,,,,,,
10c,39.0,35.0,-11.0,4.45,,,,,,
11,-24.0,23.0,46.0,4.48,216.0,8.0,0.0,0.0,0.0,0.0
12,-27.0,-10.0,-20.0,4.39,1458.0,54.0,0.0,0.0,0.0,0.0
12a,-21.0,-13.0,-14.0,4.25,,,,,,
13,-45.0,29.0,25.0,4.19,1998.0,74.0,0.0,0.0,0.0,0.0
13a,-42.0,35.0,37.0,4.0,,,,,,
13b,-45.0,38.0,28.0,4.0,,,,,,
14,-18.0,17.0,4.0,4.16,81.0,3.0,0.0,0.0,0.0,0.0
15,-51.0,-67.0,25.0,4.12,2430.0,90.0,0.0,0.0,0.0,0.0
15a,-42.0,-64.0,25.0,3.83,,,,,,
16,-6.0,32.0,-29.0,3.93,54.0,2.0,0.0,0.0,0.0,0.0
17,-27.0,-82.0,-38.0,3.92,1188.0,44.0,0.0,0.0,0.0,0.0
18,-24.0,-31.0,-20.0,3.77,135.0,5.0,0.0,0.0,0.0,0.0
19,-18.0,-52.0,61.0,3.71,405.0,15.0,0.0,0.0,0.0,0.0
19a,-18.0,-52.0,70.0,3.6,,,,,,
20,-42.0,50.0,16.0,3.53,351.0,13.0,0.0,0.0,0.0,0.0
21,-24.0,-37.0,-14.0,3.52,81.0,3.0,0.0,0.0,0.0,0.0
22,30.0,20.0,10.0,3.47,216.0,8.0,0.0,0.0,0.0,0.0
23,-24.0,59.0,-14.0,3.47,216.0,8.0,0.0,0.0,0.0,0.0
24,-42.0,-7.0,-44.0,3.46,405.0,15.0,0.0,0.0,0.0,0.0
25,39.0,56.0,22.0,3.35,27.0,1.0,0.0,0.0,0.0,0.0
26,-60.0,5.0,10.0,3.32,108.0,4.0,0.0,0.0,0.0,0.0
27,12.0,20.0,34.0,3.28,54.0,2.0,0.0,0.0,0.0,0.0
28,12.0,-76.0,-20.0,3.26,81.0,3.0,0.0,0.0,0.0,0.0
29,-39.0,-16.0,-41.0,3.24,27.0,1.0,0.0,0.0,0.0,0.0
30,24.0,59.0,4.0,3.21,135.0,5.0,0.0,0.0,0.0,0.0
31,33.0,-40.0,-47.0,3.16,54.0,2.0,0.0,0.0,0.0,0.0
32,-45.0,-49.0,-32.0,3.15,27.0,1.0,0.0,0.0,0.0,0.0
33,0.0,14.0,28.0,3.14,27.0,1.0,0.0,0.0,0.0,0.0
34,33.0,-43.0,-44.0,3.13,27.0,1.0,0.0,0.0,0.0,0.0
35,-33.0,14.0,1.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
36,6.0,17.0,-20.0,3.09,27.0,1.0,0.0,0.0,0.0,0.0
37,-27.0,8.0,-23.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
38,45.0,44.0,22.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
39,-6.0,-70.0,-26.0,3.07,81.0,3.0,0.0,0.0,0.0,0.0
40,51.0,-49.0,-41.0,3.06,54.0,2.0,0.0,0.0,0.0,0.0
41,51.0,-13.0,-41.0,3.05,27.0,1.0,0.0,0.0,0.0,0.0
42,45.0,47.0,19.0,3.05,27.0,1.0,0.0,0.0,0.0,0.0
43,-54.0,8.0,13.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
44,-24.0,17.0,64.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
