Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-39.0,-70.0,-11.0,8.54,22113.0,819.0,1.0,1.0,0.97,1.0
1a,-39.0,-88.0,-8.0,8.15,,,,,,
1b,-30.0,-91.0,-11.0,8.13,,,,,,
1c,-27.0,-94.0,4.0,7.18,,,,,,
2,63.0,-10.0,4.0,8.46,16146.0,598.0,1.0,1.0,0.95,1.0
2a,54.0,-22.0,7.0,7.59,,,,,,
2b,63.0,-22.0,10.0,7.49,,,,,,
2c,66.0,-22.0,1.0,7.03,,,,,,
3,-51.0,-22.0,10.0,8.1,15471.0,573.0,1.0,1.0,0.95,1.0
3a,-60.0,-4.0,-5.0,7.88,,,,,,
3b,-63.0,-10.0,1.0,7.87,,,,,,
3c,-54.0,-7.0,-17.0,6.39,,,,,,
4,27.0,-88.0,-5.0,7.67,19980.0,740.0,1.0,1.0,0.96,1.0
4a,42.0,-79.0,-5.0,7.65,,,,,,
4b,39.0,-76.0,-14.0,7.36,,,,,,
4c,42.0,-88.0,-2.0,7.35,,,,,,
5,-33.0,-58.0,52.0,6.75,7371.0,273.0,1.0,1.0,0.9,1.0
5a,-45.0,-40.0,46.0,5.93,,,,,,
6,-48.0,5.0,34.0,6.56,1998.0,74.0,1.0,1.0,0.64,0.99
6a,-36.0,5.0,28.0,6.05,,,,,,
7,30.0,-70.0,34.0,6.41,1377.0,51.0,1.0,1.0,0.47,0.98
7a,33.0,-79.0,25.0,5.82,,,,,,
8,33.0,-49.0,49.0,6.28,3807.0,141.0,1.0,1.0,0.81,0.99
8a,27.0,-61.0,49.0,5.89,,,,,,
8b,24.0,-70.0,49.0,5.55,,,,,,
8c,15.0,-70.0,55.0,5.09,,,,,,
9,-12.0,56.0,31.0,5.97,324.0,12.0,1.0,1.0,0.0,0.92
10,45.0,-37.0,46.0,5.93,648.0,24.0,1.0,1.0,0.0,0.96
11,30.0,5.0,64.0,5.69,162.0,6.0,1.0,1.0,0.0,0.83
12,45.0,2.0,58.0,5.61,189.0,7.0,1.0,1.0,0.0,0.86
13,51.0,8.0,37.0,5.51,486.0,18.0,1.0,1.0,0.0,0.94
13a,51.0,5.0,28.0,5.41,,,,,,
14,-51.0,-1.0,49.0,5.51,216.0,8.0,1.0,1.0,0.0,0.88
15,-3.0,56.0,-14.0,5.51,108.0,4.0,1.0,1.0,0.0,0.75
16,-24.0,-79.0,37.0,5.48,243.0,9.0,1.0,1.0,0.0,0.89
17,-30.0,-76.0,25.0,5.34,216.0,8.0,1.0,1.0,0.0,0.88
18,51.0,-16.0,-11.0,5.21,27.0,1.0,1.0,1.0,0.0,0.0
19,42.0,-46.0,55.0,5.19,54.0,2.0,1.0,1.0,0.0,0.5
20,-36.0,-31.0,19.0,5.13,27.0,1.0,1.0,1.0,0.0,0.0
21,42.0,-16.0,-5.0,5.1,27.0,1.0,1.0,1.0,0.0,0.0
22,45.0,-43.0,58.0,5.04,27.0,1.0,1.0,1.0,0.0,0.0
23,6.0,65.0,-14.0,5.03,27.0,1.0,1.0,1.0,0.0,0.0
24,-45.0,5.0,-17.0,5.02,27.0,1.0,1.0,1.0,0.0,0.0
25,45.0,-67.0,7.0,5.01,27.0,1.0,1.0,1.0,0.0,0.0
