Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,54.0,-46.0,28.0,6.03,6561,0.99,0.99,0.89
1a,54.0,-49.0,16.0,5.92,,,,
1b,63.0,-49.0,37.0,5.36,,,,
2,3.0,-58.0,37.0,5.58,5076,0.98,0.99,0.86
2a,3.0,-64.0,46.0,5.11,,,,
3,63.0,-31.0,1.0,5.21,216,0.62,0.75,0.00
4,-60.0,-55.0,37.0,5.07,108,0.75,0.75,0.00
5,-51.0,35.0,13.0,4.99,189,0.57,0.71,0.00
6,3.0,62.0,16.0,4.88,378,0.79,0.86,0.00
7,63.0,-22.0,-14.0,4.64,81,0.33,0.67,0.00
8,0.0,-49.0,55.0,4.64,54,0.00,0.50,0.00
9,54.0,2.0,-29.0,4.62,27,0.00,0.00,0.00
10,57.0,5.0,-32.0,4.58,54,0.00,0.50,0.00
11,57.0,-31.0,-2.0,4.52,27,0.00,0.00,0.00
