Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,57.0,-31.0,31.0,6.87,13797.0,511.0,1.0,1.0,0.95,1.0
1a,51.0,-58.0,43.0,6.14,,,,,,
1b,48.0,-22.0,37.0,5.86,,,,,,
1c,54.0,-55.0,34.0,5.85,,,,,,
2,24.0,-94.0,7.0,6.69,8370.0,310.0,0.99,1.0,0.91,1.0
2a,27.0,-88.0,-2.0,6.6,,,,,,
3,54.0,11.0,7.0,6.32,1701.0,63.0,0.97,0.98,0.57,0.97
4,-24.0,-88.0,-5.0,6.28,9774.0,362.0,0.99,1.0,0.93,0.99
4a,-21.0,-94.0,4.0,6.07,,,,,,
4b,-12.0,-88.0,-5.0,5.95,,,,,,
5,-60.0,-34.0,25.0,6.16,4995.0,185.0,0.99,0.99,0.85,0.99
5a,-54.0,-31.0,19.0,5.84,,,,,,
6,3.0,-58.0,67.0,5.99,14877.0,551.0,1.0,1.0,0.95,1.0
6a,3.0,-73.0,46.0,5.67,,,,,,
6b,-9.0,-61.0,64.0,5.6,,,,,,
6c,-33.0,-43.0,64.0,5.49,,,,,,
7,-51.0,-37.0,4.0,5.93,1188.0,44.0,0.95,0.98,0.39,0.95
8,-42.0,-58.0,43.0,5.77,3537.0,131.0,0.98,0.99,0.79,0.98
9,0.0,-25.0,31.0,5.64,1971.0,73.0,0.97,0.99,0.63,0.97
9a,9.0,-43.0,25.0,4.9,,,,,,
9b,-3.0,-37.0,25.0,4.83,,,,,,
10,3.0,-97.0,22.0,5.56,1053.0,39.0,0.95,0.97,0.31,0.95
10a,3.0,-91.0,34.0,5.14,,,,,,
11,-54.0,-4.0,49.0,5.29,459.0,17.0,0.88,0.94,0.0,0.88
12,-54.0,-73.0,1.0,5.27,1026.0,38.0,0.95,0.97,0.29,0.97
12a,-48.0,-82.0,10.0,5.02,,,,,,
13,63.0,-25.0,-14.0,5.26,432.0,16.0,0.88,0.94,0.0,0.88
14,27.0,-43.0,61.0,5.06,756.0,28.0,0.93,0.96,0.04,0.96
15,-60.0,-22.0,-29.0,5.03,405.0,15.0,0.87,0.93,0.0,0.87
16,48.0,-31.0,4.0,5.02,216.0,8.0,0.75,0.88,0.0,0.88
17,-51.0,-67.0,-35.0,4.88,243.0,9.0,0.89,0.89,0.0,0.89
18,36.0,2.0,10.0,4.86,135.0,5.0,0.8,1.0,0.0,0.8
19,57.0,-70.0,10.0,4.79,189.0,7.0,0.71,0.86,0.0,0.86
20,-30.0,-16.0,61.0,4.76,432.0,16.0,0.88,0.94,0.0,0.88
20a,-21.0,-16.0,64.0,4.73,,,,,,
21,0.0,-46.0,73.0,4.69,27.0,1.0,0.0,1.0,0.0,0.0
22,-54.0,-10.0,-5.0,4.65,135.0,5.0,0.6,0.8,0.0,0.6
23,15.0,11.0,-26.0,4.63,27.0,1.0,0.0,1.0,0.0,0.0
24,-24.0,-52.0,-20.0,4.6,54.0,2.0,0.0,0.5,0.0,0.0
25,-12.0,-55.0,28.0,4.59,81.0,3.0,0.33,0.67,0.0,0.33
26,-57.0,-4.0,-8.0,4.57,27.0,1.0,0.0,0.0,0.0,0.0
27,-27.0,-67.0,-23.0,4.54,27.0,1.0,0.0,0.0,0.0,0.0
28,-18.0,-49.0,-20.0,4.54,27.0,1.0,0.0,0.0,0.0,0.0
29,18.0,11.0,-23.0,4.54,27.0,1.0,0.0,0.0,0.0,0.0
30,-9.0,2.0,40.0,4.52,27.0,1.0,0.0,0.0,0.0,0.0
31,60.0,-58.0,-23.0,4.52,27.0,1.0,0.0,0.0,0.0,0.0
32,-27.0,50.0,-17.0,4.51,27.0,1.0,0.0,0.0,0.0,0.0
33,42.0,-1.0,13.0,4.5,27.0,1.0,0.0,0.0,0.0,0.0
