Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,18.0,-100.0,10.0,8.02,88128,0.99,1.00,0.99
1a,15.0,-91.0,1.0,8.01,,,,
1b,27.0,-55.0,-11.0,7.81,,,,
1c,24.0,-88.0,10.0,7.54,,,,
2,-39.0,-73.0,46.0,4.93,675,0.28,0.52,0.00
3,24.0,-58.0,55.0,4.83,1323,0.43,0.73,0.33
4,51.0,-70.0,40.0,4.68,108,0.00,0.00,0.00
5,3.0,29.0,-17.0,4.64,621,0.13,0.52,0.00
6,-42.0,-46.0,-23.0,4.61,486,0.06,0.33,0.00
7,27.0,5.0,58.0,4.54,243,0.00,0.00,0.00
8,-63.0,-52.0,4.0,4.50,351,0.00,0.15,0.00
9,-24.0,62.0,-11.0,4.45,108,0.00,0.00,0.00
10,-15.0,-64.0,55.0,4.39,162,0.00,0.00,0.00
11,48.0,-67.0,46.0,4.38,54,0.00,0.00,0.00
12,42.0,-43.0,49.0,4.29,162,0.00,0.00,0.00
13,54.0,-28.0,46.0,4.29,189,0.00,0.00,0.00
14,24.0,-73.0,40.0,4.28,162,0.00,0.00,0.00
15,57.0,-49.0,52.0,4.20,27,0.00,0.00,0.00
16,57.0,-64.0,37.0,4.18,54,0.00,0.00,0.00
17,48.0,-64.0,49.0,4.08,27,0.00,0.00,0.00
18,54.0,-64.0,40.0,4.08,27,0.00,0.00,0.00
19,45.0,-70.0,46.0,4.07,27,0.00,0.00,0.00
20,51.0,8.0,16.0,4.06,27,0.00,0.00,0.00
21,57.0,-61.0,40.0,4.05,27,0.00,0.00,0.00
22,9.0,35.0,-14.0,4.04,27,0.00,0.00,0.00
23,-45.0,-67.0,34.0,4.03,27,0.00,0.00,0.00
24,63.0,-61.0,22.0,4.03,27,0.00,0.00,0.00
25,9.0,41.0,-17.0,4.01,27,0.00,0.00,0.00
