Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
31,-24.0,-34.0,7.0,3.7,189.0,7.0,0.0,0.0,0.0,0.0
32,-27.0,-52.0,-5.0,3.64,972.0,36.0,0.0,0.0,0.0,0.0
33,-24.0,62.0,7.0,3.59,405.0,15.0,0.0,0.0,0.0,0.0
34,6.0,14.0,52.0,3.59,864.0,32.0,0.0,0.0,0.0,0.0
34a,-3.0,14.0,49.0,3.34,,,,,,
35,-39.0,-25.0,1.0,3.57,108.0,4.0,0.0,0.0,0.0,0.0
36,30.0,5.0,4.0,3.53,54.0,2.0,0.0,0.0,0.0,0.0
37,-27.0,62.0,19.0,3.48,216.0,8.0,0.0,0.0,0.0,0.0
38,-30.0,29.0,49.0,3.43,405.0,15.0,0.0,0.0,0.0,0.0
39,-33.0,8.0,31.0,3.41,54.0,2.0,0.0,0.0,0.0,0.0
40,0.0,62.0,28.0,3.4,81.0,3.0,0.0,0.0,0.0,0.0
41,-21.0,41.0,37.0,3.39,135.0,5.0,0.0,0.0,0.0,0.0
42,6.0,-25.0,4.0,3.37,81.0,3.0,0.0,0.0,0.0,0.0
43,-51.0,-16.0,-32.0,3.34,243.0,9.0,0.0,0.0,0.0,0.0
44,-48.0,-46.0,55.0,3.34,108.0,4.0,0.0,0.0,0.0,0.0
45,-24.0,-7.0,10.0,3.31,54.0,2.0,0.0,0.0,0.0,0.0
46,-18.0,-46.0,70.0,3.27,216.0,8.0,0.0,0.0,0.0,0.0
47,-27.0,-43.0,-35.0,3.26,27.0,1.0,0.0,0.0,0.0,0.0
48,12.0,-10.0,-32.0,3.26,27.0,1.0,0.0,0.0,0.0,0.0
49,-18.0,-94.0,7.0,3.24,27.0,1.0,0.0,0.0,0.0,0.0
50,30.0,-70.0,-8.0,3.23,135.0,5.0,0.0,0.0,0.0,0.0
51,24.0,-58.0,46.0,3.21,81.0,3.0,0.0,0.0,0.0,0.0
52,15.0,-28.0,-20.0,3.18,54.0,2.0,0.0,0.0,0.0,0.0
53,21.0,-16.0,-35.0,3.15,27.0,1.0,0.0,0.0,0.0,0.0
54,-30.0,-52.0,-32.0,3.14,54.0,2.0,0.0,0.0,0.0,0.0
55,-3.0,-67.0,22.0,3.14,27.0,1.0,0.0,0.0,0.0,0.0
56,-9.0,-13.0,16.0,3.13,27.0,1.0,0.0,0.0,0.0,0.0
57,-30.0,-10.0,-2.0,3.11,54.0,2.0,0.0,0.0,0.0,0.0
58,24.0,-43.0,70.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
59,9.0,-70.0,61.0,3.1,54.0,2.0,0.0,0.0,0.0,0.0
60,24.0,47.0,31.0,3.09,27.0,1.0,0.0,0.0,0.0,0.0
61,-36.0,-19.0,22.0,3.08,54.0,2.0,0.0,0.0,0.0,0.0
62,48.0,47.0,10.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
63,-18.0,62.0,-11.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
64,21.0,-40.0,-35.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
65,-9.0,-16.0,-23.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
66,-9.0,-85.0,-8.0,3.07,162.0,6.0,0.0,0.0,0.0,0.0
67,30.0,-46.0,-35.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
68,54.0,-64.0,-35.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
69,-24.0,14.0,-2.0,3.06,27.0,1.0,0.0,0.0,0.0,0.0
70,-21.0,59.0,25.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
71,-36.0,11.0,28.0,3.04,54.0,2.0,0.0,0.0,0.0,0.0
72,-33.0,-43.0,67.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
73,6.0,-91.0,-20.0,3.03,54.0,2.0,0.0,0.0,0.0,0.0
74,-6.0,-88.0,-8.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
75,-39.0,-22.0,19.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
76,51.0,-52.0,-23.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
