Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,18.0,-49.0,4.0,5.2,513.0,19.0,0.16,0.16,0.0,0.16
2,30.0,-97.0,-11.0,5.19,7074.0,262.0,0.35,0.68,0.74,0.68
2a,30.0,-82.0,-38.0,4.57,,,,,,
2b,42.0,-67.0,-41.0,4.5,,,,,,
2c,36.0,-79.0,-41.0,4.46,,,,,,
3,-24.0,-97.0,-17.0,5.14,3915.0,145.0,0.28,0.53,0.54,0.54
3a,-33.0,-91.0,-17.0,4.85,,,,,,
3b,-27.0,-91.0,-32.0,4.53,,,,,,
3c,-21.0,-91.0,-38.0,4.31,,,,,,
4,48.0,-40.0,58.0,5.05,5319.0,197.0,0.29,0.58,0.65,0.59
4a,54.0,-52.0,40.0,4.97,,,,,,
4b,63.0,-40.0,37.0,4.01,,,,,,
5,-39.0,-70.0,-35.0,4.98,5805.0,215.0,0.31,0.6,0.68,0.6
5a,-48.0,-70.0,-44.0,4.3,,,,,,
5b,-42.0,-70.0,-20.0,4.13,,,,,,
6,15.0,-61.0,-23.0,4.97,2673.0,99.0,0.09,0.3,0.31,0.33
6a,9.0,-46.0,-23.0,4.39,,,,,,
6b,18.0,-46.0,-29.0,4.31,,,,,,
7,-57.0,-4.0,-5.0,4.82,12177.0,451.0,0.53,0.81,0.85,0.81
7a,-63.0,-25.0,13.0,4.45,,,,,,
7b,-60.0,-13.0,1.0,4.41,,,,,,
7c,-57.0,-37.0,10.0,4.39,,,,,,
8,-12.0,-7.0,16.0,4.8,648.0,24.0,0.12,0.12,0.0,0.17
9,-15.0,-43.0,-26.0,4.62,729.0,27.0,0.04,0.11,0.0,0.19
10,-54.0,-10.0,43.0,4.62,1269.0,47.0,0.0,0.04,0.0,0.11
10a,-45.0,-22.0,37.0,3.98,,,,,,
11,27.0,-40.0,61.0,4.61,756.0,28.0,0.0,0.0,0.0,0.04
12,42.0,2.0,-8.0,4.59,999.0,37.0,0.08,0.11,0.0,0.16
12a,36.0,11.0,1.0,3.76,,,,,,
13,36.0,-10.0,4.0,4.59,1134.0,42.0,0.0,0.05,0.0,0.12
13a,39.0,-13.0,-11.0,4.45,,,,,,
14,15.0,38.0,49.0,4.58,648.0,24.0,0.0,0.04,0.0,0.08
15,30.0,35.0,46.0,4.55,3645.0,135.0,0.2,0.39,0.48,0.4
15a,39.0,32.0,43.0,4.51,,,,,,
15b,30.0,17.0,55.0,4.48,,,,,,
15c,27.0,26.0,52.0,4.25,,,,,,
16,3.0,35.0,34.0,4.5,1431.0,53.0,0.0,0.04,0.0,0.08
16a,3.0,26.0,22.0,3.79,,,,,,
17,0.0,-67.0,-23.0,4.48,2511.0,93.0,0.05,0.2,0.26,0.24
17a,0.0,-58.0,-11.0,4.41,,,,,,
17b,-15.0,-58.0,-23.0,3.96,,,,,,
18,57.0,-4.0,25.0,4.47,513.0,19.0,0.0,0.0,0.0,0.05
19,60.0,5.0,4.0,4.46,2214.0,82.0,0.0,0.07,0.16,0.11
19a,57.0,17.0,-5.0,4.22,,,,,,
19b,57.0,-7.0,10.0,3.86,,,,,,
19c,48.0,-13.0,13.0,3.77,,,,,,
20,9.0,-49.0,73.0,4.41,945.0,35.0,0.0,0.0,0.0,0.03
20a,9.0,-49.0,64.0,4.12,,,,,,
20b,12.0,-40.0,64.0,3.95,,,,,,
21,36.0,44.0,7.0,4.4,324.0,12.0,0.0,0.0,0.0,0.0
22,-9.0,50.0,19.0,4.37,1080.0,40.0,0.0,0.0,0.0,0.05
23,-33.0,-13.0,13.0,4.33,351.0,13.0,0.0,0.0,0.0,0.0
24,6.0,-34.0,64.0,4.27,270.0,10.0,0.0,0.0,0.0,0.0
25,-12.0,11.0,-17.0,4.2,243.0,9.0,0.0,0.0,0.0,0.0
26,39.0,-31.0,16.0,4.19,189.0,7.0,0.0,0.0,0.0,0.0
27,6.0,-19.0,40.0,4.18,864.0,32.0,0.0,0.0,0.0,0.0
28,-21.0,-34.0,58.0,4.17,243.0,9.0,0.0,0.0,0.0,0.0
29,30.0,-43.0,-11.0,4.16,567.0,21.0,0.0,0.0,0.0,0.0
30,-33.0,2.0,10.0,4.16,243.0,9.0,0.0,0.0,0.0,0.0
31,12.0,20.0,-20.0,4.15,594.0,22.0,0.0,0.0,0.0,0.0
32,-6.0,59.0,1.0,4.13,1323.0,49.0,0.0,0.0,0.0,0.0
32a,9.0,53.0,-5.0,4.01,,,,,,
32b,-3.0,62.0,7.0,3.92,,,,,,
33,21.0,59.0,19.0,4.13,324.0,12.0,0.0,0.0,0.0,0.0
34,36.0,-76.0,7.0,4.07,216.0,8.0,0.0,0.0,0.0,0.0
35,18.0,41.0,-23.0,4.07,378.0,14.0,0.0,0.0,0.0,0.0
36,-27.0,-19.0,4.0,4.03,54.0,2.0,0.0,0.0,0.0,0.0
37,39.0,11.0,28.0,4.02,513.0,19.0,0.0,0.0,0.0,0.0
38,51.0,-22.0,55.0,4.0,162.0,6.0,0.0,0.0,0.0,0.0
39,69.0,-22.0,-14.0,3.92,324.0,12.0,0.0,0.0,0.0,0.0
39a,63.0,-25.0,-8.0,3.84,,,,,,
40,-15.0,23.0,-23.0,3.91,162.0,6.0,0.0,0.0,0.0,0.0
41,69.0,-40.0,-14.0,3.89,108.0,4.0,0.0,0.0,0.0,0.0
42,-45.0,20.0,37.0,3.87,81.0,3.0,0.0,0.0,0.0,0.0
43,15.0,50.0,40.0,3.85,135.0,5.0,0.0,0.0,0.0,0.0
44,-6.0,-52.0,34.0,3.82,243.0,9.0,0.0,0.0,0.0,0.0
45,-39.0,-22.0,37.0,3.81,27.0,1.0,0.0,0.0,0.0,0.0
46,3.0,-73.0,-35.0,3.81,189.0,7.0,0.0,0.0,0.0,0.0
47,60.0,-28.0,28.0,3.79,216.0,8.0,0.0,0.0,0.0,0.0
48,0.0,-19.0,-32.0,3.79,81.0,3.0,0.0,0.0,0.0,0.0
49,45.0,56.0,1.0,3.79,216.0,8.0,0.0,0.0,0.0,0.0
50,15.0,-1.0,16.0,3.79,162.0,6.0,0.0,0.0,0.0,0.0
51,-51.0,-64.0,-35.0,3.76,54.0,2.0,0.0,0.0,0.0,0.0
52,-66.0,-28.0,37.0,3.76,54.0,2.0,0.0,0.0,0.0,0.0
53,-15.0,26.0,-5.0,3.75,108.0,4.0,0.0,0.0,0.0,0.0
54,33.0,17.0,61.0,3.73,54.0,2.0,0.0,0.0,0.0,0.0
55,33.0,2.0,1.0,3.72,27.0,1.0,0.0,0.0,0.0,0.0
56,12.0,-79.0,31.0,3.71,27.0,1.0,0.0,0.0,0.0,0.0
57,-24.0,-34.0,7.0,3.7,54.0,2.0,0.0,0.0,0.0,0.0
58,45.0,38.0,34.0,3.69,27.0,1.0,0.0,0.0,0.0,0.0
59,3.0,-82.0,-29.0,3.68,81.0,3.0,0.0,0.0,0.0,0.0
60,-36.0,-64.0,-47.0,3.67,54.0,2.0,0.0,0.0,0.0,0.0
61,6.0,-67.0,64.0,3.65,27.0,1.0,0.0,0.0,0.0,0.0
62,-27.0,-52.0,-5.0,3.64,81.0,3.0,0.0,0.0,0.0,0.0
63,-51.0,-46.0,-2.0,3.63,54.0,2.0,0.0,0.0,0.0,0.0
64,-48.0,-73.0,25.0,3.63,108.0,4.0,0.0,0.0,0.0,0.0
65,57.0,-61.0,-17.0,3.63,243.0,9.0,0.0,0.0,0.0,0.0
66,45.0,-79.0,-23.0,3.63,27.0,1.0,0.0,0.0,0.0,0.0
67,30.0,-76.0,25.0,3.63,54.0,2.0,0.0,0.0,0.0,0.0
68,66.0,-10.0,7.0,3.63,54.0,2.0,0.0,0.0,0.0,0.0
69,15.0,-91.0,-29.0,3.61,54.0,2.0,0.0,0.0,0.0,0.0
70,33.0,8.0,7.0,3.6,27.0,1.0,0.0,0.0,0.0,0.0
71,9.0,44.0,19.0,3.6,27.0,1.0,0.0,0.0,0.0,0.0
72,18.0,-31.0,-32.0,3.6,27.0,1.0,0.0,0.0,0.0,0.0
73,24.0,-25.0,55.0,3.59,27.0,1.0,0.0,0.0,0.0,0.0
74,-24.0,62.0,7.0,3.59,27.0,1.0,0.0,0.0,0.0,0.0
75,6.0,14.0,52.0,3.59,54.0,2.0,0.0,0.0,0.0,0.0
76,-39.0,-25.0,1.0,3.57,27.0,1.0,0.0,0.0,0.0,0.0
77,-48.0,-64.0,-47.0,3.55,27.0,1.0,0.0,0.0,0.0,0.0
78,57.0,-67.0,-11.0,3.55,27.0,1.0,0.0,0.0,0.0,0.0
79,-48.0,-13.0,28.0,3.54,27.0,1.0,0.0,0.0,0.0,0.0
80,15.0,35.0,58.0,3.54,27.0,1.0,0.0,0.0,0.0,0.0
81,30.0,5.0,4.0,3.53,27.0,1.0,0.0,0.0,0.0,0.0
82,-42.0,17.0,40.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
83,-27.0,-55.0,-11.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
84,27.0,-58.0,-29.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
85,-51.0,-19.0,52.0,3.52,27.0,1.0,0.0,0.0,0.0,0.0
86,45.0,-10.0,16.0,3.51,27.0,1.0,0.0,0.0,0.0,0.0
87,33.0,-58.0,-26.0,3.51,27.0,1.0,0.0,0.0,0.0,0.0
88,18.0,-31.0,64.0,3.5,27.0,1.0,0.0,0.0,0.0,0.0
