Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,18.0,-49.0,4.0,5.2,108.0,4.0,0.75,0.75,0.0,0.75
2,30.0,-97.0,-11.0,5.19,378.0,14.0,0.86,0.86,0.0,0.86
3,-24.0,-97.0,-17.0,5.14,432.0,16.0,0.88,0.88,0.0,0.88
3a,-33.0,-91.0,-17.0,4.85,,,,,,
4,48.0,-40.0,58.0,5.05,594.0,22.0,0.91,0.91,0.0,0.91
5,-39.0,-70.0,-35.0,4.98,513.0,19.0,0.89,0.89,0.0,0.89
6,54.0,-52.0,40.0,4.97,189.0,7.0,0.71,0.71,0.0,0.71
7,15.0,-61.0,-23.0,4.97,135.0,5.0,0.6,0.6,0.0,0.6
8,-57.0,-4.0,-5.0,4.82,108.0,4.0,0.5,0.5,0.0,0.5
9,-12.0,-7.0,16.0,4.8,108.0,4.0,0.75,0.75,0.0,0.75
10,-15.0,-43.0,-26.0,4.62,27.0,1.0,0.0,0.0,0.0,0.0
11,-54.0,-10.0,43.0,4.62,27.0,1.0,0.0,0.0,0.0,0.0
12,27.0,-40.0,61.0,4.61,27.0,1.0,0.0,0.0,0.0,0.0
13,42.0,2.0,-8.0,4.59,108.0,4.0,0.5,0.5,0.0,0.5
14,36.0,-10.0,4.0,4.59,27.0,1.0,0.0,0.0,0.0,0.0
15,15.0,38.0,49.0,4.58,54.0,2.0,0.0,0.5,0.0,0.5
16,30.0,-82.0,-38.0,4.57,27.0,1.0,0.0,0.0,0.0,0.0
17,30.0,35.0,46.0,4.55,27.0,1.0,0.0,0.0,0.0,0.0
18,-27.0,-91.0,-32.0,4.53,27.0,1.0,0.0,0.0,0.0,0.0
19,39.0,32.0,43.0,4.51,27.0,1.0,0.0,0.0,0.0,0.0
20,42.0,-67.0,-41.0,4.5,27.0,1.0,0.0,0.0,0.0,0.0
21,3.0,35.0,34.0,4.5,27.0,1.0,0.0,0.0,0.0,0.0
