Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,36.0,-82.0,19.0,9.51,143613,0.86,0.89,0.95
1a,-33.0,-88.0,10.0,9.45,,,,
1b,27.0,-61.0,-11.0,9.29,,,,
1c,0.0,-82.0,13.0,8.40,,,,
2,42.0,-46.0,-20.0,6.60,3132,0.41,0.44,0.30
3,-9.0,47.0,-26.0,6.11,1647,0.34,0.39,0.00
3a,-12.0,59.0,-23.0,3.18,,,,
4,-27.0,26.0,55.0,5.47,4158,0.14,0.17,0.15
4a,-42.0,20.0,52.0,4.19,,,,
4b,-15.0,38.0,55.0,4.02,,,,
4c,-12.0,50.0,46.0,3.40,,,,
5,-21.0,35.0,-14.0,5.43,2160,0.35,0.39,0.20
6,0.0,-64.0,37.0,5.32,4131,0.17,0.22,0.21
6a,6.0,-52.0,31.0,3.28,,,,
7,6.0,47.0,-26.0,5.32,1998,0.14,0.18,0.01
7a,12.0,53.0,-23.0,4.86,,,,
8,24.0,2.0,-17.0,5.29,3915,0.12,0.14,0.13
8a,21.0,-10.0,-14.0,4.54,,,,
8b,39.0,23.0,-32.0,4.02,,,,
8c,42.0,14.0,-20.0,3.98,,,,
9,48.0,-61.0,-8.0,5.20,2646,0.28,0.34,0.23
10,-39.0,11.0,-23.0,5.15,5454,0.04,0.10,0.12
10a,-39.0,8.0,-11.0,4.17,,,,
10b,-21.0,-10.0,-14.0,4.16,,,,
10c,-39.0,23.0,-23.0,4.06,,,,
11,-51.0,-67.0,25.0,5.09,12609,0.26,0.33,0.52
11a,-48.0,-67.0,37.0,4.75,,,,
11b,-48.0,-55.0,19.0,4.60,,,,
11c,-57.0,-43.0,13.0,4.11,,,,
12,3.0,59.0,25.0,4.60,8019,0.00,0.02,0.23
12a,18.0,32.0,49.0,4.44,,,,
12b,-9.0,59.0,28.0,3.93,,,,
12c,6.0,41.0,52.0,3.90,,,,
13,33.0,29.0,-17.0,4.60,1944,0.00,0.00,0.00
13a,21.0,32.0,-14.0,3.99,,,,
14,51.0,-10.0,-17.0,4.54,1512,0.00,0.04,0.00
15,3.0,11.0,-11.0,4.45,513,0.00,0.00,0.00
16,-60.0,-7.0,-17.0,4.15,1701,0.00,0.00,0.00
17,-24.0,-1.0,-47.0,4.09,513,0.00,0.00,0.00
17a,-30.0,8.0,-44.0,3.55,,,,
18,48.0,-52.0,13.0,4.04,3051,0.00,0.00,0.00
18a,57.0,-61.0,19.0,3.87,,,,
19,3.0,65.0,-8.0,3.79,351,0.00,0.00,0.00
19a,3.0,65.0,1.0,3.72,,,,
20,15.0,-46.0,-50.0,3.74,81,0.00,0.00,0.00
21,-42.0,-61.0,-20.0,3.58,108,0.00,0.00,0.00
22,-45.0,35.0,-11.0,3.46,621,0.00,0.00,0.00
23,-48.0,17.0,46.0,3.36,27,0.00,0.00,0.00
24,6.0,-4.0,-14.0,3.35,81,0.00,0.00,0.00
25,-45.0,11.0,-38.0,3.35,108,0.00,0.00,0.00
26,48.0,-64.0,43.0,3.35,297,0.00,0.00,0.00
27,-21.0,53.0,-11.0,3.31,54,0.00,0.00,0.00
28,18.0,38.0,-17.0,3.30,27,0.00,0.00,0.00
29,-18.0,-22.0,-17.0,3.28,108,0.00,0.00,0.00
30,-45.0,20.0,16.0,3.26,54,0.00,0.00,0.00
31,45.0,14.0,49.0,3.25,81,0.00,0.00,0.00
32,-45.0,5.0,-26.0,3.19,81,0.00,0.00,0.00
33,-45.0,29.0,1.0,3.18,27,0.00,0.00,0.00
34,48.0,2.0,-20.0,3.17,108,0.00,0.00,0.00
35,-6.0,62.0,-5.0,3.15,27,0.00,0.00,0.00
36,3.0,-70.0,-32.0,3.14,54,0.00,0.00,0.00
37,30.0,23.0,52.0,3.14,27,0.00,0.00,0.00
38,-18.0,-34.0,7.0,3.13,27,0.00,0.00,0.00
39,60.0,20.0,13.0,3.11,27,0.00,0.00,0.00
40,-12.0,23.0,-5.0,3.10,27,0.00,0.00,0.00
41,3.0,-52.0,22.0,3.10,27,0.00,0.00,0.00
42,-54.0,20.0,34.0,3.08,27,0.00,0.00,0.00
43,-51.0,20.0,37.0,3.08,27,0.00,0.00,0.00
44,-24.0,50.0,40.0,3.07,27,0.00,0.00,0.00
45,-9.0,68.0,19.0,3.04,27,0.00,0.00,0.00
46,3.0,56.0,37.0,3.04,27,0.00,0.00,0.00
47,-51.0,23.0,34.0,3.03,27,0.00,0.00,0.00
48,-18.0,17.0,-11.0,3.03,27,0.00,0.00,0.00
49,-42.0,-52.0,-23.0,3.01,27,0.00,0.00,0.00
50,-39.0,26.0,7.0,3.01,27,0.00,0.00,0.00
