Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-30.0,-82.0,19.0,6.43,4671,0.83,0.92,0.82
2,36.0,-85.0,25.0,5.43,9720,0.91,0.96,0.91
2a,54.0,-61.0,-11.0,5.41,,,,
2b,42.0,-88.0,10.0,5.39,,,,
2c,45.0,-76.0,10.0,4.94,,,,
3,-21.0,-70.0,55.0,4.81,567,0.19,0.33,0.00
4,24.0,-70.0,55.0,4.71,2646,0.68,0.85,0.68
4a,27.0,-73.0,40.0,4.48,,,,
4b,21.0,-67.0,49.0,4.45,,,,
4c,30.0,-58.0,49.0,4.35,,,,
5,-48.0,-61.0,-11.0,4.61,351,0.00,0.00,0.00
6,36.0,-55.0,58.0,4.50,594,0.00,0.36,0.00
6a,30.0,-43.0,55.0,4.30,,,,
7,-27.0,-73.0,43.0,4.45,351,0.00,0.00,0.00
8,36.0,-40.0,52.0,4.36,81,0.00,0.00,0.00
9,-18.0,-64.0,49.0,4.23,54,0.00,0.00,0.00
10,-48.0,-64.0,-14.0,4.11,27,0.00,0.00,0.00
11,-45.0,-76.0,16.0,4.01,27,0.00,0.00,0.00
