Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
30a,30.0,-4.0,-35.0,4.16,,,,,,
31,18.0,-19.0,28.0,4.37,81.0,3.0,0.0,0.0,0.0,0.0
32,3.0,-64.0,-11.0,4.36,297.0,11.0,0.0,0.09,0.0,0.27
33,-6.0,-22.0,22.0,4.35,27.0,1.0,0.0,0.0,0.0,0.0
34,21.0,-16.0,61.0,4.35,27.0,1.0,0.0,0.0,0.0,0.0
35,-15.0,26.0,-5.0,4.3,27.0,1.0,0.0,0.0,0.0,0.0
36,-6.0,-13.0,-23.0,4.27,27.0,1.0,0.0,0.0,0.0,0.0
37,15.0,26.0,-2.0,4.27,54.0,2.0,0.0,0.0,0.0,0.0
38,9.0,20.0,-2.0,4.21,27.0,1.0,0.0,0.0,0.0,0.0
39,15.0,-25.0,-8.0,4.21,54.0,2.0,0.0,0.0,0.0,0.0
40,3.0,-52.0,70.0,4.15,81.0,3.0,0.0,0.0,0.0,0.0
41,-54.0,26.0,28.0,4.14,27.0,1.0,0.0,0.0,0.0,0.0
42,27.0,2.0,-32.0,4.14,54.0,2.0,0.0,0.0,0.0,0.0
43,-54.0,29.0,22.0,4.13,54.0,2.0,0.0,0.0,0.0,0.0
44,12.0,23.0,-2.0,4.13,27.0,1.0,0.0,0.0,0.0,0.0
45,6.0,59.0,19.0,4.12,81.0,3.0,0.0,0.0,0.0,0.0
46,51.0,-73.0,-29.0,4.12,54.0,2.0,0.0,0.0,0.0,0.0
47,3.0,-43.0,10.0,4.12,54.0,2.0,0.0,0.0,0.0,0.0
48,12.0,-46.0,58.0,4.09,27.0,1.0,0.0,0.0,0.0,0.0
49,-9.0,-4.0,37.0,4.09,27.0,1.0,0.0,0.0,0.0,0.0
50,-3.0,-61.0,-5.0,4.07,27.0,1.0,0.0,0.0,0.0,0.0
51,12.0,-19.0,25.0,4.07,27.0,1.0,0.0,0.0,0.0,0.0
52,69.0,-31.0,1.0,4.06,54.0,2.0,0.0,0.0,0.0,0.0
53,21.0,-25.0,-8.0,4.06,27.0,1.0,0.0,0.0,0.0,0.0
54,15.0,-28.0,-5.0,4.04,27.0,1.0,0.0,0.0,0.0,0.0
55,69.0,-43.0,1.0,4.04,27.0,1.0,0.0,0.0,0.0,0.0
