Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-27.0,-94.0,16.0,7.0,100791.0,3733.0,0.99,1.0,0.99,1.0
1a,-18.0,-94.0,4.0,7.0,,,,,,
1b,39.0,-76.0,-11.0,6.92,,,,,,
1c,-21.0,-91.0,-2.0,6.9,,,,,,
2,57.0,-22.0,19.0,6.66,31131.0,1153.0,0.98,0.99,0.97,0.99
2a,54.0,2.0,4.0,6.39,,,,,,
2b,57.0,-31.0,28.0,6.08,,,,,,
2c,51.0,-10.0,13.0,5.95,,,,,,
3,-42.0,-10.0,10.0,6.17,16200.0,600.0,0.96,0.98,0.94,0.98
3a,-63.0,-34.0,16.0,5.98,,,,,,
3b,-45.0,-19.0,1.0,5.19,,,,,,
3c,-48.0,-34.0,22.0,5.02,,,,,,
4,3.0,-28.0,7.0,5.98,3672.0,136.0,0.87,0.93,0.76,0.93
4a,18.0,-34.0,10.0,5.03,,,,,,
5,-18.0,-25.0,28.0,5.91,864.0,32.0,0.62,0.72,0.0,0.75
5a,-15.0,-7.0,25.0,4.49,,,,,,
6,0.0,-25.0,25.0,5.91,8910.0,330.0,0.93,0.97,0.9,0.97
6a,12.0,-25.0,40.0,5.36,,,,,,
6b,0.0,-13.0,58.0,4.58,,,,,,
6c,3.0,-40.0,19.0,4.44,,,,,,
7,9.0,26.0,-14.0,5.4,3105.0,115.0,0.81,0.9,0.71,0.91
7a,-3.0,26.0,-8.0,5.35,,,,,,
7b,0.0,14.0,1.0,5.03,,,,,,
7c,6.0,32.0,1.0,4.93,,,,,,
8,3.0,-34.0,4.0,5.32,378.0,14.0,0.57,0.71,0.0,0.71
9,15.0,-61.0,34.0,5.24,4671.0,173.0,0.87,0.94,0.81,0.94
9a,6.0,-73.0,37.0,5.04,,,,,,
9b,15.0,-64.0,25.0,4.99,,,,,,
10,-18.0,-34.0,61.0,5.2,3213.0,119.0,0.82,0.91,0.72,0.92
10a,-24.0,-37.0,55.0,4.83,,,,,,
11,-3.0,20.0,49.0,5.19,3375.0,125.0,0.82,0.91,0.74,0.92
11a,-9.0,20.0,40.0,4.78,,,,,,
12,-42.0,23.0,1.0,5.14,5373.0,199.0,0.89,0.94,0.83,0.95
12a,-39.0,26.0,-11.0,4.94,,,,,,
12b,-33.0,29.0,-2.0,4.92,,,,,,
12c,-54.0,35.0,10.0,4.83,,,,,,
13,21.0,-40.0,64.0,5.12,1539.0,57.0,0.67,0.81,0.42,0.82
13a,21.0,-28.0,64.0,5.06,,,,,,
14,57.0,35.0,10.0,5.1,6831.0,253.0,0.92,0.96,0.87,0.96
14a,45.0,14.0,25.0,4.98,,,,,,
14b,54.0,29.0,22.0,4.8,,,,,,
14c,42.0,32.0,-11.0,4.79,,,,,,
15,-63.0,-34.0,-20.0,4.95,1134.0,42.0,0.55,0.74,0.21,0.76
16,18.0,-52.0,-26.0,4.93,891.0,33.0,0.39,0.7,0.03,0.73
17,3.0,-28.0,16.0,4.92,54.0,2.0,1.0,1.0,0.0,0.5
18,-45.0,-64.0,37.0,4.84,459.0,17.0,0.24,0.47,0.0,0.53
19,-3.0,-31.0,13.0,4.82,27.0,1.0,1.0,1.0,0.0,0.0
20,-45.0,8.0,-35.0,4.78,810.0,30.0,0.33,0.67,0.0,0.7
20a,-54.0,11.0,-29.0,4.38,,,,,,
21,-18.0,-31.0,-5.0,4.76,216.0,8.0,0.12,0.38,0.0,0.25
22,6.0,-91.0,-29.0,4.65,378.0,14.0,0.14,0.29,0.0,0.36
23,3.0,-16.0,-32.0,4.64,189.0,7.0,0.0,0.29,0.0,0.29
24,12.0,26.0,1.0,4.64,54.0,2.0,0.0,0.5,0.0,0.0
25,-30.0,-10.0,-35.0,4.63,243.0,9.0,0.33,0.56,0.0,0.56
26,33.0,-37.0,1.0,4.6,81.0,3.0,0.33,0.67,0.0,0.33
27,12.0,-55.0,31.0,4.48,243.0,9.0,0.0,0.11,0.0,0.11
28,-21.0,-34.0,22.0,4.47,54.0,2.0,0.0,0.0,0.0,0.0
29,-3.0,-16.0,22.0,4.44,27.0,1.0,0.0,0.0,0.0,0.0
30,27.0,-4.0,-23.0,4.44,783.0,29.0,0.24,0.62,0.0,0.66
