Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-27.0,-94.0,16.0,7.0,80433.0,2979.0,1.0,1.0,0.99,1.0
1a,-18.0,-94.0,4.0,7.0,,,,,,
1b,39.0,-76.0,-11.0,6.92,,,,,,
1c,-21.0,-91.0,-2.0,6.9,,,,,,
2,57.0,-22.0,19.0,6.66,13419.0,497.0,1.0,1.0,0.95,1.0
2a,54.0,2.0,4.0,6.39,,,,,,
2b,57.0,-31.0,28.0,6.08,,,,,,
2c,51.0,-10.0,13.0,5.95,,,,,,
3,-42.0,-10.0,10.0,6.17,7992.0,296.0,0.99,1.0,0.91,1.0
3a,-63.0,-34.0,16.0,5.98,,,,,,
3b,-45.0,-19.0,1.0,5.19,,,,,,
3c,-48.0,-34.0,22.0,5.02,,,,,,
4,3.0,-28.0,7.0,5.98,2295.0,85.0,0.98,0.99,0.68,0.99
5,-18.0,-25.0,28.0,5.91,486.0,18.0,0.94,1.0,0.0,0.94
6,0.0,-25.0,25.0,5.91,4752.0,176.0,0.99,0.99,0.85,0.99
6a,12.0,-25.0,40.0,5.36,,,,,,
7,60.0,-22.0,-14.0,5.86,4860.0,180.0,0.99,0.99,0.85,0.99
7a,60.0,-34.0,-20.0,5.77,,,,,,
7b,69.0,-31.0,-17.0,5.6,,,,,,
7c,63.0,-43.0,-20.0,5.39,,,,,,
8,9.0,26.0,-14.0,5.4,999.0,37.0,0.95,0.97,0.27,0.97
8a,-3.0,26.0,-8.0,5.35,,,,,,
8b,6.0,23.0,-8.0,4.88,,,,,,
9,3.0,-34.0,4.0,5.32,216.0,8.0,0.88,1.0,0.0,0.88
10,15.0,-61.0,34.0,5.24,1863.0,69.0,0.97,0.99,0.61,0.99
10a,6.0,-73.0,37.0,5.04,,,,,,
10b,15.0,-64.0,25.0,4.99,,,,,,
11,-18.0,-34.0,61.0,5.2,1269.0,47.0,0.96,0.98,0.43,0.98
11a,-24.0,-37.0,55.0,4.83,,,,,,
12,-3.0,20.0,49.0,5.19,1458.0,54.0,0.96,0.98,0.5,0.98
12a,-9.0,20.0,40.0,4.78,,,,,,
13,-42.0,23.0,1.0,5.14,1458.0,54.0,0.96,0.98,0.5,0.98
13a,-39.0,26.0,-11.0,4.94,,,,,,
13b,-33.0,29.0,-2.0,4.92,,,,,,
14,21.0,-40.0,64.0,5.12,783.0,29.0,0.93,0.97,0.07,0.97
14a,21.0,-28.0,64.0,5.06,,,,,,
15,57.0,35.0,10.0,5.1,270.0,10.0,0.8,0.9,0.0,0.9
16,0.0,14.0,1.0,5.03,297.0,11.0,0.82,0.91,0.0,0.91
17,18.0,-34.0,10.0,5.03,216.0,8.0,0.88,1.0,0.0,0.88
18,45.0,14.0,25.0,4.98,513.0,19.0,0.89,0.95,0.0,0.95
19,-63.0,-34.0,-20.0,4.95,459.0,17.0,0.88,0.94,0.0,0.94
20,6.0,32.0,1.0,4.93,243.0,9.0,0.78,0.89,0.0,0.89
21,36.0,2.0,16.0,4.93,297.0,11.0,0.82,0.91,0.0,0.91
22,18.0,-52.0,-26.0,4.93,162.0,6.0,0.67,0.83,0.0,0.83
23,3.0,-28.0,16.0,4.92,54.0,2.0,1.0,1.0,0.0,0.5
24,-45.0,-64.0,37.0,4.84,108.0,4.0,0.5,0.75,0.0,0.75
25,-54.0,35.0,10.0,4.83,216.0,8.0,0.75,0.88,0.0,0.88
25a,-48.0,26.0,7.0,4.7,,,,,,
26,-3.0,-31.0,13.0,4.82,27.0,1.0,1.0,1.0,0.0,0.0
27,54.0,29.0,22.0,4.8,216.0,8.0,0.88,1.0,0.0,0.88
28,21.0,-52.0,-29.0,4.8,27.0,1.0,1.0,1.0,0.0,0.0
29,42.0,32.0,-11.0,4.79,297.0,11.0,0.82,0.91,0.0,0.91
30,-45.0,8.0,-35.0,4.78,108.0,4.0,0.75,1.0,0.0,0.75
31,-18.0,-31.0,-5.0,4.76,81.0,3.0,0.33,0.67,0.0,0.67
32,6.0,-13.0,31.0,4.68,27.0,1.0,0.0,1.0,0.0,0.0
33,6.0,-91.0,-29.0,4.65,27.0,1.0,0.0,1.0,0.0,0.0
34,3.0,-16.0,-32.0,4.64,27.0,1.0,0.0,1.0,0.0,0.0
35,12.0,26.0,1.0,4.64,27.0,1.0,0.0,1.0,0.0,0.0
36,-30.0,-10.0,-35.0,4.63,108.0,4.0,0.75,1.0,0.0,0.75
37,33.0,-37.0,1.0,4.6,54.0,2.0,0.5,1.0,0.0,0.5
38,-30.0,35.0,-17.0,4.59,54.0,2.0,0.0,0.5,0.0,0.5
39,0.0,-13.0,58.0,4.58,54.0,2.0,0.5,1.0,0.0,0.5
40,3.0,-88.0,-29.0,4.58,27.0,1.0,0.0,1.0,0.0,0.0
41,3.0,8.0,1.0,4.55,27.0,1.0,0.0,1.0,0.0,0.0
42,33.0,26.0,-11.0,4.54,27.0,1.0,0.0,0.0,0.0,0.0
43,-63.0,-49.0,22.0,4.5,27.0,1.0,0.0,0.0,0.0,0.0
