Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-9.0,-94.0,-2.0,7.15,60615,0.99,0.99,0.99
1a,12.0,-94.0,-2.0,6.93,,,,
1b,-18.0,-94.0,-11.0,6.46,,,,
1c,-27.0,-88.0,-14.0,6.37,,,,
2,39.0,-10.0,64.0,5.70,2484,0.68,0.86,0.66
2a,39.0,-19.0,70.0,4.99,,,,
2b,45.0,-28.0,58.0,4.26,,,,
2c,39.0,-22.0,52.0,4.21,,,,
3,-42.0,-16.0,64.0,4.74,189,0.43,0.57,0.00
4,57.0,-25.0,-17.0,4.54,81,0.00,0.00,0.00
5,63.0,-28.0,13.0,4.40,189,0.00,0.00,0.00
6,-36.0,-31.0,58.0,4.19,81,0.00,0.00,0.00
7,33.0,-10.0,70.0,4.16,27,0.00,0.00,0.00
8,-39.0,-22.0,67.0,4.06,27,0.00,0.00,0.00
9,-57.0,-19.0,49.0,4.03,27,0.00,0.00,0.00
10,-42.0,-76.0,-44.0,4.01,27,0.00,0.00,0.00
11,-30.0,-76.0,22.0,4.01,27,0.00,0.00,0.00
