Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-9.0,-94.0,-2.0,7.15,79488,0.92,0.98,0.98
1a,12.0,-94.0,-2.0,6.93,,,,
1b,-18.0,-94.0,-11.0,6.46,,,,
1c,-27.0,-88.0,-14.0,6.37,,,,
2,39.0,-10.0,64.0,5.70,5238,0.35,0.72,0.69
2a,39.0,-19.0,70.0,4.99,,,,
2b,45.0,-28.0,58.0,4.26,,,,
2c,39.0,-22.0,52.0,4.21,,,,
3,-42.0,-16.0,64.0,4.74,1188,0.07,0.14,0.00
3a,-36.0,-31.0,58.0,4.19,,,,
3b,-36.0,-19.0,52.0,3.92,,,,
4,57.0,-25.0,-17.0,4.54,378,0.00,0.00,0.00
5,63.0,-28.0,13.0,4.40,756,0.00,0.00,0.00
6,-57.0,-19.0,49.0,4.03,270,0.00,0.00,0.00
7,-42.0,-76.0,-44.0,4.01,297,0.00,0.00,0.00
8,-33.0,23.0,4.0,3.98,324,0.00,0.00,0.00
9,-48.0,-49.0,16.0,3.95,162,0.00,0.00,0.00
10,-33.0,-16.0,70.0,3.91,108,0.00,0.00,0.00
11,-30.0,-7.0,-47.0,3.88,270,0.00,0.00,0.00
12,57.0,-4.0,49.0,3.86,162,0.00,0.00,0.00
13,42.0,17.0,7.0,3.80,81,0.00,0.00,0.00
14,-12.0,44.0,-11.0,3.71,81,0.00,0.00,0.00
15,-9.0,47.0,-14.0,3.71,54,0.00,0.00,0.00
16,-6.0,65.0,-5.0,3.69,189,0.00,0.00,0.00
17,3.0,-13.0,52.0,3.67,135,0.00,0.00,0.00
18,-27.0,-16.0,61.0,3.66,27,0.00,0.00,0.00
19,0.0,-73.0,-38.0,3.62,27,0.00,0.00,0.00
20,30.0,-76.0,34.0,3.60,27,0.00,0.00,0.00
21,-21.0,-58.0,7.0,3.60,27,0.00,0.00,0.00
22,-57.0,-7.0,16.0,3.55,27,0.00,0.00,0.00
23,-21.0,-46.0,-11.0,3.55,27,0.00,0.00,0.00
24,-18.0,-85.0,28.0,3.55,27,0.00,0.00,0.00
25,-30.0,-40.0,-23.0,3.55,27,0.00,0.00,0.00
26,-36.0,17.0,28.0,3.53,54,0.00,0.00,0.00
27,-27.0,20.0,-35.0,3.52,27,0.00,0.00,0.00
28,69.0,-37.0,-14.0,3.52,54,0.00,0.00,0.00
29,57.0,-10.0,52.0,3.51,27,0.00,0.00,0.00
