Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-9.0,-94.0,-2.0,7.15,17442,1.00,1.00,0.96
1a,-18.0,-94.0,-11.0,6.46,,,,
1b,-27.0,-88.0,-14.0,6.37,,,,
1c,-36.0,-76.0,-17.0,6.27,,,,
2,12.0,-94.0,-2.0,6.93,8802,1.00,1.00,0.92
2a,30.0,-85.0,-14.0,6.24,,,,
2b,45.0,-67.0,-14.0,5.94,,,,
2c,36.0,-61.0,-14.0,5.83,,,,
3,42.0,-43.0,-20.0,5.76,297,1.00,1.00,0.00
4,39.0,-10.0,64.0,5.70,270,1.00,1.00,0.00
5,-42.0,-61.0,-14.0,5.10,27,1.00,1.00,0.00
6,18.0,-100.0,16.0,5.09,27,1.00,1.00,0.00
7,-30.0,-88.0,25.0,5.04,54,1.00,1.00,0.00
8,-33.0,-85.0,22.0,5.02,27,1.00,1.00,0.00
