Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-33.0,-88.0,19.0,5.96,25245,0.34,0.71,0.80
1a,-15.0,-100.0,1.0,4.66,,,,
1b,-27.0,-49.0,-8.0,4.58,,,,
1c,-27.0,-67.0,-8.0,4.27,,,,
2,42.0,-73.0,-14.0,5.96,35721,0.56,0.80,0.85
2a,42.0,-82.0,10.0,5.55,,,,
2b,39.0,-85.0,-8.0,5.01,,,,
2c,36.0,-49.0,-23.0,4.77,,,,
3,-54.0,-34.0,1.0,4.96,1539,0.07,0.11,0.00
4,21.0,-73.0,46.0,4.07,2565,0.00,0.00,0.00
4a,24.0,-52.0,52.0,3.09,,,,
5,-51.0,11.0,22.0,3.81,729,0.00,0.00,0.00
6,0.0,-88.0,13.0,3.73,2565,0.00,0.00,0.00
6a,9.0,-82.0,25.0,3.31,,,,
6b,-3.0,-82.0,25.0,3.30,,,,
6c,6.0,-76.0,13.0,3.23,,,,
7,36.0,-37.0,52.0,3.67,1809,0.00,0.00,0.00
7a,36.0,-34.0,40.0,3.67,,,,
8,-15.0,-58.0,10.0,3.58,270,0.00,0.00,0.00
9,27.0,-55.0,61.0,3.45,378,0.00,0.00,0.00
10,-18.0,-67.0,52.0,3.34,189,0.00,0.00,0.00
11,18.0,-52.0,10.0,3.30,54,0.00,0.00,0.00
12,-45.0,26.0,-2.0,3.22,135,0.00,0.00,0.00
13,-63.0,-58.0,10.0,3.13,27,0.00,0.00,0.00
14,-18.0,-88.0,-2.0,3.06,27,0.00,0.00,0.00
15,30.0,-4.0,55.0,3.04,27,0.00,0.00,0.00
16,21.0,-19.0,70.0,3.01,27,0.00,0.00,0.00
17,45.0,-1.0,55.0,3.00,27,0.00,0.00,0.00
