Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-33.0,-88.0,19.0,5.96,25245.0,935.0,0.34,0.7,0.78,0.67
1a,-15.0,-100.0,1.0,4.66,,,,,,
1b,-27.0,-49.0,-8.0,4.58,,,,,,
1c,-27.0,-67.0,-8.0,4.27,,,,,,
2,42.0,-73.0,-14.0,5.96,35721.0,1323.0,0.56,0.78,0.84,0.77
2a,42.0,-82.0,10.0,5.55,,,,,,
2b,39.0,-85.0,-8.0,5.01,,,,,,
2c,36.0,-49.0,-23.0,4.77,,,,,,
3,-54.0,-34.0,1.0,4.96,1539.0,57.0,0.07,0.09,0.0,0.11
4,21.0,-73.0,46.0,4.07,2565.0,95.0,0.0,0.0,0.0,0.0
4a,24.0,-52.0,52.0,3.09,,,,,,
5,-51.0,11.0,22.0,3.81,729.0,27.0,0.0,0.0,0.0,0.0
6,0.0,-88.0,13.0,3.73,2565.0,95.0,0.0,0.0,0.0,0.0
6a,9.0,-82.0,25.0,3.31,,,,,,
6b,-3.0,-82.0,25.0,3.3,,,,,,
6c,6.0,-76.0,13.0,3.23,,,,,,
7,36.0,-37.0,52.0,3.67,1809.0,67.0,0.0,0.0,0.0,0.0
7a,36.0,-34.0,40.0,3.67,,,,,,
8,-15.0,-58.0,10.0,3.58,270.0,10.0,0.0,0.0,0.0,0.0
9,27.0,-55.0,61.0,3.45,378.0,14.0,0.0,0.0,0.0,0.0
10,-18.0,-67.0,52.0,3.34,189.0,7.0,0.0,0.0,0.0,0.0
11,18.0,-52.0,10.0,3.3,54.0,2.0,0.0,0.0,0.0,0.0
12,-45.0,26.0,-2.0,3.22,135.0,5.0,0.0,0.0,0.0,0.0
13,-63.0,-58.0,10.0,3.13,27.0,1.0,0.0,0.0,0.0,0.0
14,-18.0,-88.0,-2.0,3.06,27.0,1.0,0.0,0.0,0.0,0.0
15,30.0,-4.0,55.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
16,21.0,-19.0,70.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
17,45.0,-1.0,55.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0
