Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-15.0,-91.0,-11.0,8.8,7317.0,271.0,1.0,1.0,0.9,1.0
1a,-27.0,-52.0,-11.0,7.06,,,,,,
1b,-27.0,-73.0,-11.0,6.93,,,,,,
1c,-15.0,-100.0,13.0,6.46,,,,,,
2,15.0,-94.0,1.0,7.91,3753.0,139.0,1.0,1.0,0.81,0.99
2a,27.0,-73.0,-11.0,7.2,,,,,,
2b,27.0,-64.0,-11.0,6.77,,,,,,
3,54.0,-64.0,4.0,7.79,6831.0,253.0,1.0,1.0,0.89,1.0
4,45.0,-40.0,-17.0,7.43,2241.0,83.0,1.0,1.0,0.67,0.99
4a,48.0,-49.0,-23.0,6.86,,,,,,
5,3.0,44.0,-23.0,7.06,675.0,25.0,1.0,1.0,0.0,0.96
6,-27.0,-94.0,19.0,6.89,864.0,32.0,1.0,1.0,0.16,0.97
6a,-21.0,-91.0,7.0,5.87,,,,,,
7,-18.0,35.0,-17.0,6.69,810.0,30.0,1.0,1.0,0.1,0.97
7a,-21.0,26.0,-20.0,6.14,,,,,,
8,-48.0,-67.0,13.0,6.64,1620.0,60.0,1.0,1.0,0.55,0.98
8a,-48.0,-76.0,7.0,5.88,,,,,,
9,30.0,-49.0,-8.0,5.81,54.0,2.0,1.0,1.0,0.0,0.5
10,-30.0,-34.0,-20.0,5.78,27.0,1.0,1.0,1.0,0.0,0.0
11,-9.0,41.0,-26.0,5.77,27.0,1.0,1.0,1.0,0.0,0.0
12,-45.0,-40.0,-20.0,5.71,81.0,3.0,1.0,1.0,0.0,0.67
13,24.0,-91.0,7.0,5.7,81.0,3.0,1.0,1.0,0.0,0.67
14,18.0,-94.0,25.0,5.7,27.0,1.0,1.0,1.0,0.0,0.0
15,-15.0,-70.0,31.0,5.63,54.0,2.0,1.0,1.0,0.0,0.5
16,-45.0,-49.0,16.0,5.61,54.0,2.0,1.0,1.0,0.0,0.5
17,21.0,-94.0,22.0,5.58,27.0,1.0,1.0,1.0,0.0,0.0
18,-27.0,-37.0,-20.0,5.58,27.0,1.0,1.0,1.0,0.0,0.0
19,-60.0,-31.0,34.0,5.51,27.0,1.0,1.0,1.0,0.0,0.0
