Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-15.0,-91.0,-11.0,8.8,20925.0,775.0,0.96,0.99,0.96,0.99
1a,-27.0,-52.0,-11.0,7.06,,,,,,
1b,-27.0,-73.0,-11.0,6.93,,,,,,
1c,-27.0,-94.0,19.0,6.89,,,,,,
2,15.0,-94.0,1.0,7.91,12906.0,478.0,0.94,0.98,0.93,0.98
2a,27.0,-73.0,-11.0,7.2,,,,,,
2b,27.0,-64.0,-11.0,6.77,,,,,,
2c,30.0,-49.0,-8.0,5.81,,,,,,
3,54.0,-64.0,4.0,7.79,22194.0,822.0,0.97,0.99,0.96,0.99
3a,45.0,-40.0,-17.0,7.43,,,,,,
3b,48.0,-49.0,-23.0,6.86,,,,,,
4,3.0,44.0,-23.0,7.06,4833.0,179.0,0.84,0.94,0.82,0.94
4a,9.0,53.0,-14.0,5.31,,,,,,
4b,0.0,32.0,-26.0,5.3,,,,,,
4c,-6.0,38.0,-11.0,5.3,,,,,,
5,-18.0,35.0,-17.0,6.69,3915.0,145.0,0.81,0.92,0.78,0.93
5a,-21.0,26.0,-20.0,6.14,,,,,,
5b,-15.0,14.0,-11.0,5.41,,,,,,
6,-48.0,-67.0,13.0,6.64,10287.0,381.0,0.93,0.97,0.92,0.97
6a,-48.0,-76.0,7.0,5.88,,,,,,
6b,-45.0,-49.0,16.0,5.61,,,,,,
6c,-39.0,-70.0,34.0,4.8,,,,,,
7,-9.0,41.0,-26.0,5.77,270.0,10.0,0.6,0.7,0.0,0.8
8,-45.0,-40.0,-20.0,5.71,1620.0,60.0,0.65,0.83,0.47,0.85
9,-15.0,-70.0,31.0,5.63,3105.0,115.0,0.77,0.9,0.72,0.91
9a,3.0,-61.0,40.0,4.63,,,,,,
9b,12.0,-64.0,31.0,4.62,,,,,,
10,-60.0,-31.0,34.0,5.51,5022.0,186.0,0.85,0.94,0.83,0.95
10a,-51.0,-37.0,37.0,5.36,,,,,,
10b,-39.0,-52.0,43.0,5.03,,,,,,
10c,-63.0,-43.0,22.0,4.53,,,,,,
11,45.0,-76.0,31.0,5.09,972.0,36.0,0.42,0.72,0.14,0.75
12,63.0,-22.0,34.0,5.07,1323.0,49.0,0.51,0.78,0.35,0.8
12a,60.0,-25.0,46.0,4.45,,,,,,
13,18.0,53.0,22.0,4.73,189.0,7.0,0.14,0.29,0.0,0.29
14,3.0,26.0,34.0,4.52,216.0,8.0,0.0,0.0,0.0,0.12
15,39.0,-46.0,49.0,4.46,270.0,10.0,0.0,0.0,0.0,0.1
16,-39.0,11.0,-5.0,4.42,756.0,28.0,0.18,0.61,0.0,0.64
16a,-42.0,17.0,7.0,4.42,,,,,,
17,30.0,-76.0,16.0,4.39,81.0,3.0,0.0,0.0,0.0,0.0
18,30.0,-28.0,-20.0,4.33,162.0,6.0,0.0,0.0,0.0,0.17
19,18.0,-70.0,46.0,4.29,81.0,3.0,0.0,0.0,0.0,0.0
20,-9.0,32.0,31.0,4.26,27.0,1.0,0.0,0.0,0.0,0.0
21,33.0,-46.0,43.0,4.25,108.0,4.0,0.0,0.0,0.0,0.0
22,-3.0,-88.0,-38.0,4.22,54.0,2.0,0.0,0.0,0.0,0.0
23,-36.0,26.0,4.0,4.22,54.0,2.0,0.0,0.0,0.0,0.0
24,6.0,41.0,46.0,4.13,54.0,2.0,0.0,0.0,0.0,0.0
25,45.0,38.0,10.0,4.12,54.0,2.0,0.0,0.0,0.0,0.0
26,-18.0,53.0,-11.0,4.11,27.0,1.0,0.0,0.0,0.0,0.0
27,9.0,-28.0,7.0,4.09,54.0,2.0,0.0,0.0,0.0,0.0
28,-18.0,11.0,-2.0,4.07,54.0,2.0,0.0,0.0,0.0,0.0
29,66.0,-34.0,28.0,4.05,27.0,1.0,0.0,0.0,0.0,0.0
30,30.0,-97.0,-5.0,4.05,81.0,3.0,0.0,0.0,0.0,0.0
31,-6.0,29.0,31.0,4.05,27.0,1.0,0.0,0.0,0.0,0.0
32,30.0,-85.0,22.0,4.03,27.0,1.0,0.0,0.0,0.0,0.0
33,36.0,-58.0,61.0,4.02,27.0,1.0,0.0,0.0,0.0,0.0
34,-15.0,-73.0,-44.0,4.01,27.0,1.0,0.0,0.0,0.0,0.0
35,42.0,11.0,22.0,4.01,27.0,1.0,0.0,0.0,0.0,0.0
