Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-45.0,11.0,-29.0,5.23,6966,0.21,0.34,0.44
1a,-51.0,-10.0,-14.0,4.99,,,,
1b,-54.0,14.0,-23.0,4.37,,,,
2,-9.0,38.0,13.0,4.94,15930,0.22,0.51,0.70
2a,6.0,35.0,25.0,4.72,,,,
2b,-6.0,35.0,-2.0,4.50,,,,
2c,9.0,50.0,-2.0,4.33,,,,
3,57.0,-37.0,19.0,4.87,4617,0.03,0.06,0.10
3a,63.0,-16.0,-2.0,4.07,,,,
3b,63.0,-19.0,25.0,3.87,,,,
3c,66.0,-22.0,10.0,3.39,,,,
4,-66.0,-19.0,10.0,4.73,3807,0.03,0.06,0.04
4a,-60.0,-1.0,1.0,3.70,,,,
5,-45.0,32.0,-5.0,4.69,2997,0.01,0.15,0.23
5a,-54.0,35.0,1.0,4.42,,,,
5b,-36.0,32.0,-14.0,4.15,,,,
6,-30.0,32.0,46.0,4.64,5157,0.00,0.06,0.24
6a,-45.0,23.0,40.0,4.48,,,,
6b,-21.0,41.0,34.0,3.94,,,,
6c,-30.0,44.0,37.0,3.60,,,,
7,-3.0,-76.0,43.0,4.52,23733,0.15,0.61,0.80
7a,-12.0,-73.0,58.0,4.41,,,,
7b,3.0,-67.0,52.0,4.32,,,,
7c,15.0,-64.0,10.0,4.22,,,,
8,21.0,-13.0,-17.0,4.36,648,0.00,0.00,0.00
9,-21.0,-10.0,-11.0,4.33,1215,0.00,0.00,0.00
10,-39.0,-10.0,1.0,4.21,648,0.00,0.00,0.00
11,30.0,8.0,64.0,4.17,4131,0.00,0.00,0.01
11a,18.0,26.0,58.0,3.89,,,,
11b,21.0,14.0,64.0,3.71,,,,
11c,33.0,26.0,55.0,3.61,,,,
12,24.0,62.0,10.0,4.17,1971,0.00,0.00,0.00
12a,30.0,59.0,1.0,3.61,,,,
13,-33.0,59.0,10.0,4.15,3564,0.00,0.00,0.00
13a,-39.0,53.0,7.0,4.04,,,,
13b,-36.0,53.0,16.0,3.97,,,,
13c,-24.0,62.0,4.0,3.66,,,,
14,-51.0,-58.0,43.0,4.13,2835,0.00,0.00,0.00
15,-18.0,17.0,61.0,4.12,1620,0.00,0.00,0.00
16,45.0,17.0,-29.0,4.12,1080,0.00,0.00,0.00
17,-54.0,23.0,16.0,4.01,1323,0.00,0.00,0.00
17a,-48.0,23.0,22.0,3.76,,,,
18,3.0,-40.0,52.0,3.97,4806,0.00,0.00,0.12
18a,0.0,-19.0,31.0,3.88,,,,
18b,3.0,-31.0,46.0,3.87,,,,
18c,-3.0,-28.0,28.0,3.61,,,,
19,-51.0,-40.0,-2.0,3.88,783,0.00,0.00,0.00
20,60.0,-34.0,40.0,3.84,3267,0.00,0.00,0.00
20a,60.0,-55.0,37.0,3.81,,,,
21,45.0,47.0,1.0,3.82,324,0.00,0.00,0.00
22,51.0,-13.0,-17.0,3.71,351,0.00,0.00,0.00
23,54.0,8.0,7.0,3.69,1647,0.00,0.00,0.00
23a,51.0,5.0,-5.0,3.68,,,,
23b,57.0,14.0,4.0,3.52,,,,
24,39.0,-46.0,37.0,3.54,54,0.00,0.00,0.00
25,-12.0,17.0,1.0,3.54,81,0.00,0.00,0.00
26,-54.0,-70.0,-8.0,3.51,270,0.00,0.00,0.00
27,-24.0,-37.0,-17.0,3.45,189,0.00,0.00,0.00
28,42.0,41.0,28.0,3.45,324,0.00,0.00,0.00
29,51.0,-64.0,-11.0,3.41,459,0.00,0.00,0.00
29a,57.0,-61.0,-2.0,3.28,,,,
30,21.0,-4.0,73.0,3.39,162,0.00,0.00,0.00
31,30.0,-82.0,28.0,3.37,216,0.00,0.00,0.00
32,42.0,-79.0,13.0,3.32,135,0.00,0.00,0.00
33,-15.0,-91.0,13.0,3.30,108,0.00,0.00,0.00
34,-48.0,-76.0,10.0,3.28,162,0.00,0.00,0.00
35,-42.0,-43.0,-47.0,3.27,243,0.00,0.00,0.00
36,48.0,-58.0,13.0,3.23,216,0.00,0.00,0.00
37,-36.0,-73.0,10.0,3.23,54,0.00,0.00,0.00
38,48.0,-49.0,-23.0,3.21,54,0.00,0.00,0.00
39,-33.0,-16.0,-38.0,3.21,135,0.00,0.00,0.00
40,42.0,-76.0,22.0,3.20,108,0.00,0.00,0.00
41,-6.0,5.0,64.0,3.18,189,0.00,0.00,0.00
