Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-39.0,-70.0,-11.0,8.54,40068,1.00,1.00,0.98
1a,-39.0,-88.0,-8.0,8.15,,,,
1b,-30.0,-91.0,-11.0,8.13,,,,
1c,-27.0,-94.0,4.0,7.18,,,,
2,63.0,-10.0,4.0,8.46,20439,1.00,1.00,0.96
2a,54.0,-22.0,7.0,7.59,,,,
2b,63.0,-22.0,10.0,7.49,,,,
2c,66.0,-22.0,1.0,7.03,,,,
3,-51.0,-22.0,10.0,8.10,20385,1.00,1.00,0.96
3a,-60.0,-4.0,-5.0,7.88,,,,
3b,-63.0,-10.0,1.0,7.87,,,,
3c,-54.0,-7.0,-17.0,6.39,,,,
4,27.0,-88.0,-5.0,7.67,26190,1.00,1.00,0.97
4a,42.0,-79.0,-5.0,7.65,,,,
4b,39.0,-76.0,-14.0,7.36,,,,
4c,42.0,-88.0,-2.0,7.35,,,,
5,-48.0,5.0,34.0,6.56,2781,0.98,0.97,0.74
5a,-36.0,5.0,28.0,6.05,,,,
6,30.0,-70.0,34.0,6.41,11043,1.00,0.99,0.93
6a,33.0,-49.0,49.0,6.28,,,,
6b,45.0,-37.0,46.0,5.93,,,,
6c,27.0,-61.0,49.0,5.89,,,,
7,-12.0,56.0,31.0,5.97,675,0.92,0.88,0.00
8,30.0,5.0,64.0,5.69,567,0.90,0.86,0.00
9,45.0,2.0,58.0,5.61,486,0.89,0.83,0.00
10,51.0,8.0,37.0,5.51,972,0.94,0.92,0.25
10a,51.0,5.0,28.0,5.41,,,,
11,-51.0,-1.0,49.0,5.51,486,0.89,0.83,0.00
12,-3.0,56.0,-14.0,5.51,378,0.86,0.79,0.00
13,6.0,65.0,-14.0,5.03,108,0.75,0.50,0.00
14,-45.0,29.0,-8.0,4.95,216,0.88,0.75,0.00
15,-6.0,44.0,49.0,4.94,162,0.83,0.67,0.00
16,42.0,-4.0,46.0,4.90,81,0.67,0.33,0.00
17,-33.0,-46.0,-20.0,4.89,135,0.80,0.80,0.00
18,-27.0,2.0,67.0,4.80,135,0.60,0.40,0.00
19,24.0,-82.0,-32.0,4.80,81,0.67,0.33,0.00
20,0.0,11.0,52.0,4.73,324,0.83,0.75,0.00
20a,6.0,8.0,58.0,4.67,,,,
21,-6.0,-70.0,55.0,4.72,189,0.71,0.57,0.00
22,-24.0,11.0,58.0,4.68,54,0.50,0.00,0.00
23,39.0,32.0,-17.0,4.66,27,0.00,0.00,0.00
24,51.0,26.0,-2.0,4.62,54,0.00,0.00,0.00
25,42.0,20.0,-29.0,4.60,27,0.00,0.00,0.00
26,-3.0,-1.0,64.0,4.60,81,0.33,0.00,0.00
27,36.0,-40.0,-20.0,4.59,27,0.00,0.00,0.00
28,45.0,17.0,-29.0,4.56,54,0.00,0.00,0.00
29,-39.0,32.0,-11.0,4.52,27,0.00,0.00,0.00
30,45.0,32.0,1.0,4.51,27,0.00,0.00,0.00
