Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-39.0,-70.0,-11.0,8.54,22113,1.00,1.00,0.97
1a,-39.0,-88.0,-8.0,8.15,,,,
1b,-30.0,-91.0,-11.0,8.13,,,,
1c,-27.0,-94.0,4.0,7.18,,,,
2,63.0,-10.0,4.0,8.46,16146,1.00,1.00,0.95
2a,54.0,-22.0,7.0,7.59,,,,
2b,63.0,-22.0,10.0,7.49,,,,
2c,66.0,-22.0,1.0,7.03,,,,
3,-51.0,-22.0,10.0,8.10,15471,1.00,1.00,0.95
3a,-60.0,-4.0,-5.0,7.88,,,,
3b,-63.0,-10.0,1.0,7.87,,,,
3c,-54.0,-7.0,-17.0,6.39,,,,
4,27.0,-88.0,-5.0,7.67,19980,1.00,1.00,0.96
4a,42.0,-79.0,-5.0,7.65,,,,
4b,39.0,-76.0,-14.0,7.36,,,,
4c,42.0,-88.0,-2.0,7.35,,,,
5,-33.0,-58.0,52.0,6.75,7371,1.00,1.00,0.90
5a,-45.0,-40.0,46.0,5.93,,,,
6,-48.0,5.0,34.0,6.56,1998,1.00,1.00,0.64
6a,-36.0,5.0,28.0,6.05,,,,
7,30.0,-70.0,34.0,6.41,1377,1.00,1.00,0.47
7a,33.0,-79.0,25.0,5.82,,,,
8,33.0,-49.0,49.0,6.28,3807,1.00,1.00,0.81
8a,27.0,-61.0,49.0,5.89,,,,
8b,24.0,-70.0,49.0,5.55,,,,
8c,15.0,-70.0,55.0,5.09,,,,
9,-12.0,56.0,31.0,5.97,324,1.00,1.00,0.00
10,45.0,-37.0,46.0,5.93,648,1.00,1.00,0.00
11,30.0,5.0,64.0,5.69,162,1.00,1.00,0.00
12,45.0,2.0,58.0,5.61,189,1.00,1.00,0.00
13,51.0,8.0,37.0,5.51,486,1.00,1.00,0.00
13a,51.0,5.0,28.0,5.41,,,,
14,-51.0,-1.0,49.0,5.51,216,1.00,1.00,0.00
15,-3.0,56.0,-14.0,5.51,108,1.00,1.00,0.00
16,-24.0,-79.0,37.0,5.48,243,1.00,1.00,0.00
17,-30.0,-76.0,25.0,5.34,216,1.00,1.00,0.00
18,51.0,-16.0,-11.0,5.21,27,1.00,1.00,0.00
19,42.0,-46.0,55.0,5.19,54,1.00,1.00,0.00
20,-36.0,-31.0,19.0,5.13,27,1.00,1.00,0.00
21,42.0,-16.0,-5.0,5.10,27,1.00,1.00,0.00
22,45.0,-43.0,58.0,5.04,27,1.00,1.00,0.00
23,6.0,65.0,-14.0,5.03,27,1.00,1.00,0.00
24,-45.0,5.0,-17.0,5.02,27,1.00,1.00,0.00
25,45.0,-67.0,7.0,5.01,27,1.00,1.00,0.00
