Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,24.0,-94.0,10.0,7.61,131490,0.79,0.95,0.96
1a,27.0,-52.0,-14.0,7.34,,,,
1b,-27.0,-52.0,-14.0,7.21,,,,
1c,27.0,-70.0,-11.0,6.82,,,,
2,-18.0,-103.0,-14.0,4.76,2106,0.22,0.37,0.10
2a,-27.0,-94.0,-11.0,4.57,,,,
3,57.0,-49.0,52.0,4.52,243,0.00,0.00,0.00
4,33.0,-97.0,-8.0,4.21,675,0.00,0.00,0.00
5,48.0,-64.0,49.0,3.79,648,0.00,0.00,0.00
6,15.0,-28.0,-2.0,3.29,27,0.00,0.00,0.00
7,-21.0,62.0,-14.0,3.19,108,0.00,0.00,0.00
8,57.0,-58.0,46.0,3.16,54,0.00,0.00,0.00
9,39.0,-76.0,46.0,3.06,27,0.00,0.00,0.00
10,45.0,-37.0,-23.0,3.04,27,0.00,0.00,0.00
11,69.0,-31.0,-5.0,3.03,27,0.00,0.00,0.00
