Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,18.0,-100.0,10.0,8.02,128277,0.82,0.89,0.96
1a,15.0,-91.0,1.0,8.01,,,,
1b,27.0,-55.0,-11.0,7.81,,,,
1c,24.0,-88.0,10.0,7.54,,,,
2,-39.0,-73.0,46.0,4.93,3753,0.05,0.04,0.16
3,51.0,-70.0,40.0,4.68,2538,0.00,0.00,0.00
3a,57.0,-64.0,37.0,4.18,,,,
3b,63.0,-61.0,22.0,4.03,,,,
3c,57.0,-58.0,46.0,3.87,,,,
4,3.0,29.0,-17.0,4.64,9045,0.01,0.03,0.40
4a,9.0,35.0,-14.0,4.04,,,,
4b,-9.0,53.0,-5.0,3.80,,,,
4c,3.0,47.0,-5.0,3.57,,,,
5,-42.0,-46.0,-23.0,4.61,3429,0.01,0.00,0.00
5a,-48.0,-64.0,-17.0,3.63,,,,
6,27.0,5.0,58.0,4.54,3186,0.00,0.00,0.03
7,-63.0,-52.0,4.0,4.50,3213,0.00,0.00,0.00
8,-24.0,62.0,-11.0,4.45,756,0.00,0.00,0.00
9,42.0,-43.0,49.0,4.29,3672,0.00,0.00,0.01
9a,54.0,-28.0,46.0,4.29,,,,
10,57.0,-49.0,52.0,4.20,108,0.00,0.00,0.00
11,51.0,8.0,16.0,4.06,2943,0.00,0.00,0.00
11a,57.0,17.0,19.0,3.83,,,,
11b,30.0,26.0,-2.0,3.52,,,,
11c,45.0,20.0,4.0,3.51,,,,
12,63.0,-4.0,-29.0,3.96,2052,0.00,0.00,0.00
12a,60.0,-7.0,-20.0,3.57,,,,
12b,66.0,-25.0,-14.0,3.28,,,,
13,6.0,-55.0,28.0,3.90,5211,0.00,0.00,0.05
13a,-3.0,-55.0,25.0,3.86,,,,
13b,0.0,-46.0,31.0,3.77,,,,
13c,0.0,-37.0,31.0,3.72,,,,
14,-12.0,53.0,28.0,3.73,405,0.00,0.00,0.00
15,0.0,50.0,13.0,3.66,270,0.00,0.00,0.00
16,39.0,62.0,1.0,3.60,567,0.00,0.00,0.00
17,18.0,-19.0,-17.0,3.60,189,0.00,0.00,0.00
18,-24.0,2.0,55.0,3.57,513,0.00,0.00,0.00
19,-42.0,-16.0,-26.0,3.57,135,0.00,0.00,0.00
20,-21.0,-13.0,-20.0,3.53,972,0.00,0.00,0.00
20a,-15.0,-1.0,-14.0,3.53,,,,
20b,-24.0,-1.0,-11.0,3.49,,,,
20c,-18.0,-13.0,-14.0,3.36,,,,
21,63.0,-52.0,37.0,3.51,135,0.00,0.00,0.00
22,39.0,-76.0,46.0,3.49,27,0.00,0.00,0.00
23,0.0,29.0,43.0,3.48,405,0.00,0.00,0.00
24,18.0,-13.0,28.0,3.47,81,0.00,0.00,0.00
25,-21.0,-103.0,-14.0,3.45,189,0.00,0.00,0.00
26,-39.0,-91.0,-8.0,3.44,270,0.00,0.00,0.00
27,-33.0,20.0,4.0,3.42,162,0.00,0.00,0.00
28,12.0,62.0,13.0,3.41,297,0.00,0.00,0.00
29,-66.0,-31.0,-8.0,3.41,270,0.00,0.00,0.00
30,69.0,-37.0,16.0,3.38,27,0.00,0.00,0.00
31,57.0,-70.0,16.0,3.33,135,0.00,0.00,0.00
32,57.0,-70.0,4.0,3.29,135,0.00,0.00,0.00
33,45.0,-58.0,31.0,3.26,54,0.00,0.00,0.00
34,15.0,47.0,7.0,3.23,27,0.00,0.00,0.00
35,27.0,-10.0,-20.0,3.22,108,0.00,0.00,0.00
36,27.0,-88.0,-38.0,3.20,189,0.00,0.00,0.00
37,-54.0,-28.0,-2.0,3.18,54,0.00,0.00,0.00
38,-12.0,2.0,-11.0,3.18,27,0.00,0.00,0.00
39,0.0,14.0,-14.0,3.18,81,0.00,0.00,0.00
40,36.0,-94.0,-8.0,3.18,27,0.00,0.00,0.00
41,60.0,-16.0,28.0,3.18,162,0.00,0.00,0.00
42,33.0,56.0,25.0,3.16,54,0.00,0.00,0.00
43,-6.0,17.0,-8.0,3.16,27,0.00,0.00,0.00
44,21.0,-28.0,25.0,3.16,27,0.00,0.00,0.00
45,-30.0,-97.0,-17.0,3.15,27,0.00,0.00,0.00
46,33.0,-97.0,-8.0,3.14,54,0.00,0.00,0.00
47,3.0,59.0,10.0,3.13,81,0.00,0.00,0.00
48,12.0,5.0,-11.0,3.11,162,0.00,0.00,0.00
49,-45.0,-76.0,-11.0,3.11,108,0.00,0.00,0.00
50,-60.0,-16.0,-14.0,3.11,108,0.00,0.00,0.00
51,42.0,-73.0,43.0,3.11,27,0.00,0.00,0.00
52,36.0,20.0,-8.0,3.11,108,0.00,0.00,0.00
53,60.0,-64.0,7.0,3.11,27,0.00,0.00,0.00
54,42.0,14.0,-44.0,3.10,27,0.00,0.00,0.00
55,45.0,20.0,-5.0,3.09,27,0.00,0.00,0.00
56,15.0,50.0,31.0,3.08,27,0.00,0.00,0.00
57,-45.0,-1.0,-32.0,3.07,54,0.00,0.00,0.00
58,-39.0,56.0,13.0,3.05,27,0.00,0.00,0.00
59,51.0,-76.0,-8.0,3.03,54,0.00,0.00,0.00
60,-30.0,-22.0,-14.0,3.02,27,0.00,0.00,0.00
61,21.0,38.0,52.0,3.02,27,0.00,0.00,0.00
62,-51.0,29.0,7.0,3.01,27,0.00,0.00,0.00
63,-24.0,-4.0,-8.0,3.01,27,0.00,0.00,0.00
64,33.0,-82.0,-35.0,3.00,27,0.00,0.00,0.00
