Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,39.0,-82.0,19.0,9.73,65340,1.00,1.00,0.99
1a,-45.0,-67.0,-2.0,9.67,,,,
1b,-39.0,-85.0,10.0,8.93,,,,
1c,-9.0,-73.0,16.0,8.48,,,,
2,27.0,-58.0,-11.0,6.88,1161,1.00,1.00,0.37
2a,27.0,-43.0,-14.0,5.61,,,,
3,-24.0,-58.0,-8.0,6.64,621,1.00,1.00,0.00
4,-15.0,-94.0,-8.0,6.45,378,1.00,1.00,0.00
5,21.0,-91.0,-8.0,6.15,162,1.00,1.00,0.00
6,12.0,-61.0,-2.0,5.87,81,1.00,1.00,0.00
7,-30.0,-46.0,-8.0,5.84,189,1.00,1.00,0.00
8,27.0,-40.0,-17.0,5.82,27,1.00,1.00,0.00
9,-21.0,-85.0,-11.0,5.54,27,1.00,1.00,0.00
10,15.0,-70.0,-2.0,5.51,27,1.00,1.00,0.00
11,-42.0,-49.0,-11.0,5.51,27,1.00,1.00,0.00
