Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,60.0,-10.0,-2.0,16.86,40770,0.98,0.99,0.98
2,-63.0,-13.0,1.0,15.47,39771,0.98,0.99,0.98
2a,-45.0,-25.0,4.0,15.29,,,,
3,-33.0,-85.0,-14.0,15.27,47385,0.99,0.99,0.98
3a,-36.0,-91.0,-5.0,15.05,,,,
3b,-21.0,-94.0,-8.0,14.89,,,,
4,27.0,-91.0,-8.0,14.97,71766,0.99,0.99,0.99
4a,36.0,-85.0,-5.0,14.40,,,,
4b,33.0,-91.0,1.0,14.21,,,,
4c,42.0,-64.0,-17.0,12.16,,,,
5,45.0,20.0,52.0,8.21,15849,0.96,0.96,0.94
5a,48.0,26.0,43.0,8.16,,,,
5b,27.0,29.0,58.0,8.12,,,,
5c,36.0,20.0,58.0,7.99,,,,
6,45.0,50.0,-14.0,8.14,18252,0.96,0.96,0.95
6a,24.0,68.0,10.0,6.29,,,,
6b,36.0,62.0,10.0,6.11,,,,
6c,15.0,53.0,-20.0,5.56,,,,
7,-42.0,56.0,-8.0,7.54,7884,0.92,0.92,0.88
7a,-42.0,50.0,-17.0,6.47,,,,
7b,-48.0,44.0,-17.0,6.43,,,,
7c,-18.0,65.0,-8.0,5.77,,,,
8,-42.0,26.0,46.0,6.17,2268,0.76,0.77,0.60
8a,-39.0,17.0,55.0,5.54,,,,
8b,-27.0,26.0,58.0,4.72,,,,
9,-51.0,-55.0,49.0,5.53,3456,0.81,0.84,0.73
9a,-42.0,-61.0,55.0,5.24,,,,
10,9.0,17.0,34.0,4.79,1431,0.58,0.62,0.36
10a,-3.0,17.0,37.0,4.75,,,,
10b,-3.0,26.0,25.0,4.51,,,,
11,-30.0,32.0,52.0,4.59,27,0.00,0.00,0.00
12,60.0,-31.0,-14.0,4.46,162,0.00,0.00,0.00
13,9.0,44.0,16.0,4.20,54,0.00,0.00,0.00
14,12.0,32.0,61.0,4.18,81,0.00,0.00,0.00
15,-12.0,29.0,-23.0,4.12,27,0.00,0.00,0.00
16,24.0,-64.0,13.0,4.06,81,0.00,0.00,0.00
17,-18.0,-61.0,10.0,4.05,54,0.00,0.00,0.00
18,-6.0,-76.0,-38.0,4.05,27,0.00,0.00,0.00
19,-30.0,26.0,55.0,4.04,27,0.00,0.00,0.00
20,9.0,20.0,28.0,4.03,27,0.00,0.00,0.00
21,-48.0,17.0,46.0,4.03,27,0.00,0.00,0.00
22,-33.0,32.0,49.0,4.02,27,0.00,0.00,0.00
