Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-27.0,-94.0,16.0,7.00,80433,1.00,1.00,0.99
1a,-18.0,-94.0,4.0,7.00,,,,
1b,39.0,-76.0,-11.0,6.92,,,,
1c,-21.0,-91.0,-2.0,6.90,,,,
2,57.0,-22.0,19.0,6.66,13419,1.00,1.00,0.95
2a,54.0,2.0,4.0,6.39,,,,
2b,57.0,-31.0,28.0,6.08,,,,
2c,51.0,-10.0,13.0,5.95,,,,
3,-42.0,-10.0,10.0,6.17,7992,0.99,0.99,0.91
3a,-63.0,-34.0,16.0,5.98,,,,
3b,-45.0,-19.0,1.0,5.19,,,,
3c,-48.0,-34.0,22.0,5.02,,,,
4,3.0,-28.0,7.0,5.98,2295,0.98,0.98,0.68
5,-18.0,-25.0,28.0,5.91,486,0.94,0.94,0.00
6,0.0,-25.0,25.0,5.91,4752,0.99,0.99,0.85
6a,12.0,-25.0,40.0,5.36,,,,
7,60.0,-22.0,-14.0,5.86,4860,0.99,0.99,0.85
7a,60.0,-34.0,-20.0,5.77,,,,
7b,69.0,-31.0,-17.0,5.60,,,,
7c,63.0,-43.0,-20.0,5.39,,,,
8,9.0,26.0,-14.0,5.40,999,0.95,0.95,0.27
8a,-3.0,26.0,-8.0,5.35,,,,
8b,6.0,23.0,-8.0,4.88,,,,
9,3.0,-34.0,4.0,5.32,216,0.88,0.88,0.00
10,15.0,-61.0,34.0,5.24,1863,0.97,0.97,0.61
10a,6.0,-73.0,37.0,5.04,,,,
10b,15.0,-64.0,25.0,4.99,,,,
11,-18.0,-34.0,61.0,5.20,1269,0.96,0.96,0.43
11a,-24.0,-37.0,55.0,4.83,,,,
12,-3.0,20.0,49.0,5.19,1458,0.96,0.98,0.50
12a,-9.0,20.0,40.0,4.78,,,,
13,-42.0,23.0,1.0,5.14,1458,0.96,0.96,0.50
13a,-39.0,26.0,-11.0,4.94,,,,
13b,-33.0,29.0,-2.0,4.92,,,,
14,21.0,-40.0,64.0,5.12,783,0.93,0.93,0.07
14a,21.0,-28.0,64.0,5.06,,,,
15,57.0,35.0,10.0,5.10,270,0.80,0.80,0.00
16,0.0,14.0,1.0,5.03,297,0.82,0.82,0.00
17,18.0,-34.0,10.0,5.03,216,0.88,0.88,0.00
18,45.0,14.0,25.0,4.98,513,0.89,0.89,0.00
19,-63.0,-34.0,-20.0,4.95,459,0.88,0.94,0.00
20,6.0,32.0,1.0,4.93,243,0.78,0.89,0.00
21,36.0,2.0,16.0,4.93,297,0.82,0.82,0.00
22,18.0,-52.0,-26.0,4.93,162,0.67,0.83,0.00
23,3.0,-28.0,16.0,4.92,54,1.00,1.00,0.00
24,-45.0,-64.0,37.0,4.84,108,0.50,0.50,0.00
25,-54.0,35.0,10.0,4.83,216,0.75,0.75,0.00
25a,-48.0,26.0,7.0,4.70,,,,
26,-3.0,-31.0,13.0,4.82,27,1.00,1.00,0.00
27,54.0,29.0,22.0,4.80,216,0.88,0.88,0.00
28,21.0,-52.0,-29.0,4.80,27,1.00,1.00,0.00
29,42.0,32.0,-11.0,4.79,297,0.82,0.91,0.00
30,-45.0,8.0,-35.0,4.78,108,0.75,0.75,0.00
31,-18.0,-31.0,-5.0,4.76,81,0.33,0.33,0.00
32,6.0,-13.0,31.0,4.68,27,0.00,1.00,0.00
33,6.0,-91.0,-29.0,4.65,27,0.00,0.00,0.00
34,3.0,-16.0,-32.0,4.64,27,0.00,0.00,0.00
35,12.0,26.0,1.0,4.64,27,0.00,0.00,0.00
36,-30.0,-10.0,-35.0,4.63,108,0.75,0.75,0.00
37,33.0,-37.0,1.0,4.60,54,0.50,0.50,0.00
38,-30.0,35.0,-17.0,4.59,54,0.00,0.00,0.00
39,0.0,-13.0,58.0,4.58,54,0.50,0.50,0.00
40,3.0,-88.0,-29.0,4.58,27,0.00,0.00,0.00
41,3.0,8.0,1.0,4.55,27,0.00,0.00,0.00
42,33.0,26.0,-11.0,4.54,27,0.00,0.00,0.00
43,-63.0,-49.0,22.0,4.50,27,0.00,0.00,0.00
