Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,39.0,-19.0,61.0,11.87,19008,0.81,0.83,0.82
2,6.0,-28.0,73.0,11.55,57861,0.72,0.82,0.87
2a,6.0,-19.0,76.0,11.36,,,,
2b,-12.0,-46.0,67.0,7.73,,,,
2c,-3.0,-1.0,46.0,6.34,,,,
3,-15.0,-37.0,-23.0,9.64,12987,0.67,0.72,0.72
3a,-21.0,-31.0,-29.0,9.57,,,,
3b,-18.0,-52.0,-20.0,9.51,,,,
3c,-3.0,-64.0,-17.0,5.54,,,,
4,33.0,-22.0,16.0,7.50,9369,0.52,0.62,0.63
4a,48.0,-31.0,28.0,6.57,,,,
5,-48.0,-31.0,22.0,6.78,11232,0.47,0.55,0.58
5a,-33.0,-22.0,16.0,5.10,,,,
6,-45.0,5.0,1.0,6.45,14769,0.50,0.59,0.64
6a,-54.0,2.0,10.0,6.13,,,,
6b,-39.0,-19.0,1.0,4.75,,,,
7,21.0,-37.0,-23.0,6.05,3807,0.30,0.42,0.31
8,-15.0,-61.0,-50.0,5.82,972,0.44,0.50,0.00
9,-6.0,-67.0,-35.0,5.41,513,0.16,0.16,0.00
10,51.0,5.0,1.0,5.35,7776,0.20,0.32,0.37
10a,36.0,11.0,10.0,4.96,,,,
10b,48.0,11.0,-2.0,4.85,,,,
11,6.0,-22.0,10.0,4.94,2646,0.06,0.09,0.00
11a,0.0,-37.0,1.0,3.71,,,,
11b,-6.0,-25.0,7.0,3.08,,,,
12,-21.0,-40.0,-50.0,4.38,486,0.00,0.00,0.00
13,0.0,-67.0,-44.0,4.26,351,0.00,0.00,0.00
14,15.0,-31.0,43.0,4.08,729,0.00,0.00,0.00
15,45.0,-4.0,-35.0,4.00,216,0.00,0.00,0.00
16,-33.0,41.0,25.0,3.65,729,0.00,0.00,0.00
17,42.0,2.0,-11.0,3.60,486,0.00,0.00,0.00
18,-63.0,-7.0,-26.0,3.59,135,0.00,0.00,0.00
19,0.0,-49.0,-2.0,3.55,27,0.00,0.00,0.00
20,39.0,-4.0,-32.0,3.48,27,0.00,0.00,0.00
21,42.0,-16.0,-2.0,3.45,108,0.00,0.00,0.00
22,63.0,-40.0,-26.0,3.39,108,0.00,0.00,0.00
23,45.0,-16.0,19.0,3.39,81,0.00,0.00,0.00
24,54.0,-52.0,10.0,3.34,108,0.00,0.00,0.00
25,15.0,5.0,61.0,3.31,135,0.00,0.00,0.00
26,12.0,-28.0,16.0,3.26,27,0.00,0.00,0.00
27,-18.0,11.0,-23.0,3.25,81,0.00,0.00,0.00
28,33.0,-52.0,-50.0,3.25,54,0.00,0.00,0.00
29,-48.0,-34.0,61.0,3.24,27,0.00,0.00,0.00
30,-42.0,-70.0,-8.0,3.22,81,0.00,0.00,0.00
31,-51.0,-28.0,58.0,3.15,27,0.00,0.00,0.00
32,42.0,-70.0,-50.0,3.14,27,0.00,0.00,0.00
33,-30.0,-61.0,-50.0,3.13,27,0.00,0.00,0.00
34,-24.0,26.0,-17.0,3.12,27,0.00,0.00,0.00
35,39.0,-16.0,1.0,3.11,27,0.00,0.00,0.00
36,-36.0,-55.0,-29.0,3.10,108,0.00,0.00,0.00
37,21.0,8.0,67.0,3.10,27,0.00,0.00,0.00
38,-6.0,-34.0,1.0,3.06,27,0.00,0.00,0.00
39,-48.0,-31.0,58.0,3.05,27,0.00,0.00,0.00
40,33.0,50.0,31.0,3.05,108,0.00,0.00,0.00
41,-39.0,-13.0,64.0,3.01,27,0.00,0.00,0.00
42,9.0,47.0,-14.0,3.00,27,0.00,0.00,0.00
