Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,39.0,-19.0,61.0,11.87,13014.0,482.0,1.0,1.0,0.94,1.0
2,6.0,-28.0,73.0,11.55,21681.0,803.0,1.0,1.0,0.97,1.0
2a,6.0,-19.0,76.0,11.36,,,,,,
2b,-12.0,-46.0,67.0,7.73,,,,,,
3,-15.0,-37.0,-23.0,9.64,2916.0,108.0,1.0,1.0,0.75,0.99
3a,-21.0,-31.0,-29.0,9.57,,,,,,
4,-18.0,-52.0,-20.0,9.51,2646.0,98.0,1.0,1.0,0.72,0.99
5,33.0,-22.0,16.0,7.5,297.0,11.0,1.0,1.0,0.0,0.91
6,-48.0,-31.0,22.0,6.78,1161.0,43.0,1.0,1.0,0.37,0.98
7,48.0,-31.0,28.0,6.57,864.0,32.0,1.0,1.0,0.16,0.97
8,-45.0,5.0,1.0,6.45,1404.0,52.0,1.0,1.0,0.48,0.98
8a,-54.0,2.0,10.0,6.13,,,,,,
9,-3.0,-1.0,46.0,6.34,621.0,23.0,1.0,1.0,0.0,0.96
10,21.0,-37.0,-23.0,6.05,189.0,7.0,1.0,1.0,0.0,0.86
11,-15.0,-61.0,-50.0,5.82,108.0,4.0,1.0,1.0,0.0,0.75
12,-3.0,-64.0,-17.0,5.54,27.0,1.0,1.0,1.0,0.0,0.0
