Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-30.0,-82.0,19.0,6.43,23652,0.32,0.74,0.70
1a,-21.0,-70.0,55.0,4.81,,,,
1b,-48.0,-61.0,-11.0,4.61,,,,
1c,-27.0,-73.0,43.0,4.45,,,,
2,36.0,-85.0,25.0,5.43,39150,0.49,0.84,0.82
2a,54.0,-61.0,-11.0,5.41,,,,
2b,42.0,-88.0,10.0,5.39,,,,
2c,45.0,-76.0,10.0,4.94,,,,
3,-54.0,-37.0,1.0,3.92,648,0.00,0.00,0.00
4,-27.0,-67.0,-5.0,3.53,135,0.00,0.00,0.00
5,-24.0,-46.0,-8.0,3.49,297,0.00,0.00,0.00
6,30.0,-52.0,-8.0,3.38,81,0.00,0.00,0.00
7,-9.0,59.0,-23.0,3.37,54,0.00,0.00,0.00
8,-39.0,-79.0,-20.0,3.32,135,0.00,0.00,0.00
9,-21.0,50.0,-17.0,3.31,27,0.00,0.00,0.00
10,45.0,32.0,19.0,3.25,81,0.00,0.00,0.00
11,-6.0,-79.0,-38.0,3.25,81,0.00,0.00,0.00
12,-57.0,-25.0,-14.0,3.21,27,0.00,0.00,0.00
13,-27.0,-46.0,55.0,3.17,189,0.00,0.00,0.00
14,-60.0,-10.0,-32.0,3.15,81,0.00,0.00,0.00
15,-6.0,-46.0,49.0,3.08,27,0.00,0.00,0.00
16,-9.0,62.0,-20.0,3.08,27,0.00,0.00,0.00
17,-6.0,62.0,-23.0,3.06,27,0.00,0.00,0.00
18,-39.0,-37.0,37.0,3.04,27,0.00,0.00,0.00
